"MASTER_TAXON_ID","SCIENTIFIC_NAME","ENGLISH_NAME","TAXON_RANK_ID","TAXON_RANK_NAME","SORT_ORDER","ALT_INT_NAME","CBC_CODE","FIVE_LETTER","EURING_NO"
69030,"Oriolus larvatus tibicen","",110,"Subspecies",192250,"","","",
69031,"Oriolus larvatus larvatus","",110,"Subspecies",192260,"","","",
69022,"Oriolus monacha","Ethiopian Oriole",100,"Species",192270,"","","",
69023,"Oriolus monacha meneliki","",110,"Subspecies",192280,"","","",
69024,"Oriolus monacha monacha","",110,"Subspecies",192290,"","","",
69025,"Oriolus percivali","Mountain Oriole",100,"Species",192300,"","","",
69032,"Oriolus nigripennis","Black-winged Oriole",100,"Species",192310,"","","",
68989,"Oriolus auratus","African Golden Oriole",100,"Species",192320,"","","",
68990,"Oriolus auratus auratus","",110,"Subspecies",192330,"","","",
68991,"Oriolus auratus notatus","",110,"Subspecies",192340,"","","",
68988,"Oriolus kundoo","Indian Golden Oriole",100,"Species",192350,"","","",
68987,"Oriolus oriolus","Golden Oriole",100,"Species",192360,"Eurasian Golden Oriole","OL","GOLOR",15080
68995,"Oriolus chinensis","Black-naped Oriole",100,"Species",192370,"","","",
68996,"Oriolus chinensis diffusus","",110,"Subspecies",192380,"","","",
68997,"Oriolus chinensis andamanensis","",110,"Subspecies",192390,"","","",
68998,"Oriolus chinensis macrourus","",110,"Subspecies",192400,"","","",
68999,"Oriolus chinensis maculatus","",110,"Subspecies",192410,"","","",
69000,"Oriolus chinensis mundus","",110,"Subspecies",192420,"","","",
69001,"Oriolus chinensis sipora","",110,"Subspecies",192430,"","","",
69002,"Oriolus chinensis richmondi","",110,"Subspecies",192440,"","","",
69003,"Oriolus chinensis lamprochryseus","",110,"Subspecies",192450,"","","",
69004,"Oriolus chinensis insularis","",110,"Subspecies",192460,"","","",
69005,"Oriolus chinensis melanisticus","",110,"Subspecies",192470,"","","",
69006,"Oriolus chinensis sangirensis","",110,"Subspecies",192480,"","","",
69007,"Oriolus chinensis formosus","",110,"Subspecies",192490,"","","",
69008,"Oriolus chinensis celebensis","",110,"Subspecies",192500,"","","",
69009,"Oriolus chinensis frontalis","",110,"Subspecies",192510,"","","",
84585,"Oriolus chinensis stresemanni","",110,"Subspecies",192520,"","","",
69010,"Oriolus chinensis boneratensis","",110,"Subspecies",192530,"","","",
69011,"Oriolus chinensis broderipi","",110,"Subspecies",192540,"","","",
69012,"Oriolus chinensis chinensis","",110,"Subspecies",192550,"","","",
84586,"Oriolus chinensis yamamurae","",110,"Subspecies",192560,"","","",
69013,"Oriolus chinensis suluensis","",110,"Subspecies",192570,"","","",
68992,"Oriolus tenuirostris","Slender-billed Oriole",100,"Species",192580,"","","",
68993,"Oriolus tenuirostris invisus","",110,"Subspecies",192590,"","","",
68994,"Oriolus tenuirostris tenuirostris","",110,"Subspecies",192600,"","","",
69051,"Dicruridae","Drongos",60,"Family",192610,"","","",
69054,"Dicrurus","",80,"Genus",192620,"","","",
69055,"Dicrurus ludwigii","Common Square-tailed Drongo",100,"Species",192630,"","","",
69057,"Dicrurus ludwigii muenzneri","",110,"Subspecies",192640,"","","",
69058,"Dicrurus ludwigii saturnus","",110,"Subspecies",192650,"","","",
69059,"Dicrurus ludwigii tephrogaster","",110,"Subspecies",192660,"","","",
69060,"Dicrurus ludwigii ludwigii","",110,"Subspecies",192670,"","","",
100323,"Dicrurus occidentalis","Western Square-tailed Drongo",100,"Species",192680,"","","",
69056,"Dicrurus sharpei","Sharpe's Drongo",100,"Species",192690,"","","",
69061,"Dicrurus atripennis","Shining Drongo",100,"Species",192700,"","","",
69062,"Dicrurus adsimilis","Fork-tailed Drongo",100,"Species",192710,"","","",
69066,"Dicrurus adsimilis adsimilis","",110,"Subspecies",192720,"","","",
69064,"Dicrurus adsimilis fugax","",110,"Subspecies",192730,"","","",
100307,"Dicrurus adsimilis jubaensis","",110,"Subspecies",192740,"","","",
69065,"Dicrurus adsimilis apivorus","",110,"Subspecies",192750,"","","",
69063,"Dicrurus divaricatus","Glossy-backed Drongo",100,"Species",192760,"","","",
100355,"Dicrurus divaricatus divaricatus","",110,"Subspecies",192770,"","","",
100317,"Dicrurus divaricatus lugubris","",110,"Subspecies",192780,"","","",
69067,"Dicrurus modestus","Velvet-mantled Drongo",100,"Species",192790,"","","",
69069,"Dicrurus modestus coracinus","",110,"Subspecies",192800,"","","",
69070,"Dicrurus modestus modestus","",110,"Subspecies",192810,"","","",
69068,"Dicrurus atactus","Fanti Drongo",100,"Species",192820,"","","",
69071,"Dicrurus fuscipennis","Grand Comoro Drongo",100,"Species",192830,"","","",
69072,"Dicrurus aldabranus","Aldabra Drongo",100,"Species",192840,"","","",
69073,"Dicrurus forficatus","Crested Drongo",100,"Species",192850,"","","",
69074,"Dicrurus forficatus forficatus","",110,"Subspecies",192860,"","","",
69075,"Dicrurus forficatus potior","",110,"Subspecies",192870,"","","",
69076,"Dicrurus waldenii","Mayotte Drongo",100,"Species",192880,"","","",
69077,"Dicrurus macrocercus","Black Drongo",100,"Species",192890,"","","",
69078,"Dicrurus macrocercus albirictus","",110,"Subspecies",192900,"","","",
69079,"Dicrurus macrocercus macrocercus","",110,"Subspecies",192910,"","","",
69080,"Dicrurus macrocercus minor","",110,"Subspecies",192920,"","","",
69081,"Dicrurus macrocercus cathoecus","",110,"Subspecies",192930,"","","",
69082,"Dicrurus macrocercus thai","",110,"Subspecies",192940,"","","",
69083,"Dicrurus macrocercus harterti","",110,"Subspecies",192950,"","","",
69084,"Dicrurus macrocercus javanus","",110,"Subspecies",192960,"","","",
69085,"Dicrurus leucophaeus","Ashy Drongo",100,"Species",192970,"","","",
69086,"Dicrurus leucophaeus leucogenis","",110,"Subspecies",192980,"","","",
69087,"Dicrurus leucophaeus salangensis","",110,"Subspecies",192990,"","","",
69088,"Dicrurus leucophaeus longicaudatus","",110,"Subspecies",193000,"","","",
69089,"Dicrurus leucophaeus hopwoodi","",110,"Subspecies",193010,"","","",
69090,"Dicrurus leucophaeus innexus","",110,"Subspecies",193020,"","","",
69091,"Dicrurus leucophaeus mouhoti","",110,"Subspecies",193030,"","","",
69092,"Dicrurus leucophaeus bondi","",110,"Subspecies",193040,"","","",
69093,"Dicrurus leucophaeus nigrescens","",110,"Subspecies",193050,"","","",
69094,"Dicrurus leucophaeus batakensis","",110,"Subspecies",193060,"","","",
69095,"Dicrurus leucophaeus phaedrus","",110,"Subspecies",193070,"","","",
69096,"Dicrurus leucophaeus periophthalmicus","",110,"Subspecies",193080,"","","",
69097,"Dicrurus leucophaeus celaenus","",110,"Subspecies",193090,"","","",
69098,"Dicrurus leucophaeus siberu","",110,"Subspecies",193100,"","","",
69099,"Dicrurus leucophaeus stigmatops","",110,"Subspecies",193110,"","","",
69100,"Dicrurus leucophaeus leucophaeus","",110,"Subspecies",193120,"","","",
69101,"Dicrurus caerulescens","White-bellied Drongo",100,"Species",193130,"","","",
69102,"Dicrurus caerulescens caerulescens","",110,"Subspecies",193140,"","","",
69103,"Dicrurus caerulescens insularis","",110,"Subspecies",193150,"","","",
69104,"Dicrurus caerulescens leucopygialis","",110,"Subspecies",193160,"","","",
69105,"Dicrurus annectens","Crow-billed Drongo",100,"Species",193170,"","","",
69106,"Dicrurus aeneus","Bronzed Drongo",100,"Species",193180,"","","",
69107,"Dicrurus aeneus aeneus","",110,"Subspecies",193190,"","","",
69108,"Dicrurus aeneus malayensis","",110,"Subspecies",193200,"","","",
69109,"Dicrurus aeneus braunianus","",110,"Subspecies",193210,"","","",
69110,"Dicrurus remifer","Lesser Racket-tailed Drongo",100,"Species",193220,"","","",
69111,"Dicrurus remifer tectirostris","",110,"Subspecies",193230,"","","",
69112,"Dicrurus remifer peracensis","",110,"Subspecies",193240,"","","",
69113,"Dicrurus remifer lefoli","",110,"Subspecies",193250,"","","",
69114,"Dicrurus remifer remifer","",110,"Subspecies",193260,"","","",
69115,"Dicrurus balicassius","Balicassiao",100,"Species",193270,"","","",
69116,"Dicrurus balicassius abraensis","",110,"Subspecies",193280,"","","",
69117,"Dicrurus balicassius balicassius","",110,"Subspecies",193290,"","","",
69118,"Dicrurus balicassius mirabilis","",110,"Subspecies",193300,"","","",
69119,"Dicrurus hottentottus","Hair-crested Drongo",100,"Species",193310,"","","",
69120,"Dicrurus hottentottus brevirostris","",110,"Subspecies",193320,"","","",
69121,"Dicrurus hottentottus hottentottus","",110,"Subspecies",193330,"","","",
84587,"Dicrurus hottentottus faberi","",110,"Subspecies",193340,"","","",
69122,"Dicrurus hottentottus jentincki","",110,"Subspecies",193350,"","","",
69123,"Dicrurus hottentottus borneensis","",110,"Subspecies",193360,"","","",
69124,"Dicrurus hottentottus palawanensis","",110,"Subspecies",193370,"","","",
69125,"Dicrurus hottentottus samarensis","",110,"Subspecies",193380,"","","",
69126,"Dicrurus hottentottus striatus","",110,"Subspecies",193390,"","","",
69127,"Dicrurus hottentottus cuyensis","",110,"Subspecies",193400,"","","",
69128,"Dicrurus hottentottus suluensis","",110,"Subspecies",193410,"","","",
69129,"Dicrurus hottentottus guillemardi","",110,"Subspecies",193420,"","","",
69130,"Dicrurus hottentottus banggaiensis","",110,"Subspecies",193430,"","","",
69131,"Dicrurus hottentottus pectoralis","",110,"Subspecies",193440,"","","",
69132,"Dicrurus hottentottus leucops","",110,"Subspecies",193450,"","","",
69133,"Dicrurus menagei","Tablas Drongo",100,"Species",193460,"","","",
69134,"Dicrurus sumatranus","Sumatran Drongo",100,"Species",193470,"","","",
69135,"Dicrurus sumatranus sumatranus","",110,"Subspecies",193480,"","","",
69136,"Dicrurus sumatranus viridinitens","",110,"Subspecies",193490,"","","",
69137,"Dicrurus densus","Wallacean Drongo",100,"Species",193500,"","","",
69138,"Dicrurus densus vicinus","",110,"Subspecies",193510,"","","",
69139,"Dicrurus densus bimaensis","",110,"Subspecies",193520,"","","",
69140,"Dicrurus densus sumbae","",110,"Subspecies",193530,"","","",
69141,"Dicrurus densus densus","",110,"Subspecies",193540,"","","",
69142,"Dicrurus densus kuehni","",110,"Subspecies",193550,"","","",
69143,"Dicrurus densus megalornis","",110,"Subspecies",193560,"","","",
69144,"Dicrurus montanus","Sulawesi Drongo",100,"Species",193570,"","","",
69145,"Dicrurus bracteatus","Spangled Drongo",100,"Species",193580,"","","",
69146,"Dicrurus bracteatus amboinensis","",110,"Subspecies",193590,"","","",
69147,"Dicrurus bracteatus buruensis","",110,"Subspecies",193600,"","","",
69148,"Dicrurus bracteatus morotensis","",110,"Subspecies",193610,"","","",
69149,"Dicrurus bracteatus atrocaeruleus","",110,"Subspecies",193620,"","","",
69150,"Dicrurus bracteatus carbonarius","",110,"Subspecies",193630,"","","",
69151,"Dicrurus bracteatus baileyi","",110,"Subspecies",193640,"","","",
69152,"Dicrurus bracteatus atrabectus","",110,"Subspecies",193650,"","","",
69153,"Dicrurus bracteatus bracteatus","",110,"Subspecies",193660,"","","",
69154,"Dicrurus bracteatus laemostictus","",110,"Subspecies",193670,"","","",
69155,"Dicrurus bracteatus meeki","",110,"Subspecies",193680,"","","",
69156,"Dicrurus bracteatus longirostris","",110,"Subspecies",193690,"","","",
69157,"Dicrurus megarhynchus","Paradise Drongo",100,"Species",193700,"","","",
69158,"Dicrurus andamanensis","Andaman Drongo",100,"Species",193710,"","","",
69159,"Dicrurus andamanensis dicruriformis","",110,"Subspecies",193720,"","","",
69160,"Dicrurus andamanensis andamanensis","",110,"Subspecies",193730,"","","",
69161,"Dicrurus paradiseus","Greater Racket-tailed Drongo",100,"Species",193740,"","","",
69162,"Dicrurus paradiseus grandis","",110,"Subspecies",193750,"","","",
69163,"Dicrurus paradiseus rangoonensis","",110,"Subspecies",193760,"","","",
69164,"Dicrurus paradiseus paradiseus","",110,"Subspecies",193770,"","","",
69165,"Dicrurus paradiseus johni","",110,"Subspecies",193780,"","","",
69166,"Dicrurus paradiseus ceylonicus","",110,"Subspecies",193790,"","","",
69167,"Dicrurus paradiseus otiosus","",110,"Subspecies",193800,"","","",
69168,"Dicrurus paradiseus nicobariensis","",110,"Subspecies",193810,"","","",
69169,"Dicrurus paradiseus hypoballus","",110,"Subspecies",193820,"","","",
69170,"Dicrurus paradiseus platurus","",110,"Subspecies",193830,"","","",
69171,"Dicrurus paradiseus microlophus","",110,"Subspecies",193840,"","","",
69172,"Dicrurus paradiseus brachyphorus","",110,"Subspecies",193850,"","","",
69173,"Dicrurus paradiseus banguey","",110,"Subspecies",193860,"","","",
69174,"Dicrurus paradiseus formosus","",110,"Subspecies",193870,"","","",
69175,"Dicrurus lophorinus","Sri Lanka Drongo",100,"Species",193880,"","","",
69176,"Rhipiduridae","Fantails",60,"Family",193890,"","","",
69177,"Rhipidura","",80,"Genus",193900,"","","",
69178,"Rhipidura superciliaris","Mindanao Blue Fantail",100,"Species",193910,"","","",
69179,"Rhipidura superciliaris apo","",110,"Subspecies",193920,"","","",
69180,"Rhipidura superciliaris superciliaris","",110,"Subspecies",193930,"","","",
69181,"Rhipidura samarensis","Visayan Blue Fantail",100,"Species",193940,"","","",
69182,"Rhipidura cyaniceps","Blue-headed Fantail",100,"Species",193950,"","","",
69183,"Rhipidura cyaniceps pinicola","",110,"Subspecies",193960,"","","",
69184,"Rhipidura cyaniceps cyaniceps","",110,"Subspecies",193970,"","","",
69185,"Rhipidura sauli","Tablas Fantail",100,"Species",193980,"","","",
69186,"Rhipidura albiventris","Visayan Fantail",100,"Species",193990,"","","",
69187,"Rhipidura albicollis","White-throated Fantail",100,"Species",194000,"","","",
69188,"Rhipidura albicollis canescens","",110,"Subspecies",194010,"","","",
69189,"Rhipidura albicollis albicollis","",110,"Subspecies",194020,"","","",
69190,"Rhipidura albicollis stanleyi","",110,"Subspecies",194030,"","","",
69191,"Rhipidura albicollis orissae","",110,"Subspecies",194040,"","","",
69192,"Rhipidura albicollis celsa","",110,"Subspecies",194050,"","","",
69193,"Rhipidura albicollis cinerascens","",110,"Subspecies",194060,"","","",
69194,"Rhipidura albicollis atrata","",110,"Subspecies",194070,"","","",
69195,"Rhipidura albicollis sarawacensis","",110,"Subspecies",194080,"","","",
69196,"Rhipidura albicollis kinabalu","",110,"Subspecies",194090,"","","",
69197,"Rhipidura albogularis","White-spotted Fantail",100,"Species",194100,"","","",
69198,"Rhipidura albogularis albogularis","",110,"Subspecies",194110,"","","",
69199,"Rhipidura albogularis vernayi","",110,"Subspecies",194120,"","","",
69200,"Rhipidura euryura","White-bellied Fantail",100,"Species",194130,"","","",
69201,"Rhipidura aureola","White-browed Fantail",100,"Species",194140,"","","",
69202,"Rhipidura aureola aureola","",110,"Subspecies",194150,"","","",
69203,"Rhipidura aureola compressirostris","",110,"Subspecies",194160,"","","",
69204,"Rhipidura aureola burmanica","",110,"Subspecies",194170,"","","",
69205,"Rhipidura javanica","Malaysian Pied Fantail",100,"Species",194180,"","","",
69206,"Rhipidura javanica longicauda","",110,"Subspecies",194190,"","","",
69207,"Rhipidura javanica javanica","",110,"Subspecies",194200,"","","",
69208,"Rhipidura nigritorquis","Philippine Pied Fantail",100,"Species",194210,"","","",
69209,"Rhipidura perlata","Spotted Fantail",100,"Species",194220,"","","",
69210,"Rhipidura leucophrys","Willie Wagtail",100,"Species",194230,"","","",
69211,"Rhipidura leucophrys melaleuca","",110,"Subspecies",194240,"","","",
69212,"Rhipidura leucophrys picata","",110,"Subspecies",194250,"","","",
69213,"Rhipidura leucophrys leucophrys","",110,"Subspecies",194260,"","","",
69214,"Rhipidura diluta","Brown-capped Fantail",100,"Species",194270,"","","",
69215,"Rhipidura diluta sumbawensis","",110,"Subspecies",194280,"","","",
69216,"Rhipidura diluta diluta","",110,"Subspecies",194290,"","","",
69217,"Rhipidura fuscorufa","Cinnamon-tailed Fantail",100,"Species",194300,"","","",
69218,"Rhipidura rufiventris","Northern Fantail",100,"Species",194310,"","","",
69219,"Rhipidura rufiventris tenkatei","",110,"Subspecies",194320,"","","",
69220,"Rhipidura rufiventris rufiventris","",110,"Subspecies",194330,"","","",
69221,"Rhipidura rufiventris pallidiceps","",110,"Subspecies",194340,"","","",
69222,"Rhipidura rufiventris hoedti","",110,"Subspecies",194350,"","","",
69223,"Rhipidura rufiventris assimilis","",110,"Subspecies",194360,"","","",
69224,"Rhipidura rufiventris finitima","",110,"Subspecies",194370,"","","",
69225,"Rhipidura rufiventris bouruensis","",110,"Subspecies",194380,"","","",
69226,"Rhipidura rufiventris cinerea","",110,"Subspecies",194390,"","","",
69227,"Rhipidura rufiventris obiensis","",110,"Subspecies",194400,"","","",
69228,"Rhipidura rufiventris vidua","",110,"Subspecies",194410,"","","",
69229,"Rhipidura rufiventris gularis","",110,"Subspecies",194420,"","","",
69230,"Rhipidura rufiventris kordensis","",110,"Subspecies",194430,"","","",
69231,"Rhipidura rufiventris nigromentalis","",110,"Subspecies",194440,"","","",
69232,"Rhipidura rufiventris finschii","",110,"Subspecies",194450,"","","",
69233,"Rhipidura rufiventris setosa","",110,"Subspecies",194460,"","","",
69234,"Rhipidura rufiventris gigantea","",110,"Subspecies",194470,"","","",
69235,"Rhipidura rufiventris tangensis","",110,"Subspecies",194480,"","","",
69236,"Rhipidura rufiventris niveiventris","",110,"Subspecies",194490,"","","",
69237,"Rhipidura rufiventris mussai","",110,"Subspecies",194500,"","","",
69238,"Rhipidura rufiventris isura","",110,"Subspecies",194510,"","","",
69239,"Rhipidura cockerelli","Cockerell's Fantail",100,"Species",194520,"","","",
69240,"Rhipidura cockerelli septentrionalis","",110,"Subspecies",194530,"","","",
69241,"Rhipidura cockerelli interposita","",110,"Subspecies",194540,"","","",
69242,"Rhipidura cockerelli lavellae","",110,"Subspecies",194550,"","","",
69243,"Rhipidura cockerelli albina","",110,"Subspecies",194560,"","","",
69244,"Rhipidura cockerelli floridana","",110,"Subspecies",194570,"","","",
69245,"Rhipidura cockerelli coultasi","",110,"Subspecies",194580,"","","",
69246,"Rhipidura cockerelli cockerelli","",110,"Subspecies",194590,"","","",
69247,"Rhipidura threnothorax","Sooty Thicket Fantail",100,"Species",194600,"","","",
69248,"Rhipidura threnothorax threnothorax","",110,"Subspecies",194610,"","","",
69249,"Rhipidura threnothorax fumosa","",110,"Subspecies",194620,"","","",
69250,"Rhipidura maculipectus","Black Thicket Fantail",100,"Species",194630,"","","",
69251,"Rhipidura leucothorax","White-bellied Thicket Fantail",100,"Species",194640,"","","",
69252,"Rhipidura leucothorax leucothorax","",110,"Subspecies",194650,"","","",
69253,"Rhipidura leucothorax episcopalis","",110,"Subspecies",194660,"","","",
69255,"Rhipidura atra","Black Fantail",100,"Species",194670,"","","",
69256,"Rhipidura atra atra","",110,"Subspecies",194680,"","","",
69257,"Rhipidura atra vulpes","",110,"Subspecies",194690,"","","",
69258,"Rhipidura hyperythra","Chestnut-bellied Fantail",100,"Species",194700,"","","",
69259,"Rhipidura hyperythra hyperythra","",110,"Subspecies",194710,"","","",
69261,"Rhipidura hyperythra castaneothorax","",110,"Subspecies",194720,"","","",
69262,"Rhipidura albolimbata","Friendly Fantail",100,"Species",194730,"","","",
69265,"Rhipidura albiscapa","Grey Fantail",100,"Species",194740,"","","",
69266,"Rhipidura albiscapa brenchleyi","",110,"Subspecies",194750,"","","",
69267,"Rhipidura albiscapa bulgeri","",110,"Subspecies",194760,"","","",
69268,"Rhipidura albiscapa keasti","",110,"Subspecies",194770,"","","",
69269,"Rhipidura albiscapa pelzelni","",110,"Subspecies",194780,"","","",
69270,"Rhipidura albiscapa alisteri","",110,"Subspecies",194790,"","","",
69271,"Rhipidura albiscapa albiscapa","",110,"Subspecies",194800,"","","",
69272,"Rhipidura albiscapa preissi","",110,"Subspecies",194810,"","","",
69273,"Rhipidura albiscapa albicauda","",110,"Subspecies",194820,"","","",
69274,"Rhipidura fuliginosa","New Zealand Fantail",100,"Species",194830,"","","",
69275,"Rhipidura fuliginosa fuliginosa","",110,"Subspecies",194840,"","","",
69276,"Rhipidura fuliginosa placabilis","",110,"Subspecies",194850,"","","",
69277,"Rhipidura fuliginosa penita","",110,"Subspecies",194860,"","","",
69278,"Rhipidura fuliginosa cervina","",110,"Subspecies",194870,"","","",
69279,"Rhipidura phasiana","Mangrove Fantail",100,"Species",194880,"","","",
69280,"Rhipidura drownei","Brown Fantail",100,"Species",194890,"","","",
69281,"Rhipidura drownei drownei","",110,"Subspecies",194900,"","","",
69282,"Rhipidura drownei ocularis","",110,"Subspecies",194910,"","","",
69283,"Rhipidura tenebrosa","Makira Fantail",100,"Species",194920,"","","",
69284,"Rhipidura rennelliana","Rennell Fantail",100,"Species",194930,"","","",
69285,"Rhipidura verreauxi","Streaked Fantail",100,"Species",194940,"","","",
69286,"Rhipidura verreauxi spilodera","",110,"Subspecies",194950,"","","",
69287,"Rhipidura verreauxi verreauxi","",110,"Subspecies",194960,"","","",
69288,"Rhipidura verreauxi rufilateralis","",110,"Subspecies",194970,"","","",
69289,"Rhipidura verreauxi layardi","",110,"Subspecies",194980,"","","",
69290,"Rhipidura verreauxi erythronota","",110,"Subspecies",194990,"","","",
69291,"Rhipidura personata","Kadavu Fantail",100,"Species",195000,"","","",
69292,"Rhipidura nebulosa","Samoan Fantail",100,"Species",195010,"","","",
69293,"Rhipidura nebulosa nebulosa","",110,"Subspecies",195020,"","","",
69294,"Rhipidura nebulosa altera","",110,"Subspecies",195030,"","","",
69295,"Rhipidura phoenicura","Rufous-tailed Fantail",100,"Species",195040,"","","",
69296,"Rhipidura nigrocinnamomea","Black-and-cinnamon Fantail",100,"Species",195050,"","","",
69297,"Rhipidura nigrocinnamomea hutchinsoni","",110,"Subspecies",195060,"","","",
69298,"Rhipidura nigrocinnamomea nigrocinnamomea","",110,"Subspecies",195070,"","","",
69299,"Rhipidura brachyrhyncha","Dimorphic Fantail",100,"Species",195080,"","","",
69302,"Rhipidura lepida","Palau Fantail",100,"Species",195090,"","","",
69303,"Rhipidura dedemi","Streak-breasted Fantail",100,"Species",195100,"","","",
69304,"Rhipidura superflua","Tawny-backed Fantail",100,"Species",195110,"","","",
69305,"Rhipidura teysmanni","Sulawesi Fantail",100,"Species",195120,"","","",
69306,"Rhipidura teysmanni teysmanni","",110,"Subspecies",195130,"","","",
69307,"Rhipidura teysmanni toradja","",110,"Subspecies",195140,"","","",
69308,"Rhipidura sulaensis","Taliabu Fantail",100,"Species",195150,"","","",
69309,"Rhipidura opistherythra","Long-tailed Fantail",100,"Species",195160,"","","",
69310,"Rhipidura rufidorsa","Rufous-backed Fantail",100,"Species",195170,"","","",
69311,"Rhipidura rufidorsa rufidorsa","",110,"Subspecies",195180,"","","",
69312,"Rhipidura rufidorsa kubuna","",110,"Subspecies",195190,"","","",
69313,"Rhipidura rufidorsa kumusi","",110,"Subspecies",195200,"","","",
69314,"Rhipidura dahli","Bismarck Fantail",100,"Species",195210,"","","",
69315,"Rhipidura dahli dahli","",110,"Subspecies",195220,"","","",
69316,"Rhipidura dahli antonii","",110,"Subspecies",195230,"","","",
69317,"Rhipidura matthiae","Mussau Fantail",100,"Species",195240,"","","",
69318,"Rhipidura malaitae","Malaita Fantail",100,"Species",195250,"","","",
69319,"Rhipidura semirubra","Manus Fantail",100,"Species",195260,"","","",
69320,"Rhipidura rufifrons","Rufous Fantail",100,"Species",195270,"","","",
69321,"Rhipidura rufifrons torrida","",110,"Subspecies",195280,"","","",
69322,"Rhipidura rufifrons uraniae","",110,"Subspecies",195290,"","","",
69323,"Rhipidura rufifrons saipanensis","",110,"Subspecies",195300,"","","",
69324,"Rhipidura rufifrons mariae","",110,"Subspecies",195310,"","","",
69325,"Rhipidura rufifrons versicolor","",110,"Subspecies",195320,"","","",
69326,"Rhipidura rufifrons agilis","",110,"Subspecies",195330,"","","",
69327,"Rhipidura rufifrons melanolaema","",110,"Subspecies",195340,"","","",
69328,"Rhipidura rufifrons utupuae","",110,"Subspecies",195350,"","","",
69329,"Rhipidura rufifrons commoda","",110,"Subspecies",195360,"","","",
69330,"Rhipidura rufifrons granti","",110,"Subspecies",195370,"","","",
69331,"Rhipidura rufifrons brunnea","",110,"Subspecies",195380,"","","",
69332,"Rhipidura rufifrons rufofronta","",110,"Subspecies",195390,"","","",
69333,"Rhipidura rufifrons ugiensis","",110,"Subspecies",195400,"","","",
69334,"Rhipidura rufifrons russata","",110,"Subspecies",195410,"","","",
69335,"Rhipidura rufifrons kuperi","",110,"Subspecies",195420,"","","",
69336,"Rhipidura rufifrons louisiadensis","",110,"Subspecies",195430,"","","",
69337,"Rhipidura rufifrons intermedia","",110,"Subspecies",195440,"","","",
69338,"Rhipidura rufifrons rufifrons","",110,"Subspecies",195450,"","","",
69339,"Rhipidura kubaryi","Pohnpei Fantail",100,"Species",195460,"","","",
69340,"Rhipidura dryas","Arafura Fantail",100,"Species",195470,"","","",
69341,"Rhipidura dryas celebensis","",110,"Subspecies",195480,"","","",
69342,"Rhipidura dryas mimosae","",110,"Subspecies",195490,"","","",
69343,"Rhipidura dryas sumbensis","",110,"Subspecies",195500,"","","",
69344,"Rhipidura dryas semicollaris","",110,"Subspecies",195510,"","","",
69345,"Rhipidura dryas elegantula","",110,"Subspecies",195520,"","","",
69346,"Rhipidura dryas reichenowi","",110,"Subspecies",195530,"","","",
69347,"Rhipidura dryas hamadryas","",110,"Subspecies",195540,"","","",
69348,"Rhipidura dryas squamata","",110,"Subspecies",195550,"","","",
69349,"Rhipidura dryas streptophora","",110,"Subspecies",195560,"","","",
69350,"Rhipidura dryas dryas","",110,"Subspecies",195570,"","","",
69351,"Lamprolia","",80,"Genus",195580,"","","",
69352,"Lamprolia victoriae","Taveuni Silktail",100,"Species",195590,"","","",
69354,"Lamprolia klinesmithi","Natewa Silktail",100,"Species",195600,"","","",
69052,"Chaetorhynchus","",80,"Genus",195610,"","","",
69053,"Chaetorhynchus papuensis","Drongo Fantail",100,"Species",195620,"","","",
69355,"Monarchidae","Monarchs",60,"Family",195630,"","","",
69356,"Hypothymis","",80,"Genus",195640,"","","",
69357,"Hypothymis azurea","Black-naped Monarch",100,"Species",195650,"","","",
69358,"Hypothymis azurea styani","",110,"Subspecies",195660,"","","",
69359,"Hypothymis azurea oberholseri","",110,"Subspecies",195670,"","","",
69360,"Hypothymis azurea ceylonensis","",110,"Subspecies",195680,"","","",
69361,"Hypothymis azurea tytleri","",110,"Subspecies",195690,"","","",
69362,"Hypothymis azurea idiochroa","",110,"Subspecies",195700,"","","",
69363,"Hypothymis azurea nicobarica","",110,"Subspecies",195710,"","","",
69364,"Hypothymis azurea montana","",110,"Subspecies",195720,"","","",
69365,"Hypothymis azurea galerita","",110,"Subspecies",195730,"","","",
69366,"Hypothymis azurea forrestia","",110,"Subspecies",195740,"","","",
69367,"Hypothymis azurea prophata","",110,"Subspecies",195750,"","","",
69368,"Hypothymis azurea javana","",110,"Subspecies",195760,"","","",
69369,"Hypothymis azurea penidae","",110,"Subspecies",195770,"","","",
69370,"Hypothymis azurea karimatensis","",110,"Subspecies",195780,"","","",
69371,"Hypothymis azurea opisthocyanea","",110,"Subspecies",195790,"","","",
69372,"Hypothymis azurea gigantoptera","",110,"Subspecies",195800,"","","",
69374,"Hypothymis azurea consobrina","",110,"Subspecies",195810,"","","",
69375,"Hypothymis azurea leucophila","",110,"Subspecies",195820,"","","",
69376,"Hypothymis azurea richmondi","",110,"Subspecies",195830,"","","",
69377,"Hypothymis azurea abbotti","",110,"Subspecies",195840,"","","",
69378,"Hypothymis azurea symmixta","",110,"Subspecies",195850,"","","",
69379,"Hypothymis azurea azurea","",110,"Subspecies",195860,"","","",
69373,"Hypothymis azurea aeria","",110,"Subspecies",195870,"","","",
69380,"Hypothymis azurea catarmanensis","",110,"Subspecies",195880,"","","",
84588,"Hypothymis puella","Pale-blue Monarch",100,"Species",195890,"","","",
