"MASTER_TAXON_ID","SCIENTIFIC_NAME","ENGLISH_NAME","TAXON_RANK_ID","TAXON_RANK_NAME","SORT_ORDER","ALT_INT_NAME","CBC_CODE","FIVE_LETTER","EURING_NO"
50001,"Aves","",20,"Class",20,"","","",
50197,"Struthioniformes","",40,"Order",30,"","","",
50198,"Struthionidae","Ostriches",60,"Family",40,"","","",
50199,"Struthio","",80,"Genus",50,"","","",
1350,"Struthio camelus","Common Ostrich",100,"Species",60,"","","OSTRI",10
50200,"Struthio camelus syriacus","",110,"Subspecies",70,"","","",
50201,"Struthio camelus camelus","",110,"Subspecies",80,"","","",
50202,"Struthio camelus massaicus","",110,"Subspecies",90,"","","",
50203,"Struthio camelus australis","",110,"Subspecies",100,"","","",
50204,"Struthio molybdophanes","Somali Ostrich",100,"Species",110,"","","",
50205,"Rheiformes","",40,"Order",120,"","","",
50206,"Rheidae","Rheas",60,"Family",130,"","","",
50207,"Rhea","",80,"Genus",140,"","","",
50208,"Rhea americana","Greater Rhea",100,"Species",150,"","","",
50209,"Rhea americana americana","",110,"Subspecies",160,"","","",
50210,"Rhea americana intermedia","",110,"Subspecies",170,"","","",
50211,"Rhea americana nobilis","",110,"Subspecies",180,"","","",
50212,"Rhea americana araneipes","",110,"Subspecies",190,"","","",
50213,"Rhea americana albescens","",110,"Subspecies",200,"","","",
50214,"Rhea pennata","Lesser Rhea",100,"Species",210,"","","",
50215,"Rhea pennata garleppi","",110,"Subspecies",220,"","","",
50216,"Rhea pennata tarapacensis","",110,"Subspecies",230,"","","",
50217,"Rhea pennata pennata","",110,"Subspecies",240,"","","",
50232,"Apterygiformes","",40,"Order",250,"","","",
50233,"Apterygidae","Kiwis",60,"Family",260,"","","",
50234,"Apteryx","",80,"Genus",270,"","","",
50235,"Apteryx australis","Southern Brown Kiwi",100,"Species",280,"","","",
50236,"Apteryx australis australis","",110,"Subspecies",290,"","","",
50237,"Apteryx australis lawryi","",110,"Subspecies",300,"","","",
50238,"Apteryx mantelli","North Island Brown Kiwi",100,"Species",310,"","","",
50239,"Apteryx rowi","Okarito Kiwi",100,"Species",320,"","","",
50240,"Apteryx owenii","Little Spotted Kiwi",100,"Species",330,"","","",
50241,"Apteryx haastii","Great Spotted Kiwi",100,"Species",340,"","","",
50218,"Casuariiformes","",40,"Order",350,"","","",
50219,"Casuariidae","Cassowaries and Emu",60,"Family",360,"","","",
50220,"Casuarius","",80,"Genus",370,"","","",
50221,"Casuarius casuarius","Southern Cassowary",100,"Species",380,"","","",
50222,"Casuarius bennetti","Dwarf Cassowary",100,"Species",390,"","","",
84312,"Casuarius bennetti westermanni","",110,"Subspecies",400,"","","",
84313,"Casuarius bennetti bennetti","",110,"Subspecies",410,"","","",
50223,"Casuarius unappendiculatus","Northern Cassowary",100,"Species",420,"","","",
50225,"Dromaius","",80,"Genus",430,"","","",
50226,"Dromaius novaehollandiae","Emu",100,"Species",440,"","","",
50228,"Dromaius novaehollandiae novaehollandiae","",110,"Subspecies",450,"","","",
50229,"Dromaius novaehollandiae diemenensis","",110,"Subspecies",460,"","","",
50230,"Dromaius novaehollandiae minor","",110,"Subspecies",470,"","","",
50231,"Dromaius novaehollandiae baudinianus","",110,"Subspecies",480,"","","",
50013,"Tinamiformes","",40,"Order",490,"","","",
50014,"Tinamidae","Tinamous",60,"Family",500,"","","",
50015,"Tinamus","",80,"Genus",510,"","","",
50016,"Tinamus tao","Grey Tinamou",100,"Species",520,"","","",
50017,"Tinamus tao larensis","",110,"Subspecies",530,"","","",
50018,"Tinamus tao septentrionalis","",110,"Subspecies",540,"","","",
50019,"Tinamus tao tao","",110,"Subspecies",550,"","","",
50020,"Tinamus tao kleei","",110,"Subspecies",560,"","","",
50021,"Tinamus solitarius","Solitary Tinamou",100,"Species",570,"","","",
50024,"Tinamus osgoodi","Black Tinamou",100,"Species",580,"","","",
50025,"Tinamus osgoodi hershkovitzi","",110,"Subspecies",590,"","","",
50026,"Tinamus osgoodi osgoodi","",110,"Subspecies",600,"","","",
50027,"Tinamus major","Great Tinamou",100,"Species",610,"","","",
50028,"Tinamus major robustus","",110,"Subspecies",620,"","","",
50029,"Tinamus major percautus","",110,"Subspecies",630,"","","",
50030,"Tinamus major fuscipennis","",110,"Subspecies",640,"","","",
50031,"Tinamus major brunneiventris","",110,"Subspecies",650,"","","",
50032,"Tinamus major castaneiceps","",110,"Subspecies",660,"","","",
50033,"Tinamus major saturatus","",110,"Subspecies",670,"","","",
50034,"Tinamus major zuliensis","",110,"Subspecies",680,"","","",
50035,"Tinamus major latifrons","",110,"Subspecies",690,"","","",
50036,"Tinamus major major","",110,"Subspecies",700,"","","",
50037,"Tinamus major serratus","",110,"Subspecies",710,"","","",
50038,"Tinamus major olivascens","",110,"Subspecies",720,"","","",
50039,"Tinamus major peruvianus","",110,"Subspecies",730,"","","",
50040,"Tinamus guttatus","White-throated Tinamou",100,"Species",740,"","","",
50041,"Nothocercus","",80,"Genus",750,"","","",
50042,"Nothocercus bonapartei","Highland Tinamou",100,"Species",760,"","","",
50043,"Nothocercus bonapartei frantzii","",110,"Subspecies",770,"","","",
50044,"Nothocercus bonapartei bonapartei","",110,"Subspecies",780,"","","",
50045,"Nothocercus bonapartei intercedens","",110,"Subspecies",790,"","","",
50046,"Nothocercus bonapartei discrepans","",110,"Subspecies",800,"","","",
50047,"Nothocercus bonapartei plumbeiceps","",110,"Subspecies",810,"","","",
50048,"Nothocercus julius","Tawny-breasted Tinamou",100,"Species",820,"","","",
50049,"Nothocercus nigrocapillus","Hooded Tinamou",100,"Species",830,"","","",
50050,"Nothocercus nigrocapillus cadwaladeri","",110,"Subspecies",840,"","","",
50051,"Nothocercus nigrocapillus nigrocapillus","",110,"Subspecies",850,"","","",
50052,"Crypturellus","",80,"Genus",860,"","","",
50053,"Crypturellus berlepschi","Berlepsch's Tinamou",100,"Species",870,"","","",
50054,"Crypturellus cinereus","Cinereous Tinamou",100,"Species",880,"","","",
50055,"Crypturellus soui","Little Tinamou",100,"Species",890,"","","",
50056,"Crypturellus soui meserythrus","",110,"Subspecies",900,"","","",
50057,"Crypturellus soui modestus","",110,"Subspecies",910,"","","",
50058,"Crypturellus soui capnodes","",110,"Subspecies",920,"","","",
50059,"Crypturellus soui poliocephalus","",110,"Subspecies",930,"","","",
50060,"Crypturellus soui panamensis","",110,"Subspecies",940,"","","",
50061,"Crypturellus soui mustelinus","",110,"Subspecies",950,"","","",
50062,"Crypturellus soui soui","",110,"Subspecies",960,"","","",
50063,"Crypturellus soui andrei","",110,"Subspecies",970,"","","",
50064,"Crypturellus soui caucae","",110,"Subspecies",980,"","","",
50065,"Crypturellus soui harterti","",110,"Subspecies",990,"","","",
50066,"Crypturellus soui caquetae","",110,"Subspecies",1000,"","","",
50067,"Crypturellus soui nigriceps","",110,"Subspecies",1010,"","","",
50068,"Crypturellus soui albigularis","",110,"Subspecies",1020,"","","",
50069,"Crypturellus soui inconspicuus","",110,"Subspecies",1030,"","","",
50070,"Crypturellus ptaritepui","Tepui Tinamou",100,"Species",1040,"","","",
50071,"Crypturellus obsoletus","Brown Tinamou",100,"Species",1050,"","","",
50072,"Crypturellus obsoletus cerviniventris","",110,"Subspecies",1060,"","","",
50073,"Crypturellus obsoletus knoxi","",110,"Subspecies",1070,"","","",
50074,"Crypturellus obsoletus castaneus","",110,"Subspecies",1080,"","","",
50075,"Crypturellus obsoletus ochraceiventris","",110,"Subspecies",1090,"","","",
50076,"Crypturellus obsoletus traylori","",110,"Subspecies",1100,"","","",
50077,"Crypturellus obsoletus punensis","",110,"Subspecies",1110,"","","",
50078,"Crypturellus obsoletus griseiventris","",110,"Subspecies",1120,"","","",
50079,"Crypturellus obsoletus hypochraceus","",110,"Subspecies",1130,"","","",
50080,"Crypturellus obsoletus obsoletus","",110,"Subspecies",1140,"","","",
50081,"Crypturellus undulatus","Undulated Tinamou",100,"Species",1150,"","","",
50082,"Crypturellus undulatus manapiare","",110,"Subspecies",1160,"","","",
50083,"Crypturellus undulatus simplex","",110,"Subspecies",1170,"","","",
50084,"Crypturellus undulatus yapura","",110,"Subspecies",1180,"","","",
50085,"Crypturellus undulatus adspersus","",110,"Subspecies",1190,"","","",
50086,"Crypturellus undulatus vermiculatus","",110,"Subspecies",1200,"","","",
50087,"Crypturellus undulatus undulatus","",110,"Subspecies",1210,"","","",
50088,"Crypturellus transfasciatus","Pale-browed Tinamou",100,"Species",1220,"","","",
50089,"Crypturellus strigulosus","Brazilian Tinamou",100,"Species",1230,"","","",
50090,"Crypturellus duidae","Grey-legged Tinamou",100,"Species",1240,"","","",
50091,"Crypturellus erythropus","Red-legged Tinamou",100,"Species",1250,"","","",
50092,"Crypturellus erythropus cursitans","",110,"Subspecies",1260,"","","",
50093,"Crypturellus erythropus idoneus","",110,"Subspecies",1270,"","","",
50094,"Crypturellus erythropus columbianus","",110,"Subspecies",1280,"","","",
50095,"Crypturellus erythropus saltuarius","",110,"Subspecies",1290,"","","",
50096,"Crypturellus erythropus spencei","",110,"Subspecies",1300,"","","",
50097,"Crypturellus erythropus margaritae","",110,"Subspecies",1310,"","","",
50098,"Crypturellus erythropus erythropus","",110,"Subspecies",1320,"","","",
50099,"Crypturellus noctivagus","Yellow-legged Tinamou",100,"Species",1330,"","","",
50100,"Crypturellus noctivagus zabele","",110,"Subspecies",1340,"","","",
50101,"Crypturellus noctivagus noctivagus","",110,"Subspecies",1350,"","","",
50102,"Crypturellus atrocapillus","Black-capped Tinamou",100,"Species",1360,"","","",
50103,"Crypturellus atrocapillus atrocapillus","",110,"Subspecies",1370,"","","",
50104,"Crypturellus atrocapillus garleppi","",110,"Subspecies",1380,"","","",
50105,"Crypturellus cinnamomeus","Thicket Tinamou",100,"Species",1390,"","","",
50106,"Crypturellus cinnamomeus occidentalis","",110,"Subspecies",1400,"","","",
50107,"Crypturellus cinnamomeus mexicanus","",110,"Subspecies",1410,"","","",
50108,"Crypturellus cinnamomeus soconuscensis","",110,"Subspecies",1420,"","","",
50109,"Crypturellus cinnamomeus vicinior","",110,"Subspecies",1430,"","","",
50110,"Crypturellus cinnamomeus sallaei","",110,"Subspecies",1440,"","","",
50111,"Crypturellus cinnamomeus goldmani","",110,"Subspecies",1450,"","","",
50112,"Crypturellus cinnamomeus cinnamomeus","",110,"Subspecies",1460,"","","",
50113,"Crypturellus cinnamomeus delattrii","",110,"Subspecies",1470,"","","",
50114,"Crypturellus cinnamomeus praepes","",110,"Subspecies",1480,"","","",
50115,"Crypturellus boucardi","Slaty-breasted Tinamou",100,"Species",1490,"","","",
50116,"Crypturellus boucardi boucardi","",110,"Subspecies",1500,"","","",
50117,"Crypturellus boucardi costaricensis","",110,"Subspecies",1510,"","","",
50118,"Crypturellus kerriae","Choco Tinamou",100,"Species",1520,"","","",
50119,"Crypturellus variegatus","Variegated Tinamou",100,"Species",1530,"","","",
50120,"Crypturellus brevirostris","Rusty Tinamou",100,"Species",1540,"","","",
50121,"Crypturellus bartletti","Bartlett's Tinamou",100,"Species",1550,"","","",
50122,"Crypturellus parvirostris","Small-billed Tinamou",100,"Species",1560,"","","",
50123,"Crypturellus casiquiare","Barred Tinamou",100,"Species",1570,"","","",
50124,"Crypturellus tataupa","Tataupa Tinamou",100,"Species",1580,"","","",
50125,"Crypturellus tataupa inops","",110,"Subspecies",1590,"","","",
50126,"Crypturellus tataupa lepidotus","",110,"Subspecies",1600,"","","",
50127,"Crypturellus tataupa peruvianus","",110,"Subspecies",1610,"","","",
50128,"Crypturellus tataupa tataupa","",110,"Subspecies",1620,"","","",
50129,"Rhynchotus","",80,"Genus",1630,"","","",
50130,"Rhynchotus rufescens","Red-winged Tinamou",100,"Species",1640,"","","",
50131,"Rhynchotus rufescens catingae","",110,"Subspecies",1650,"","","",
50132,"Rhynchotus rufescens pallescens","",110,"Subspecies",1660,"","","",
50133,"Rhynchotus rufescens rufescens","",110,"Subspecies",1670,"","","",
50134,"Rhynchotus maculicollis","Huayco Tinamou",100,"Species",1680,"","","",
50135,"Nothoprocta","",80,"Genus",1690,"","","",
50136,"Nothoprocta taczanowskii","Taczanowski's Tinamou",100,"Species",1700,"","","",
50137,"Nothoprocta ornata","Ornate Tinamou",100,"Species",1710,"","","",
50138,"Nothoprocta ornata branickii","",110,"Subspecies",1720,"","","",
50139,"Nothoprocta ornata ornata","",110,"Subspecies",1730,"","","",
50142,"Nothoprocta ornata rostrata","",110,"Subspecies",1740,"","","",
50143,"Nothoprocta perdicaria","Chilean Tinamou",100,"Species",1750,"","","",
50144,"Nothoprocta perdicaria perdicaria","",110,"Subspecies",1760,"","","",
50145,"Nothoprocta perdicaria sanborni","",110,"Subspecies",1770,"","","",
50146,"Nothoprocta cinerascens","Brushland Tinamou",100,"Species",1780,"","","",
50147,"Nothoprocta cinerascens cinerascens","",110,"Subspecies",1790,"","","",
50148,"Nothoprocta cinerascens parvimaculata","",110,"Subspecies",1800,"","","",
50149,"Nothoprocta pentlandii","Andean Tinamou",100,"Species",1810,"","","",
50150,"Nothoprocta pentlandii ambigua","",110,"Subspecies",1820,"","","",
50151,"Nothoprocta pentlandii niethammeri","",110,"Subspecies",1830,"","","",
50152,"Nothoprocta pentlandii oustaleti","",110,"Subspecies",1840,"","","",
50153,"Nothoprocta pentlandii fulvescens","",110,"Subspecies",1850,"","","",
50154,"Nothoprocta pentlandii pentlandii","",110,"Subspecies",1860,"","","",
84314,"Nothoprocta pentlandii patriciae","",110,"Subspecies",1870,"","","",
50155,"Nothoprocta pentlandii mendozae","",110,"Subspecies",1880,"","","",
50156,"Nothoprocta pentlandii doeringi","",110,"Subspecies",1890,"","","",
50157,"Nothoprocta curvirostris","Curve-billed Tinamou",100,"Species",1900,"","","",
50158,"Nothoprocta curvirostris curvirostris","",110,"Subspecies",1910,"","","",
50159,"Nothoprocta curvirostris peruviana","",110,"Subspecies",1920,"","","",
50160,"Nothura","",80,"Genus",1930,"","","",
50161,"Nothura boraquira","White-bellied Nothura",100,"Species",1940,"","","",
50162,"Nothura minor","Lesser Nothura",100,"Species",1950,"","","",
50163,"Nothura darwinii","Darwin's Nothura",100,"Species",1960,"","","",
50164,"Nothura darwinii peruviana","",110,"Subspecies",1970,"","","",
50165,"Nothura darwinii agassizii","",110,"Subspecies",1980,"","","",
50166,"Nothura darwinii boliviana","",110,"Subspecies",1990,"","","",
50167,"Nothura darwinii salvadorii","",110,"Subspecies",2000,"","","",
50168,"Nothura darwinii darwinii","",110,"Subspecies",2010,"","","",
50169,"Nothura maculosa","Spotted Nothura",100,"Species",2020,"","","",
50170,"Nothura maculosa cearensis","",110,"Subspecies",2030,"","","",
50171,"Nothura maculosa major","",110,"Subspecies",2040,"","","",
50172,"Nothura maculosa paludivaga","",110,"Subspecies",2050,"","","",
50173,"Nothura maculosa maculosa","",110,"Subspecies",2060,"","","",
50174,"Nothura maculosa pallida","",110,"Subspecies",2070,"","","",
50175,"Nothura maculosa annectens","",110,"Subspecies",2080,"","","",
50176,"Nothura maculosa submontana","",110,"Subspecies",2090,"","","",
50177,"Nothura maculosa nigroguttata","",110,"Subspecies",2100,"","","",
50178,"Nothura maculosa chacoensis","Chaco Nothura",110,"Subspecies",2110,"","","",
50179,"Taoniscus","",80,"Genus",2120,"","","",
50180,"Taoniscus nanus","Dwarf Tinamou",100,"Species",2130,"","","",
50181,"Eudromia","",80,"Genus",2140,"","","",
50182,"Eudromia elegans","Elegant Crested Tinamou",100,"Species",2150,"","","",
50183,"Eudromia elegans intermedia","",110,"Subspecies",2160,"","","",
50184,"Eudromia elegans magnistriata","",110,"Subspecies",2170,"","","",
50185,"Eudromia elegans riojana","",110,"Subspecies",2180,"","","",
50186,"Eudromia elegans albida","",110,"Subspecies",2190,"","","",
50187,"Eudromia elegans wetmorei","",110,"Subspecies",2200,"","","",
50188,"Eudromia elegans numida","",110,"Subspecies",2210,"","","",
50189,"Eudromia elegans elegans","",110,"Subspecies",2220,"","","",
50190,"Eudromia elegans multiguttata","",110,"Subspecies",2230,"","","",
50191,"Eudromia elegans devia","",110,"Subspecies",2240,"","","",
50192,"Eudromia elegans patagonica","",110,"Subspecies",2250,"","","",
50193,"Eudromia formosa","Quebracho Crested Tinamou",100,"Species",2260,"","","",
84315,"Eudromia formosa formosa","",110,"Subspecies",2270,"","","",
84316,"Eudromia formosa mira","",110,"Subspecies",2280,"","","",
50194,"Tinamotis","",80,"Genus",2290,"","","",
50195,"Tinamotis pentlandii","Puna Tinamou",100,"Species",2300,"","","",
50196,"Tinamotis ingoufi","Patagonian Tinamou",100,"Species",2310,"","","",
50242,"Galliformes","",40,"Order",2320,"","","",
50243,"Megapodiidae","Megapodes",60,"Family",2330,"","","",
50244,"Alectura","",80,"Genus",2340,"","","",
50245,"Alectura lathami","Australian Brushturkey",100,"Species",2350,"","","",
50246,"Alectura lathami purpureicollis","",110,"Subspecies",2360,"","","",
50247,"Alectura lathami lathami","",110,"Subspecies",2370,"","","",
50248,"Aepypodius","",80,"Genus",2380,"","","",
50249,"Aepypodius arfakianus","Wattled Brushturkey",100,"Species",2390,"","","",
50250,"Aepypodius arfakianus arfakianus","",110,"Subspecies",2400,"","","",
50251,"Aepypodius arfakianus misoliensis","",110,"Subspecies",2410,"","","",
50252,"Aepypodius bruijnii","Waigeo Brushturkey",100,"Species",2420,"","","",
50253,"Talegalla","",80,"Genus",2430,"","","",
50254,"Talegalla cuvieri","Red-billed Brushturkey",100,"Species",2440,"","","",
50257,"Talegalla fuscirostris","Black-billed Brushturkey",100,"Species",2450,"","","",
50262,"Talegalla jobiensis","Collared Brushturkey",100,"Species",2460,"","","",
50263,"Talegalla jobiensis jobiensis","",110,"Subspecies",2470,"","","",
50264,"Talegalla jobiensis longicaudus","",110,"Subspecies",2480,"","","",
50265,"Leipoa","",80,"Genus",2490,"","","",
50266,"Leipoa ocellata","Malleefowl",100,"Species",2500,"","","",
50267,"Macrocephalon","",80,"Genus",2510,"","","",
50268,"Macrocephalon maleo","Maleo",100,"Species",2520,"","","",
50269,"Eulipoa","",80,"Genus",2530,"","","",
50270,"Eulipoa wallacei","Moluccan Megapode",100,"Species",2540,"","","",
50271,"Megapodius","",80,"Genus",2550,"","","",
50272,"Megapodius pritchardii","Tongan Megapode",100,"Species",2560,"","","",
50273,"Megapodius laperouse","Micronesian Megapode",100,"Species",2570,"","","",
50274,"Megapodius laperouse senex","",110,"Subspecies",2580,"","","",
50275,"Megapodius laperouse laperouse","",110,"Subspecies",2590,"","","",
50276,"Megapodius nicobariensis","Nicobar Megapode",100,"Species",2600,"","","",
50277,"Megapodius nicobariensis nicobariensis","",110,"Subspecies",2610,"","","",
50278,"Megapodius nicobariensis abbotti","",110,"Subspecies",2620,"","","",
50279,"Megapodius cumingii","Philippine Megapode",100,"Species",2630,"","","",
50280,"Megapodius cumingii cumingii","",110,"Subspecies",2640,"","","",
50281,"Megapodius cumingii dillwyni","",110,"Subspecies",2650,"","","",
50282,"Megapodius cumingii pusillus","",110,"Subspecies",2660,"","","",
50283,"Megapodius cumingii tabon","",110,"Subspecies",2670,"","","",
50284,"Megapodius cumingii gilbertii","",110,"Subspecies",2680,"","","",
50285,"Megapodius cumingii sanghirensis","",110,"Subspecies",2690,"","","",
50286,"Megapodius cumingii talautensis","",110,"Subspecies",2700,"","","",
50287,"Megapodius bernsteinii","Sula Megapode",100,"Species",2710,"","","",
50288,"Megapodius tenimberensis","Tanimbar Megapode",100,"Species",2720,"","","",
50289,"Megapodius freycinet","Dusky Megapode",100,"Species",2730,"","","",
50290,"Megapodius freycinet quoyii","",110,"Subspecies",2740,"","","",
50291,"Megapodius freycinet freycinet","",110,"Subspecies",2750,"","","",
50292,"Megapodius freycinet oustaleti","",110,"Subspecies",2760,"","","",
50294,"Megapodius freycinet forsteni","",110,"Subspecies",2770,"","","",
50295,"Megapodius freycinet buruensis","",110,"Subspecies",2780,"","","",
50296,"Megapodius geelvinkianus","Biak Scrubfowl",100,"Species",2790,"","","",
50297,"Megapodius eremita","Melanesian Megapode",100,"Species",2800,"","","",
50298,"Megapodius layardi","Vanuatu Megapode",100,"Species",2810,"","","",
50299,"Megapodius decollatus","New Guinea Scrubfowl",100,"Species",2820,"","","",
50300,"Megapodius reinwardt","Orange-footed Scrubfowl",100,"Species",2830,"","","",
50301,"Megapodius reinwardt reinwardt","",110,"Subspecies",2840,"","","",
50302,"Megapodius reinwardt macgillivrayi","",110,"Subspecies",2850,"","","",
50303,"Megapodius reinwardt tumulus","",110,"Subspecies",2860,"","","",
50304,"Megapodius reinwardt yorki","",110,"Subspecies",2870,"","","",
50305,"Megapodius reinwardt castanonotus","",110,"Subspecies",2880,"","","",
50306,"Cracidae","Chachalacas, Curassows and Guans",60,"Family",2890,"","","",
50307,"Ortalis","",80,"Genus",2900,"","","",
50308,"Ortalis vetula","Plain Chachalaca",100,"Species",2910,"","","",
50309,"Ortalis vetula mccalli","",110,"Subspecies",2920,"","","",
50310,"Ortalis vetula vetula","",110,"Subspecies",2930,"","","",
50311,"Ortalis vetula pallidiventris","",110,"Subspecies",2940,"","","",
50313,"Ortalis vetula deschauenseei","",110,"Subspecies",2950,"","","",
50314,"Ortalis cinereiceps","Grey-headed Chachalaca",100,"Species",2960,"","","",
50315,"Ortalis garrula","Chestnut-winged Chachalaca",100,"Species",2970,"","","",
50316,"Ortalis ruficauda","Rufous-vented Chachalaca",100,"Species",2980,"","","",
50317,"Ortalis ruficauda ruficrissa","",110,"Subspecies",2990,"","","",
50318,"Ortalis ruficauda ruficauda","",110,"Subspecies",3000,"","","",
50319,"Ortalis erythroptera","Rufous-headed Chachalaca",100,"Species",3010,"","","",
50320,"Ortalis wagleri","Rufous-bellied Chachalaca",100,"Species",3020,"","","",
50321,"Ortalis poliocephala","West Mexican Chachalaca",100,"Species",3030,"","","",
50322,"Ortalis canicollis","Chaco Chachalaca",100,"Species",3040,"","","",
50323,"Ortalis canicollis canicollis","",110,"Subspecies",3050,"","","",
50324,"Ortalis canicollis pantanalensis","",110,"Subspecies",3060,"","","",
50325,"Ortalis leucogastra","White-bellied Chachalaca",100,"Species",3070,"","","",
50326,"Ortalis guttata","Speckled Chachalaca",100,"Species",3080,"","","",
50327,"Ortalis guttata guttata","",110,"Subspecies",3090,"","","",
50328,"Ortalis guttata subaffinis","",110,"Subspecies",3100,"","","",
100281,"Ortalis guttata remota","",110,"Subspecies",3110,"","","",
50329,"Ortalis araucuan","East Brazilian Chachalaca",100,"Species",3120,"","","",
50330,"Ortalis squamata","Scaled Chachalaca",100,"Species",3130,"","","",
50331,"Ortalis columbiana","Colombian Chachalaca",100,"Species",3140,"","","",
50332,"Ortalis motmot","Little Chachalaca",100,"Species",3150,"","","",
50333,"Ortalis ruficeps","Chestnut-headed Chachalaca",100,"Species",3160,"","","",
50334,"Ortalis superciliaris","Buff-browed Chachalaca",100,"Species",3170,"","","",
50335,"Penelope","",80,"Genus",3180,"","","",
50336,"Penelope argyrotis","Band-tailed Guan",100,"Species",3190,"","","",
50337,"Penelope argyrotis colombiana","",110,"Subspecies",3200,"","","",
84322,"Penelope argyrotis albicauda","",110,"Subspecies",3210,"","","",
50338,"Penelope argyrotis argyrotis","",110,"Subspecies",3220,"","","",
50339,"Penelope barbata","Bearded Guan",100,"Species",3230,"","","",
50340,"Penelope ortoni","Baudo Guan",100,"Species",3240,"","","",
50341,"Penelope montagnii","Andean Guan",100,"Species",3250,"","","",
50342,"Penelope montagnii montagnii","",110,"Subspecies",3260,"","","",
50343,"Penelope montagnii atrogularis","",110,"Subspecies",3270,"","","",
50344,"Penelope montagnii brooki","",110,"Subspecies",3280,"","","",
50345,"Penelope montagnii plumosa","",110,"Subspecies",3290,"","","",
50346,"Penelope montagnii sclateri","",110,"Subspecies",3300,"","","",
50347,"Penelope marail","Marail Guan",100,"Species",3310,"","","",
50348,"Penelope marail jacupeba","",110,"Subspecies",3320,"","","",
50349,"Penelope marail marail","",110,"Subspecies",3330,"","","",
50350,"Penelope superciliaris","Rusty-margined Guan",100,"Species",3340,"","","",
84323,"Penelope superciliaris pseudonyma","",110,"Subspecies",3350,"","","",
50351,"Penelope superciliaris superciliaris","",110,"Subspecies",3360,"","","",
50352,"Penelope superciliaris jacupemba","",110,"Subspecies",3370,"","","",
50353,"Penelope superciliaris major","",110,"Subspecies",3380,"","","",
50354,"Penelope dabbenei","Red-faced Guan",100,"Species",3390,"","","",
50355,"Penelope purpurascens","Crested Guan",100,"Species",3400,"","","",
50356,"Penelope purpurascens purpurascens","",110,"Subspecies",3410,"","","",
50357,"Penelope purpurascens aequatorialis","",110,"Subspecies",3420,"","","",
50358,"Penelope purpurascens brunnescens","",110,"Subspecies",3430,"","","",
50359,"Penelope perspicax","Cauca Guan",100,"Species",3440,"","","",
50360,"Penelope albipennis","White-winged Guan",100,"Species",3450,"","","",
50361,"Penelope jacquacu","Spix's Guan",100,"Species",3460,"","","",
50362,"Penelope jacquacu granti","",110,"Subspecies",3470,"","","",
50363,"Penelope jacquacu orienticola","",110,"Subspecies",3480,"","","",
50364,"Penelope jacquacu jacquacu","",110,"Subspecies",3490,"","","",
50365,"Penelope jacquacu speciosa","",110,"Subspecies",3500,"","","",
50366,"Penelope obscura","Dusky-legged Guan",100,"Species",3510,"","","",
50367,"Penelope obscura bronzina","",110,"Subspecies",3520,"","","",
50368,"Penelope obscura obscura","",110,"Subspecies",3530,"","","",
50369,"Penelope obscura bridgesi","",110,"Subspecies",3540,"","","",
50370,"Penelope pileata","White-crested Guan",100,"Species",3550,"","","",
50371,"Penelope ochrogaster","Chestnut-bellied Guan",100,"Species",3560,"","","",
50372,"Penelope jacucaca","White-browed Guan",100,"Species",3570,"","","",
50373,"Pipile","",80,"Genus",3580,"","","",
50374,"Pipile pipile","Trinidad Piping Guan",100,"Species",3590,"","","",
50375,"Pipile cumanensis","Blue-throated Piping Guan",100,"Species",3600,"","","",
50376,"Pipile cumanensis cumanensis","",110,"Subspecies",3610,"","","",
50377,"Pipile cumanensis grayi","",110,"Subspecies",3620,"","","",
50378,"Pipile cujubi","Red-throated Piping Guan",100,"Species",3630,"","","",
50379,"Pipile cujubi cujubi","",110,"Subspecies",3640,"","","",
50380,"Pipile cujubi nattereri","",110,"Subspecies",3650,"","","",
50381,"Pipile jacutinga","Black-fronted Piping Guan",100,"Species",3660,"","","",
50382,"Aburria","",80,"Genus",3670,"","","",
50383,"Aburria aburri","Wattled Guan",100,"Species",3680,"","","",
50384,"Chamaepetes","",80,"Genus",3690,"","","",
50385,"Chamaepetes unicolor","Black Guan",100,"Species",3700,"","","",
50386,"Chamaepetes goudotii","Sickle-winged Guan",100,"Species",3710,"","","",
50387,"Chamaepetes goudotii goudotii","",110,"Subspecies",3720,"","","",
50388,"Chamaepetes goudotii sanctaemarthae","",110,"Subspecies",3730,"","","",
50389,"Chamaepetes goudotii fagani","",110,"Subspecies",3740,"","","",
50390,"Chamaepetes goudotii tschudii","",110,"Subspecies",3750,"","","",
50391,"Chamaepetes goudotii rufiventris","",110,"Subspecies",3760,"","","",
50392,"Penelopina","",80,"Genus",3770,"","","",
50393,"Penelopina nigra","Highland Guan",100,"Species",3780,"","","",
50394,"Oreophasis","",80,"Genus",3790,"","","",
50395,"Oreophasis derbianus","Horned Guan",100,"Species",3800,"","","",
50396,"Nothocrax","",80,"Genus",3810,"","","",
50397,"Nothocrax urumutum","Nocturnal Curassow",100,"Species",3820,"","","",
50398,"Mitu","",80,"Genus",3830,"","","",
50399,"Mitu tomentosum","Crestless Curassow",100,"Species",3840,"","","",
50400,"Mitu salvini","Salvin's Curassow",100,"Species",3850,"","","",
50401,"Mitu tuberosum","Razor-billed Curassow",100,"Species",3860,"","","",
50402,"Mitu mitu","Alagoas Curassow",100,"Species",3870,"","","",
