MASTER_TAXON_ID,ALTERNATIVE_SCI_NAME,CURRENT_SCI_NAME,SORT_ORDER_IOC
61547,Picoides borealis,Leuconotopicus borealis,107150
61551,Picoides fumigatus,Leuconotopicus fumigatus,107160
61543,Picoides arizonae,Leuconotopicus arizonae,107220
61546,Picoides stricklandi,Leuconotopicus stricklandi,107250
61528,Picoides villosus,Leuconotopicus villosus,107260
61548,Picoides albolarvatus,Leuconotopicus albolarvatus,107440
61928,Sapheopipo noguchii,Dendrocopos noguchii,108000
61748,Dryocopus galeatus,Celeus galeatus,109430
61749,Dryocopus schulzi,Dryocopus schulzii,109450
61806,Picus mineaceus,Chrysophlegma miniaceum,110030
61811,Picus mentalis,Chrysophlegma mentale,110080
61814,Picus flavinucha,Chrysophlegma flavinucha,110110
61942,Celeus brachyurus,Micropternus brachyurus,111300
53111,Falco araea,Falco araeus,112460
55634,Cacatua roseicapilla,Eolophus roseicapilla,113960
55630,Cacatua leadbeateri,Lophochroa leadbeateri,114010
56277,Aratinga nana,Eupsittula nana,117540
56281,Aratinga canicularis,Eupsittula canicularis,117580
56285,Aratinga aurea,Eupsittula aurea,117620
56286,Aratinga pertinax,Eupsittula pertinax,117630
56301,Aratinga cactorum,Eupsittula cactorum,117780
1737,Nandayus nendai,Aratinga nenday,117870
1737,Nandayus nenday,Aratinga nenday,117870
1420,Orthopsittaca manilata,Orthopsittaca manilatus,117970
56220,Ara severa,Ara severus,118180
1663,Aratinga acuticaudata,Thectocercus acuticaudatus,118310
1736,Aratinga holochlora,Psittacara holochlorus,118380
56248,Aratinga brevipes,Psittacara brevipes,118410
56249,Aratinga rubritorquis,Psittacara rubritorquis,118420
56250,Aratinga strenua,Psittacara strenuus,118430
56251,Aratinga wagleri,Psittacara wagleri,118440
56256,Aratinga mitrata,Psittacara mitratus,118500
56260,Aratinga erythrogenys,Psittacara erythrogenys,118540
56261,Aratinga finschi,Psittacara finschi,118550
56262,Aratinga leucophthalma,Psittacara leucophthalmus,118560
56262,Aratinga leucophthalmus,Psittacara leucophthalmus,118560
56266,Aratinga euops,Psittacara euops,118600
56267,Aratinga chloroptera,Psittacara chloropterus,118610
56168,Mascarinus mascarin,Mascarinus mascarinus,118670
56117,Psittacula calthropae,Psittacula calthrapae,120320
56109,Lophopsittacus bensoni,Psittacula bensoni,120500
55944,Psephotus varius,Psephotellus varius,120780
55945,Psephotus dissimilis,Psephotellus dissimilis,120790
55946,Psephotus chrysopterygius,Psephotellus chrysopterygius,120800
55947,Psephotus pulcherrimus,Psephotellus pulcherrimus,120810
55853,Charmosyna aureicincta,Charmosyna amabilis,121840
55834,Glossopsitta pusilla,Parvipsitta pusilla,122100
55835,Glossopsitta porphyrocephala,Parvipsitta porphyrocephala,122110
55739,Chalcopsitta sintillata,Chalcopsitta scintillata,122380
55743,Chalcopsitta cardinalis,Pseudeos cardinalis,122440
56138,Necropsittacus rodericanus,Necropsittacus rodricanus,123910
61987,Xenicus lyalli,Traversia lyalli,124050
62044,Eurylaimus steerii,Sarcophanops steerii,124660
62045,Eurylaimus samarensis,Sarcophanops samarensis,124670
62064,Pitta phayrei,Hydrornis phayrei,124830
62065,Pitta nipalensis,Hydrornis nipalensis,124840
62068,Pitta soror,Hydrornis soror,124870
62074,Pitta oatesi,Hydrornis oatesi,124930
62079,Pitta schneideri,Hydrornis schneideri,124980
62080,Pitta caerulea,Hydrornis caeruleus,124990
62083,Pitta baudii,Hydrornis baudii,125020
62084,Pitta cyanea,Hydrornis cyaneus,125030
62088,Pitta elliotii,Hydrornis elliotii,125070
62089,Pitta guajana,Hydrornis guajanus,125080
62090,Pitta irena,Hydrornis irena,125090
62093,Pitta schwaneri,Hydrornis schwaneri,125100
62094,Pitta gurneyi,Hydrornis gurneyi,125110
62096,Pitta kochi,Erythropitta kochi,125130
62123,Pitta dohertyi,Erythropitta dohertyi,125190
62124,Pitta arcuata,Erythropitta arquata,125420
62125,Pitta granatina,Erythropitta granatina,125430
62128,Pitta venusta,Erythropitta venusta,125460
62129,Pitta ussheri,Erythropitta ussheri,125470
62221,Ochetorhynchus melanura,Ochetorhynchus melanurus,126380
62306,Sylviorthorhynchus desmursii,Sylviorthorhynchus desmurii,127220
62454,Synallaxis whitneyi,Synallaxis cinerea,128640
62977,Dendrocincla suliginosa,Dendrocincla fuliginosa,133780
63018,Certhiasomus stictolaemus,Deconychura stictolaema,134190
63283,Drymotoxeres pucherani,Drymotoxeres pucheranii,136720
63366,Sakesphorus bernardi,Thamnophilus bernardi,137500
63371,Sakesphorus melanonotus,Thamnophilus melanonotus,137530
63372,Sakesphorus melanothorax,Thamnophilus melanothorax,137540
63566,Myrmotherula gutturalis,Epinecrophylla gutturalis,139320
63590,Myrmotherula hauxwelli,Isleria hauxwelli,139570
63595,Myrmotherula guttata,Isleria guttata,139620
63663,Myrmotherula gularis,Rhopias gularis,140310
63751,Terenura callinota,Euchrepomis callinota,141220
63756,Terenura humeralis,Euchrepomis humeralis,141270
63759,Terenura sharpei,Euchrepomis sharpei,141280
63760,Terenura spodioptila,Euchrepomis spodioptila,141290
64187,Grallaria fenwickorum,Grallaria urraoensis,145390
64371,Scytalopus opaca,Scytalopus opacus,147300
64568,Suiriri islerorum,Suiriri affinis,149200
64611,Anairetes agilis,Uromyias agilis,149610
64612,Anairetes agraphia,Uromyias agraphia,149620
64724,Phylloscartes poecilotis,Pogonotriccus poecilotis,150650
64727,Phylloscartes chapmani,Pogonotriccus chapmani,150660
64730,Phylloscartes ophthalmicus,Pogonotriccus ophthalmicus,150690
64734,Phylloscartes orbitalis,Pogonotriccus orbitalis,150730
64735,Phylloscartes venezuelanus,Pogonotriccus venezuelanus,150740
64736,Phylloscartes lanyoni,Pogonotriccus lanyoni,150750
64737,Phylloscartes eximius,Pogonotriccus eximius,150760
65406,Xolmis dominicanus,Heteroxolmis dominicana,157150
65452,Ochthoeca pulchella,Silvicultrix pulchella,157610
65455,Ochthoeca diadema,Silvicultrix diadema,157640
65463,Ochthoeca jelskii,Silvicultrix jelskii,157700
65516,Phelpsia inornatus,Phelpsia inornata,158230
65551,Pitangus lictor,Philohydor lictor,158580
65596,Empidonomus aurantioatrocristatus,Griseotyrannus aurantioatrocristatus,159030
65990,Xenopipo flavicapilla,Chloropipo flavicapilla,162070
65991,Xenopipo unicolor,Chloropipo unicolor,162080
65985,Xenopipo holochlora,Cryptopipo holochlora,162430
66016,Dixiphia pipra,Pseudopipra pipra,163280
66016,Pipra pipra,Pseudopipra pipra,163280
66030,Dixiphia cornuta,Ceratopipra cornuta,163430
66030,Pipra cornuta,Ceratopipra cornuta,163430
66031,Dixiphia mentalis,Ceratopipra mentalis,163440
66031,Pipra mentalis,Ceratopipra mentalis,163440
66035,Dixiphia chloromeros,Ceratopipra chloromeros,163480
66035,Pipra chloromeros,Ceratopipra chloromeros,163480
66036,Dixiphia erythrocephala,Ceratopipra erythrocephala,163490
66036,Pipra erythrocephala,Ceratopipra erythrocephala,163490
66040,Dixiphia rubrocapilla,Ceratopipra rubrocapilla,163520
66040,Pipra rubrocapilla,Ceratopipra rubrocapilla,163520
66426,Certhionyx niger,Sugomel nigrum,167260
66524,Phylidonyris melanops,Gliciphila melanops,168180
66587,Certhionyx pectoralis,Cissomela pectoralis,168690
66719,Lichenostomus leucotis,Nesoptilotis leucotis,169950
66723,Lichenostomus flavicollis,Nesoptilotis flavicollis,169990
66781,Xanthomyza phrygia,Anthochaera phrygia,170550
66783,Lichenostomus frenatus,Bolemoreus frenatus,170570
66784,Lichenostomus hindwoodi,Bolemoreus hindwoodi,170580
66786,Lichenostomus chrysops,Caligavis chrysops,170600
66790,Lichenostomus subfrenatus,Caligavis subfrenata,170640
66795,Lichenostomus obscurus,Caligavis obscura,170650
66821,Melidectes sclateri,Meliarchus sclateri,170890
66852,Phylidonyris albifrons,Purnella albifrons,171140
66854,Lichenostomus unicolor,Stomiopera unicolor,171160
66855,Lichenostomus flavus,Stomiopera flava,171170
66859,Lichenostomus versicolor,Gavicalis versicolor,171210
66864,Lichenostomus fasciogularis,Gavicalis fasciogularis,171240
66865,Lichenostomus virescens,Gavicalis virescens,171250
66871,Lichenostomus flavescens,Ptilotula flavescens,171310
66875,Lichenostomus fuscus,Ptilotula fusca,171340
66878,Lichenostomus keartlandi,Ptilotula keartlandi,171370
66879,Lichenostomus plumulus,Ptilotula plumula,171380
66883,Lichenostomus ornatus,Ptilotula ornata,171420
66884,Lichenostomus penicillatus,Ptilotula penicillata,171430
66957,Phylidonyris undulatus,Glycifohia undulata,171980
66958,Phylidonyris notabilis,Glycifohia notabilis,171990
67000,Hylacola pyrrhopygia,Calamanthus pyrrhopygius,172490
67004,Hylacola cauta,Calamanthus cautus,172530
67025,Chthonicola sagittatus,Pyrrholaemus sagittatus,172740
67175,Gerygone cinerea,Acanthiza cinerea,174570
67256,Pomatostomus isidorei,Garritornis isidorei,174720
67317,Melanocharis crassirostris,Rhamphocharis crassirostris,175230
67322,Toxorhamphus iliolophus,Oedistoma iliolophus,175270
67419,Bias flammulatus,Megabyas flammulatus,176190
67473,Dyaphorophyia tonsa,Platysteira tonsa,176750
67484,Dyaphorophyia concreta,Platysteira concreta,176860
67489,Dyaphorophyia blissetti,Platysteira blissetti,176910
67553,Malacanotus cruentus,Malaconotus cruentus,177560
67557,Malacanotus blanchoti,Malaconotus blanchoti,177600
67568,Malacanotus gladiator,Malaconotus gladiator,177710
67571,Telophorus kupeensis,Chlorophoneus kupeensis,177740
67572,Telophorus multicolor,Chlorophoneus multicolor,177750
67576,Telophorus nigrifrons,Chlorophoneus nigrifrons,177790
67580,Telophorus olivaceus,Chlorophoneus olivaceus,177830
67586,Telophorus bocagei,Chlorophoneus bocagei,177890
67589,Telophorus sulfureopectus,Chlorophoneus sulfureopectus,177920
67604,Rhodophoneus cruentus,Telophorus cruentus,178070
67610,Tchagra minuta,Bocagia minuta,178130
67610,Tchagra minutus,Bocagia minuta,178130
67632,Tchagra senegala,Tchagra senegalus,178350
67683,Laniarius liberatus,Laniarius nigerrimus,178870
67792,Cracticus quoyi,Melloria quoyi,180290
68186,Campephaga lobata,Lobotos lobatus,183860
68187,Campephaga oriolina,Lobotos oriolinus,183870
67253,Finschia novaeseelandiae,Mohoua novaeseelandiae,184550
68286,Pitohui cristatus,Ornorectes cristatus,184800
68302,Colluricincla sanghirensis,Coracornis sanghirensis,184930
68304,Pitohui nigrescens,Melanorectes nigrescens,184950
68320,Pachycephala grisola,Pachycephala cinerea,185100
68490,Pitohui incertus,Pseudorectes incertus,186760
68491,Pitohui ferrugineus,Pseudorectes ferrugineus,186770
68500,Colluricincla umbrina,Colluricincla tenebrosa,186850
68552,Eurocephalus rueppelli,Eurocephalus ruppelli,187260
68631,Lanius excubitorius,Lanius excubitoroides,188110
68833,Hylophilus sclateri,Vireo sclateri,189400
69019,Oriolus brachyrhynchus,Oriolus brachyrynchus,192040
69405,Tersiphone rufiventer,Terpsiphone rufiventer,195870
69517,Monarcha axillaris,Symposiachrus axillaris,196990
69520,Monarcha guttula,Symposiachrus guttula,197020
69521,Monarcha mundus,Symposiachrus mundus,197030
69522,Monarcha sacerdotum,Symposiachrus sacerdotum,197040
69523,Monarcha boanensis,Symposiachrus boanensis,197050
69535,Monarcha leucurus,Symposiachrus leucurus,197160
69536,Monarcha everetti,Symposiachrus everetti,197170
69537,Monarcha loricatus,Symposiachrus loricatus,197180
69538,Monarcha julianae,Symposiachrus julianae,197190
69539,Monarcha brehmii,Symposiachrus brehmii,197200
69540,Monarcha manadensis,Symposiachrus manadensis,197210
69541,Monarcha infelix,Symposiachrus infelix,197220
69544,Monarcha menckei,Symposiachrus menckei,197250
69545,Monarcha verticalis,Symposiachrus verticalis,197260
69548,Monarcha barbatus,Symposiachrus barbatus,197290
69551,Monarcha browni,Symposiachrus browni,197320
69556,Monarcha viduus,Symposiachrus vidua,197370
69589,Monarcha leucotis,Carterornis leucotis,197700
69594,Monarcha chrysomela,Carterornis chrysomela,197750
69621,Grallina bruijni,Grallina bruijnii,198010
69731,Cyanolyca nana,Cyanolyca nanus,199080
69894,Cyanopica cookii,Cyanopica cooki,200680
69903,Urocissa erythrorhyncha,Urocissa erythroryncha,200770
69951,Dendrocitta bayleyi,Dendrocitta bayleii,201250
453,Corvus monedula,Coloeus monedula,201830
70010,Corvus dauuricus,Coloeus dauuricus,201880
70105,Corvus riphidurus,Corvus rhipidurus,202900
70112,Corcorax melanoramphos,Corcorax melanorhamphos,202980
70125,Melampitta gigantea,Megalampitta gigantea,203090
70144,Manucodia keraudrenii,Phonygammus keraudrenii,203270
70198,Epimachus fastuosus,Epimachus fastosus,203750
70207,Epimachus albertisi,Drepanornis albertisi,203780
70211,Epimachus bruijnii,Drepanornis bruijnii,203820
70213,Cicinnurus magnificus,Diphyllodes magnificus,203840
70217,Cicinnurus respublica,Diphyllodes respublica,203880
70273,Peneothello sigillatus,Peneothello sigillata,204390
70290,Eopsaltria pulverulenta,Peneoenanthe pulverulenta,204550
70362,Eopsaltria flaviventris,Microeca flaviventris,205210
70453,Ptilogonys cinereus,Ptiliogonys cinereus,206100
70458,Ptilogonys caudatus,Ptiliogonys caudatus,206150
70484,Chelidorhynx hypoxantha,Chelidorhynx hypoxanthus,206410
70484,Rhipidura hypoxantha,Chelidorhynx hypoxanthus,206410
70605,Parus rufonuchalis,Periparus rufonuchalis,206920
70606,Parus rubidiventris,Periparus rubidiventris,206930
435,Parus ater,Periparus ater,206980
70634,Parus venustulus,Pardaliparus venustulus,207210
70634,Periparus venustulus,Pardaliparus venustulus,207210
70635,Parus elegans,Pardaliparus elegans,207220
70635,Periparus elegans,Pardaliparus elegans,207220
70645,Parus amabilis,Pardaliparus amabilis,207320
70645,Periparus amabilis,Pardaliparus amabilis,207320
434,Parus cristatus,Lophophanes cristatus,207340
70654,Parus dichrous,Lophophanes dichrous,207420
70595,Parus varius,Sittiparus varius,207670
70595,Poecile varius,Sittiparus varius,207670
70751,Parus semilarvatus,Sittiparus semilarvatus,207760
70578,Parus superciliosus,Poecile superciliosus,207810
70531,Parus lugubris,Poecile lugubris,207820
70579,Parus davidi,Poecile davidi,207880
432,Parus palustris,Poecile palustris,207890
70530,Parus hypermelaenus,Poecile hypermelaenus,208010
433,Poecile montana,Poecile montanus,208020
70553,Parus carolinensis,Poecile carolinensis,208190
70558,Parus atricapillus,Poecile atricapillus,208240
70568,Parus gambeli,Poecile gambeli,208340
70573,Parus sclateri,Poecile sclateri,208390
70580,Parus cinctus,Poecile cinctus,208440
70585,Parus hudsonicus,Poecile hudsonicus,208490
70591,Parus rufescens,Poecile rufescens,208550
70766,Parus teneriffae,Cyanistes teneriffae,208610
70774,Parus cyanus,Cyanistes cyanus,208790
70755,Parus humilis,Pseudopodoces humilis,208890
70740,Parus nuchalis,Machlolophus nuchalis,209360
70750,Parus holsti,Machlolophus holsti,209370
70741,Parus xanthogenys,Machlolophus xanthogenys,209380
70742,Parus aplonotus,Machlolophus aplonotus,209390
70745,Parus spilonotus,Machlolophus spilonotus,209420
70660,Parus guineensis,Melaniparus guineensis,209490
70661,Parus leucomelas,Melaniparus leucomelas,209500
70665,Parus niger,Melaniparus niger,209530
70664,Parus carpi,Melaniparus carpi,209570
70669,Parus albiventris,Melaniparus albiventris,209580
70670,Parus leuconotus,Melaniparus leuconotus,209590
70671,Parus funereus,Melaniparus funereus,209600
70674,Parus rufiventris,Melaniparus rufiventris,209630
70678,Parus pallidiventris,Melaniparus pallidiventris,209670
70681,Parus fringillinus,Melaniparus fringillinus,209700
70682,Parus fasciiventer,Melaniparus fasciiventer,209710
70686,Parus thruppi,Melaniparus thruppi,209750
70689,Parus griseiventris,Melaniparus griseiventris,209780
70690,Parus cinerascens,Melaniparus cinerascens,209790
70693,Parus afer,Melaniparus afer,209820
71117,Ammomanes grayi,Ammomanopsis grayi,210700
71035,Certhilauda brevirostris,Certhilauda curvirostris,210890
71069,Rhamphocoris clotbey,Ramphocoris clotbey,210990
70900,Mirafra hova,Eremopterix hova,211330
71002,Mirafra sabota,Calendulauda sabota,211550
71001,Mirafra poecilosterna,Calendulauda poecilosterna,211650
70998,Mirafra alopex,Calendulauda alopex,211660
70990,Mirafra africanoides,Calendulauda africanoides,211690
71012,Certhilauda albescens,Calendulauda albescens,211760
71021,Certhilauda burra,Calendulauda burra,211810
71016,Certhilauda erythrochlamys,Calendulauda erythrochlamys,211820
71017,Certhilauda barlowi,Calendulauda barlowi,211830
71185,Eremalauda starki,Spizocorys starki,213030
71195,Pseudalaemon fremantlii,Spizocorys fremantlii,213040
314,Melanocorypha leucoptera,Alauda leucoptera,213220
71167,Calandrella athensis,Alaudala athensis,215010
71154,Calandrella cheleensis,Alaudala cheleensis,215020
71163,Calandrella somalica,Alaudala somalica,215090
316,Calandrella rufescens,Alaudala rufescens,215130
71143,Calandrella raytal,Alaudala raytal,215230
71518,Andropadus kakamegae,Arizelocichla kakamegae,216880
71521,Andropadus montanus,Arizelocichla montana,216910
71522,Andropadus tephrolaemus,Arizelocichla tephrolaema,216920
71531,Andropadus chlorigula,Arizelocichla chlorigula,217020
71531,Chlorocichla flavicollis,Arizelocichla chlorigula,217020
71533,Andropadus olivaceiceps,Arizelocichla olivaceiceps,217050
71536,Andropadus gracilirostris,Stelgidillas gracilirostris,217080
71540,Andropadus virens,Eurillas virens,217120
71546,Andropadus gracilis,Eurillas gracilis,217180
71550,Andropadus ansorgei,Eurillas ansorgei,217220
71553,Andropadus curvirostris,Eurillas curvirostris,217250
71556,Andropadus latirostris,Eurillas latirostris,217280
71567,Calyptocichla serina,Calyptocichla serinus,217390
71587,Chlorocichla flavicollis,Atimastillas flavicollis,217590
71594,Pyrrhurus scandens,Phyllastrephus scandens,217660
71638,Bleda syndactyla,Bleda syndactylus,218130
71642,Bleda eximia,Bleda eximius,218160
71646,Bleda canicapilla,Bleda canicapillus,218200
71693,Iole indica,Acritillas indica,218670
71705,Iole virescens,Iole viridescens,218790
71716,Iole olivacea,Iole crypta,218900
71720,Ixos palawanensis,Iole palawanensis,218920
71722,Hypsipetes nicobariensis,Ixos nicobariensis,218940
71723,Hypsipetes mcclellandii,Ixos mcclellandii,218950
71734,Hypsipetes virescens,Ixos virescens,219060
71792,Ixos rufigularis,Hypsipetes rufigularis,219640
71793,Ixos siquijorensis,Hypsipetes siquijorensis,219650
71797,Ixos everetti,Hypsipetes everetti,219690
71801,Ixos amaurotis,Hypsipetes amaurotis,219730
71815,Hypsipetes thompsoni,Cerasophila thompsoni,219870
71826,Eurochelidon sirintarae,Pseudochelidon sirintarae,219930
71835,Psalidoprocne holomelas,Psalidoprocne pristoptera,220020
71897,Tachycineta meyeni,Tachycineta leucopyga,220670
71923,Pygochelidon cyanoleuca,Notiochelidon cyanoleuca,220940
1051,Hirundo rupestris,Ptyonoprogne rupestris,221750
72001,Hirundo obsoleta,Ptyonoprogne obsoleta,221760
72009,Hirundo fuligula,Ptyonoprogne fuligula,221840
72016,Hirundo concolor,Ptyonoprogne concolor,221910
325,Delichon urbica,Delichon urbicum,221950
72031,Hirundo cucullata,Cecropis cucullata,222070
72032,Hirundo abyssinica,Cecropis abyssinica,222080
72039,Hirundo semirufa,Cecropis semirufa,222150
72042,Hirundo senegalensis,Cecropis senegalensis,222180
323,Hirundo daurica,Cecropis daurica,222220
72055,Hirundo domicella,Cecropis domicella,222320
72056,Hirundo striolata,Cecropis striolata,222330
72063,Hirundo rufigula,Petrochelidon rufigula,222400
72064,Hirundo preussi,Petrochelidon preussi,222410
72065,Hirundo perdita,Petrochelidon perdita,222420
72066,Hirundo spilodera,Petrochelidon spilodera,222430
72067,Hirundo fuliginosa,Petrochelidon fuliginosa,222440
72068,Hirundo fluvicola,Petrochelidon fluvicola,222450
72069,Hirundo ariel,Petrochelidon ariel,222460
72070,Hirundo nigricans,Petrochelidon nigricans,222470
72174,Bradypterus victorini,Cryptillas victorini,223520
72197,Orthotomus cuculatus,Phyllergates cuculatus,223750
72212,Orthotomus heterolaemus,Phyllergates heterolaemus,223900
72218,Cettia seebohmi,Horornis seebohmi,223960
72219,Cettia diphone,Horornis diphone,223970
72225,Cettia canturians,Horornis borealis,224030
72226,Cettia annae,Horornis annae,224040
72227,Cettia carolinae,Horornis carolinae,224050
72228,Cettia parens,Horornis parens,224060
72229,Cettia haddeni,Horornis haddeni,224070
72230,Cettia ruficapilla,Horornis ruficapilla,224080
72235,Cettia fortipes,Horornis fortipes,224130
72240,Cettia brunnescens,Horornis brunnescens,224180
72241,Cettia acanthizoides,Horornis acanthizoides,224190
72244,Cettia vulcania,Horornis vulcanius,224220
72253,Cettia flavolivacea,Horornis flavolivaceus,224310
72280,Tesia castaneocoronata,Cettia castaneocoronata,224580
72290,Cettia pallidipes,Urosphena pallidipes,224680
72294,Hemitesia neumanni,Urosphena neumanni,224720
72528,Phylloscopus poliocephalus,Phylloscopus maforensis,227260
72677,Acrocephalus rimatarae,Acrocephalus rimitarae,228750
395,Acrocephalus aedon,Iduna aedon,229100
72703,Chloropeta natalensis,Iduna natalensis,229130
72708,Chloropeta similis,Iduna similis,229180
397,Hippolais caligata,Iduna caligata,229190
1272,Hippolais rama,Iduna rama,229200
1271,Hippolais pallida,Iduna pallida,229210
1270,Hippolais opaca,Iduna opaca,229270
72715,Chloropeta gracilirostris,Calamonastides gracilirostris,229300
72722,Bradypterus mandelli,Locustella mandelli,229440
72726,Bradypterus montis,Locustella montis,229480
72727,Bradypterus alishanensis,Locustella alishanensis,229510
72730,Bradypterus davidi,Locustella davidi,229550
72733,Bradypterus castaneus,Locustella castanea,229580
72737,Bradypterus caudatus,Locustella caudata,229620
72745,Bradypterus major,Locustella major,229700
72748,Bradypterus tacsanowskius,Locustella tacsanowskia,229730
72749,Bradypterus luteoventris,Locustella luteoventris,229740
72766,Bradypterus seebohmi,Locustella seebohmi,229960
72768,Bradypterus accentor,Locustella accentor,229970
72783,Dromaeocercus brunneus,Bradypterus brunneus,230130
72812,Bradypterus palliseri,Elaphrornis palliseri,230430
72823,Cincloramphus mathewsi,Megalurus mathewsi,230540
72824,Cincloramphus cruralis,Megalurus cruralis,230550
72830,Bowdleria punctata,Megalurus punctatus,230610
72836,Bowdleria rufescens,Megalurus rufescens,230670
72837,Eremiornis carteri,Megalurus carteri,230680
72868,Trichocichla rufa,Megalurulus rufus,231020
72892,Neomixis flavoviridis,Hartertula flavoviridis,231260
72896,Bernieria zosterops,Xanthomixis zosterops,231300
72901,Bernieria apperti,Xanthomixis apperti,231350
72902,Bernieria tenebrosa,Xanthomixis tenebrosa,231360
72903,Bernieria cinereiceps,Xanthomixis cinereiceps,231370
73060,Cisticola dorsti,Cisticola guinea,232950
73061,Cisticola nanus,Cisticola nana,232960
73202,Prinia gracillis,Prinia gracilis,234380
73279,Prinia leucopogon,Schistolais leucopogon,235160
73282,Prinia leontica,Schistolais leontica,235190
73288,Prinia robertsi,Oreophilais robertsi,235250
73290,Heliolais erythroptera,Heliolais erythropterus,235270
73296,Urolais epichlora,Urolais epichlorus,235360
73301,Apalis pulchra,Oreolais pulcher,235410
73301,Oreolais pulchra,Oreolais pulcher,235410
73403,Spiloptila rufifrons,Urorhipis rufifrons,236430
73423,Camaroptera brevicaudita,Camaroptera brevicaudata,236640
73444,Camaroptera simplex,Calamonastes simplex,236850
73455,Camaroptera fasciolata,Calamonastes fasciolatus,236970
73646,Xiphirhynchus superciliaris,Pomatorhinus superciliaris,238880
73688,Stachyris striolata,Stachyris strialata,239290
73720,Stachyris rodolphei,Stachyridopsis rodolphei,239610
73727,Stachyris ambigua,Stachyridopsis ambigua,239680
73732,Stachyris ruficeps,Stachyridopsis ruficeps,239730
73739,Stachyris pyrrhops,Stachyridopsis pyrrhops,239800
73740,Stachyris chrysaea,Stachyridopsis chrysaea,239810
73760,Macronous gularis,Macronus gularis,240000
73775,Macronous bornensis,Macronus bornensis,240140
73784,Macronous flavicollis,Macronus flavicollis,240230
73787,Macronous kelleyi,Macronus kelleyi,240260
73788,Macronous striaticeps,Macronus striaticeps,240270
73793,Macronous ptilosus,Macronus ptilosus,240320
73164,Prinia cinerascens,Laticilla cinerascens,240490
73882,Turdinus rufipectus,Napothera rufipectus,241180
73883,Turdinus atrigularis,Napothera atrigularis,241190
73884,Turdinus macrodactylus,Napothera macrodactyla,241200
73888,Turdinus marmorata,Napothera marmorata,241240
73891,Gypsophila crispifrons,Napothera crispifrons,241270
74072,Trichastoma tickelli,Pellorneum tickelli,242960
74078,Trichastoma buettikoferi,Pellorneum buettikoferi,243020
74079,Trichastoma pyrrogenys,Pellorneum pyrrogenys,243030
74121,Turdoides fulvus,Turdoides fulva,243450
74158,Turdoides reinwardii,Turdoides reinwardtii,243800
74344,Garrulax lineatus,Trochalopteron lineatum,245540
74350,Garrulax imbricatus,Trochalopteron imbricatum,245600
74351,Garrulax virgatus,Trochalopteron virgatum,245610
74352,Garrulax austeni,Trochalopteron austeni,245620
74355,Garrulax squamatus,Trochalopteron squamatum,245650
74356,Garrulax subunicolor,Trochalopteron subunicolor,245660
74360,Garrulax elliotii,Trochalopteron elliotii,245700
74363,Garrulax henrici,Trochalopteron henrici,245710
74366,Garrulax affinis,Trochalopteron affine,245720
74373,Garrulax morrisonianus,Trochalopteron morrisonianum,245790
74374,Garrulax variegatus,Trochalopteron variegatum,245800
74378,Garrulax erythrocephalus,Trochalopteron erythrocephalum,245840
74382,Garrulax chrysopterus,Trochalopteron chrysopterum,245880
74388,Garrulax melanostigma,Trochalopteron melanostigma,245940
74394,Garrulax ngoclinhensis,Trochalopteron ngoclinhense,246000
74395,Garrulax peninsulae,Trochalopteron peninsulae,246010
74396,Garrulax yersini,Trochalopteron yersini,246020
1406,Garrulax formosus,Trochalopteron formosum,246030
74399,Garrulax milnei,Trochalopteron milnei,246060
74486,Heterophasia annectens,Heterophasia annectans,246930
74520,Illadopsis abyssinica,Pseudoalcippe abyssinica,247360
74526,Illadopsis atriceps,Pseudoalcippe atriceps,247430
1756,Sylvia moltonii,Sylvia subalpina,248080
405,Sylvia ruepelli,Sylvia ruppeli,248190
405,Sylvia rueppelli,Sylvia ruppeli,248190
74602,Sylvia subcaerulea,Sylvia subcoerulea,248320
74613,Alcippe chrysotis,Lioparus chrysotis,248430
74621,Chrysomma poecilotis,Moupinia poecilotis,248510
74623,Alcippe vinipectus,Fulvetta vinipectus,248530
74632,Alcippe striaticollis,Fulvetta striaticollis,248620
74633,Alcippe ruficapilla,Fulvetta ruficapilla,248630
74636,Alcippe danisi,Fulvetta danisi,248660
74639,Alcippe ludlowi,Fulvetta ludlowi,248690
74640,Alcippe cinereiceps,Fulvetta cinereiceps,248700
74645,Alcippe manipurensis,Fulvetta manipurensis,248750
74648,Alcippe formosana,Fulvetta formosana,248780
74671,Conostoma oemodium,Conostoma aemodium,248990
74673,Cholornis paradoxa,Cholornis paradoxus,249010
74673,Paradoxornis paradoxus,Cholornis paradoxus,249010
74676,Paradoxornis unicolor,Cholornis unicolor,249040
74678,Paradoxornis conspicillatus,Sinosuthora conspicillata,249060
74681,Paradoxornis webbianus,Sinosuthora webbiana,249090
74688,Paradoxornis alphonsianus,Sinosuthora alphonsiana,249160
74693,Paradoxornis brunneus,Sinosuthora brunnea,249210
74697,Paradoxornis zappeyi,Sinosuthora zappeyi,249250
74700,Paradoxornis przewalskii,Sinosuthora przewalskii,249280
74702,Paradoxornis fulvifrons,Suthora fulvifrons,249300
74707,Paradoxornis nipalensis,Suthora nipalensis,249350
74718,Paradoxornis verreauxi,Suthora verreauxi,249460
74724,Paradoxornis davidianus,Neosuthora davidiana,249520
74729,Paradoxornis atrosuperciliaris,Chleuasicus atrosuperciliaris,249570
74737,Paradoxornis gularis,Psittiparus gularis,249650
