"MASTER_TAXON_ID","ALTERNATIVE_SCI_NAME","ALTERNATIVE_RANK_ID","ALTERNATIVE_RANK_NAME","CURRENT_SCI_NAME","CURRENT_RANK_ID","CURRENT_RANK_NAME","SORT_ORDER_IOC","NUMBER_OF_LISTS"
61445,"Dendrocopos mahrattensis mahrattensis",110,"Subspecies","Leiopicus mahrattensis mahrattensis",110,"Subspecies",105710,1
61338,"Dendropicos namaquus",100,"Species","Chloropicus namaquus",100,"Species",105730,1
61338,"Thripias namaquus",100,"Species","Chloropicus namaquus",100,"Species",105730,1
61339,"Dendropicos namaquus schoensis",110,"Subspecies","Chloropicus namaquus schoensis",110,"Subspecies",105740,1
61340,"Dendropicos namaquus namaquus",110,"Subspecies","Chloropicus namaquus namaquus",110,"Subspecies",105750,1
61341,"Dendropicos namaquus coalescens",110,"Subspecies","Chloropicus namaquus coalescens",110,"Subspecies",105760,1
61342,"Dendropicos xantholophus",100,"Species","Chloropicus xantholophus",100,"Species",105770,3
61342,"Thripias xantholophus",100,"Species","Chloropicus xantholophus",100,"Species",105770,1
61343,"Dendropicos pyrrhogaster",100,"Species","Chloropicus pyrrhogaster",100,"Species",105780,3
61343,"Thripias pyrrhogaster",100,"Species","Chloropicus pyrrhogaster",100,"Species",105780,1
61344,"Mesopicos elliotii",100,"Species","Dendropicos elliotii",100,"Species",105980,1
61357,"Mesopicos griseocephalus",100,"Species","Dendropicos griseocephalus",100,"Species",106100,1
61361,"Dendrocopos obsoletus",100,"Species","Dendropicos obsoletus",100,"Species",106140,1
61361,"Picoides obsoletus",100,"Species","Dendropicos obsoletus",100,"Species",106140,1
61519,"Picoides nuttallii",100,"Species","Dryobates nuttallii",100,"Species",106200,2
61509,"Picoides scalaris",100,"Species","Dryobates scalaris",100,"Species",106210,2
61510,"Picoides scalaris cactophilus",110,"Subspecies","Dryobates scalaris cactophilus",110,"Subspecies",106220,1
61511,"Picoides scalaris eremicus",110,"Subspecies","Dryobates scalaris eremicus",110,"Subspecies",106230,1
61512,"Picoides scalaris lucasanus",110,"Subspecies","Dryobates scalaris lucasanus",110,"Subspecies",106240,1
61513,"Picoides scalaris soulei",110,"Subspecies","Dryobates scalaris soulei",110,"Subspecies",106250,1
61514,"Picoides scalaris graysoni",110,"Subspecies","Dryobates scalaris graysoni",110,"Subspecies",106260,1
61515,"Picoides scalaris sinaloensis",110,"Subspecies","Dryobates scalaris sinaloensis",110,"Subspecies",106270,1
61516,"Picoides scalaris scalaris",110,"Subspecies","Dryobates scalaris scalaris",110,"Subspecies",106280,1
61517,"Picoides scalaris parvus",110,"Subspecies","Dryobates scalaris parvus",110,"Subspecies",106290,1
61518,"Picoides scalaris leucoptilurus",110,"Subspecies","Dryobates scalaris leucoptilurus",110,"Subspecies",106300,1
61520,"Picoides pubescens",100,"Species","Dryobates pubescens",100,"Species",106310,2
61521,"Picoides pubescens glacialis",110,"Subspecies","Dryobates pubescens glacialis",110,"Subspecies",106320,1
61522,"Picoides pubescens medianus",110,"Subspecies","Dryobates pubescens medianus",110,"Subspecies",106330,1
61523,"Picoides pubescens fumidus",110,"Subspecies","Dryobates pubescens fumidus",110,"Subspecies",106340,1
61524,"Picoides pubescens gairdnerii",110,"Subspecies","Dryobates pubescens gairdnerii",110,"Subspecies",106350,1
61525,"Picoides pubescens turati",110,"Subspecies","Dryobates pubescens turati",110,"Subspecies",106360,1
61526,"Picoides pubescens leucurus",110,"Subspecies","Dryobates pubescens leucurus",110,"Subspecies",106370,1
61527,"Picoides pubescens pubescens",110,"Subspecies","Dryobates pubescens pubescens",110,"Subspecies",106380,1
61447,"Dendrocopos cathpharius",100,"Species","Dryobates cathpharius",100,"Species",106390,2
61448,"Dendrocopos cathpharius cathpharius",110,"Subspecies","Dryobates cathpharius cathpharius",110,"Subspecies",106400,1
61449,"Dendrocopos cathpharius ludlowi",110,"Subspecies","Dryobates cathpharius ludlowi",110,"Subspecies",106410,1
61450,"Dendrocopos cathpharius pyrrhothorax",110,"Subspecies","Dryobates cathpharius pyrrhothorax",110,"Subspecies",106420,1
61451,"Dendrocopos cathpharius tenebrosus",110,"Subspecies","Dryobates cathpharius tenebrosus",110,"Subspecies",106430,1
61452,"Dendrocopos cathpharius pernyii",110,"Subspecies","Dryobates cathpharius pernyii",110,"Subspecies",106440,1
61453,"Dendrocopos cathpharius innixus",110,"Subspecies","Dryobates cathpharius innixus",110,"Subspecies",106450,1
311,"Dendrocopos minor",100,"Species","Dryobates minor",100,"Species",106460,8
61417,"Dendrocopos minor comminutus",110,"Subspecies","Dryobates minor comminutus",110,"Subspecies",106470,1
61418,"Dendrocopos minor minor",110,"Subspecies","Dryobates minor minor",110,"Subspecies",106480,1
61419,"Dendrocopos minor kamtschatkensis",110,"Subspecies","Dryobates minor kamtschatkensis",110,"Subspecies",106490,1
61420,"Dendrocopos minor immaculatus",110,"Subspecies","Dryobates minor immaculatus",110,"Subspecies",106500,1
61421,"Dendrocopos minor amurensis",110,"Subspecies","Dryobates minor amurensis",110,"Subspecies",106510,1
61422,"Dendrocopos minor hortorum",110,"Subspecies","Dryobates minor hortorum",110,"Subspecies",106520,1
61423,"Dendrocopos minor buturlini",110,"Subspecies","Dryobates minor buturlini",110,"Subspecies",106530,1
61424,"Dendrocopos minor danfordi",110,"Subspecies","Dryobates minor danfordi",110,"Subspecies",106540,1
61425,"Dendrocopos minor colchicus",110,"Subspecies","Dryobates minor colchicus",110,"Subspecies",106550,1
61426,"Dendrocopos minor quadrifasciatus",110,"Subspecies","Dryobates minor quadrifasciatus",110,"Subspecies",106560,1
61427,"Dendrocopos minor hyrcanus",110,"Subspecies","Dryobates minor hyrcanus",110,"Subspecies",106570,1
61428,"Dendrocopos minor morgani",110,"Subspecies","Dryobates minor morgani",110,"Subspecies",106580,1
61429,"Dendrocopos minor ledouci",110,"Subspecies","Dryobates minor ledouci",110,"Subspecies",106590,1
61547,"Picoides borealis",100,"Species","Leuconotopicus borealis",100,"Species",107060,2
61551,"Picoides fumigatus",100,"Species","Leuconotopicus fumigatus",100,"Species",107070,2
61552,"Picoides fumigatus oleagineus",110,"Subspecies","Leuconotopicus fumigatus oleagineus",110,"Subspecies",107080,1
61553,"Picoides fumigatus sanguinolentus",110,"Subspecies","Leuconotopicus fumigatus sanguinolentus",110,"Subspecies",107090,1
61554,"Picoides fumigatus reichenbachi",110,"Subspecies","Leuconotopicus fumigatus reichenbachi",110,"Subspecies",107100,1
61555,"Picoides fumigatus fumigatus",110,"Subspecies","Leuconotopicus fumigatus fumigatus",110,"Subspecies",107110,1
61556,"Picoides fumigatus obscuratus",110,"Subspecies","Leuconotopicus fumigatus obscuratus",110,"Subspecies",107120,1
61543,"Picoides arizonae",100,"Species","Leuconotopicus arizonae",100,"Species",107130,2
61544,"Picoides arizonae arizonae",110,"Subspecies","Leuconotopicus arizonae arizonae",110,"Subspecies",107140,1
61545,"Picoides arizonae fraterculus",110,"Subspecies","Leuconotopicus arizonae fraterculus",110,"Subspecies",107150,1
61546,"Picoides stricklandi",100,"Species","Leuconotopicus stricklandi",100,"Species",107160,2
61528,"Picoides villosus",100,"Species","Leuconotopicus villosus",100,"Species",107170,2
61529,"Picoides villosus septentrionalis",110,"Subspecies","Leuconotopicus villosus septentrionalis",110,"Subspecies",107180,1
61530,"Picoides villosus picoideus",110,"Subspecies","Leuconotopicus villosus picoideus",110,"Subspecies",107190,1
61532,"Picoides villosus harrisi",110,"Subspecies","Leuconotopicus villosus harrisi",110,"Subspecies",107200,1
61533,"Picoides villosus terraenovae",110,"Subspecies","Leuconotopicus villosus terraenovae",110,"Subspecies",107210,1
61534,"Picoides villosus villosus",110,"Subspecies","Leuconotopicus villosus villosus",110,"Subspecies",107220,1
61535,"Picoides villosus orius",110,"Subspecies","Leuconotopicus villosus orius",110,"Subspecies",107230,1
61536,"Picoides villosus audubonii",110,"Subspecies","Leuconotopicus villosus audubonii",110,"Subspecies",107260,1
61537,"Picoides villosus hyloscopus",110,"Subspecies","Leuconotopicus villosus hyloscopus",110,"Subspecies",107270,1
61538,"Picoides villosus icastus",110,"Subspecies","Leuconotopicus villosus icastus",110,"Subspecies",107280,1
61539,"Picoides villosus jardinii",110,"Subspecies","Leuconotopicus villosus jardinii",110,"Subspecies",107300,1
61540,"Picoides villosus sanctorum",110,"Subspecies","Leuconotopicus villosus sanctorum",110,"Subspecies",107310,1
61541,"Picoides villosus piger",110,"Subspecies","Leuconotopicus villosus piger",110,"Subspecies",107330,1
61542,"Picoides villosus maynardi",110,"Subspecies","Leuconotopicus villosus maynardi",110,"Subspecies",107340,1
61548,"Picoides albolarvatus",100,"Species","Leuconotopicus albolarvatus",100,"Species",107350,2
61549,"Picoides albolarvatus albolarvatus",110,"Subspecies","Leuconotopicus albolarvatus albolarvatus",110,"Subspecies",107360,1
61550,"Picoides albolarvatus gravirostris",110,"Subspecies","Leuconotopicus albolarvatus gravirostris",110,"Subspecies",107370,1
61928,"Sapheopipo noguchii",100,"Species","Dendrocopos noguchii",100,"Species",107910,1
61732,"Celeus flavescens ochraceus",110,"Subspecies","Celeus ochraceus",100,"Species",109220,1
61748,"Dryocopus galeatus",100,"Species","Celeus galeatus",100,"Species",109340,2
61749,"Dryocopus schulzi",100,"Species","Dryocopus schulzii",100,"Species",109360,2
61806,"Picus mineaceus",100,"Species","Chrysophlegma miniaceum",100,"Species",109940,1
61811,"Picus mentalis",100,"Species","Chrysophlegma mentale",100,"Species",109990,1
61814,"Picus flavinucha",100,"Species","Chrysophlegma flavinucha",100,"Species",110020,1
308,"Picus viridis/sharpei",90,"Subgenus (non-standard)","Picus viridis",100,"Species",110360,1
61856,"Picus viridis",100,"Species","Picus viridis viridis",110,"Subspecies",110370,1
61858,"Picus viridis sharpei",110,"Subspecies","Picus sharpei",100,"Species",110400,1
61897,"Dinopium benghalense psarodes",110,"Subspecies","Dinopium psarodes",100,"Species",110780,2
61942,"Celeus brachyurus",100,"Species","Micropternus brachyurus",100,"Species",111210,1
84129,"Falco tinnunculus+naumanni",90,"Subgenus (non-standard)","Falco tinnunculus/naumanni",90,"Subgenus (non-standard)",112370,2
53105,"Falco tinnunculus rupicolus",110,"Subspecies","Falco rupicolus",100,"Species",112380,1
53111,"Falco araea",100,"Species","Falco araeus",100,"Species",112440,1
53212,"Falco pelegrinoides babylonicus",110,"Subspecies","Falco peregrinus babylonicus",110,"Subspecies",113500,2
53211,"Falco pelegrinoides",100,"Species","Falco peregrinus pelegrinoides",110,"Subspecies",113510,8
84128,"Falco biarmicus+pelegrinoides",90,"Subgenus (non-standard)","Falco biarmicus/Falco peregrinus pelegrinoides",90,"Subgenus (non-standard)",113520,2
55634,"Cacatua roseicapilla",100,"Species","Eolophus roseicapilla",100,"Species",113950,1
55630,"Cacatua leadbeateri",100,"Species","Lophochroa leadbeateri",100,"Species",114000,1
56170,"Psittacus erithacus timneh",110,"Subspecies","Psittacus timneh",100,"Species",114330,1
56173,"Poicephalus robustus fuscicollis",110,"Subspecies","Poicephalus fuscicollis",100,"Species",114420,1
56384,"Myiopsitta monachus luchsi",110,"Subspecies","Myiopsitta luchsi",100,"Species",114960,1
56577,"Amazona farinosa guatemalae",110,"Subspecies","Amazona guatemalae guatemalae",110,"Subspecies",116280,1
56578,"Amazona farinosa virenticeps",110,"Subspecies","Amazona guatemalae virenticeps",110,"Subspecies",116290,1
56412,"Forpus xanthopterygius spengeli",110,"Subspecies","Forpus spengeli",100,"Species",116490,1
56413,"Forpus xanthopterygius crassirostris",110,"Subspecies","Forpus crassirostris",100,"Species",116540,1
56277,"Aratinga nana",100,"Species","Eupsittula nana",100,"Species",117520,2
56278,"Aratinga nana vicinalis",110,"Subspecies","Eupsittula nana vicinalis",110,"Subspecies",117530,1
56279,"Aratinga nana astec",110,"Subspecies","Eupsittula nana astec",110,"Subspecies",117540,1
56280,"Aratinga nana nana",110,"Subspecies","Eupsittula nana nana",110,"Subspecies",117550,1
56281,"Aratinga canicularis",100,"Species","Eupsittula canicularis",100,"Species",117560,2
56282,"Aratinga canicularis clarae",110,"Subspecies","Eupsittula canicularis clarae",110,"Subspecies",117570,1
56283,"Aratinga canicularis eburnirostrum",110,"Subspecies","Eupsittula canicularis eburnirostrum",110,"Subspecies",117580,1
56284,"Aratinga canicularis canicularis",110,"Subspecies","Eupsittula canicularis canicularis",110,"Subspecies",117590,1
56285,"Aratinga aurea",100,"Species","Eupsittula aurea",100,"Species",117600,3
56286,"Aratinga pertinax",100,"Species","Eupsittula pertinax",100,"Species",117610,3
56287,"Aratinga pertinax ocularis",110,"Subspecies","Eupsittula pertinax ocularis",110,"Subspecies",117620,1
56288,"Aratinga pertinax aeruginosa",110,"Subspecies","Eupsittula pertinax aeruginosa",110,"Subspecies",117630,1
56289,"Aratinga pertinax griseipecta",110,"Subspecies","Eupsittula pertinax griseipecta",110,"Subspecies",117640,1
56290,"Aratinga pertinax lehmanni",110,"Subspecies","Eupsittula pertinax lehmanni",110,"Subspecies",117650,1
56291,"Aratinga pertinax arubensis",110,"Subspecies","Eupsittula pertinax arubensis",110,"Subspecies",117660,1
56292,"Aratinga pertinax pertinax",110,"Subspecies","Eupsittula pertinax pertinax",110,"Subspecies",117670,1
56293,"Aratinga pertinax xanthogenia",110,"Subspecies","Eupsittula pertinax xanthogenia",110,"Subspecies",117680,1
56294,"Aratinga pertinax tortugensis",110,"Subspecies","Eupsittula pertinax tortugensis",110,"Subspecies",117690,1
56295,"Aratinga pertinax margaritensis",110,"Subspecies","Eupsittula pertinax margaritensis",110,"Subspecies",117700,1
56296,"Aratinga pertinax venezuelae",110,"Subspecies","Eupsittula pertinax venezuelae",110,"Subspecies",117710,1
56297,"Aratinga pertinax surinama",110,"Subspecies","Eupsittula pertinax surinama",110,"Subspecies",117720,1
56298,"Aratinga pertinax chrysophrys",110,"Subspecies","Eupsittula pertinax chrysophrys",110,"Subspecies",117730,1
56299,"Aratinga pertinax chrysogenys",110,"Subspecies","Eupsittula pertinax chrysogenys",110,"Subspecies",117740,1
56300,"Aratinga pertinax paraensis",110,"Subspecies","Eupsittula pertinax paraensis",110,"Subspecies",117750,1
56301,"Aratinga cactorum",100,"Species","Eupsittula cactorum",100,"Species",117760,3
56302,"Aratinga cactorum caixana",110,"Subspecies","Eupsittula cactorum caixana",110,"Subspecies",117770,1
56303,"Aratinga cactorum cactorum",110,"Subspecies","Eupsittula cactorum cactorum",110,"Subspecies",117780,1
1737,"Nandayus nendai",100,"Species","Aratinga nenday",100,"Species",117850,1
1737,"Nandayus nenday",100,"Species","Aratinga nenday",100,"Species",117850,4
1420,"Orthopsittaca manilata",100,"Species","Orthopsittaca manilatus",100,"Species",117950,3
56220,"Ara severa",100,"Species","Ara severus",100,"Species",118160,1
1663,"Aratinga acuticaudata",100,"Species","Thectocercus acuticaudatus",100,"Species",118290,5
56241,"Aratinga acuticaudata koenigi",110,"Subspecies","Thectocercus acuticaudatus koenigi",110,"Subspecies",118300,1
56242,"Aratinga acuticaudata neoxena",110,"Subspecies","Thectocercus acuticaudatus neoxenus",110,"Subspecies",118310,1
56243,"Aratinga acuticaudata haemorrhous",110,"Subspecies","Thectocercus acuticaudatus haemorrhous",110,"Subspecies",118320,1
56244,"Aratinga acuticaudata neumanni",110,"Subspecies","Thectocercus acuticaudatus neumanni",110,"Subspecies",118330,1
56245,"Aratinga acuticaudata acuticaudata",110,"Subspecies","Thectocercus acuticaudatus acuticaudatus",110,"Subspecies",118340,1
1736,"Aratinga holochlora",100,"Species","Psittacara holochlorus",100,"Species",118360,3
56246,"Aratinga holochlora brewsteri",110,"Subspecies","Psittacara holochlorus brewsteri",110,"Subspecies",118370,1
56247,"Aratinga holochlora holochlora",110,"Subspecies","Psittacara holochlorus holochlorus",110,"Subspecies",118380,1
56248,"Aratinga brevipes",100,"Species","Psittacara brevipes",100,"Species",118390,2
56249,"Aratinga rubritorquis",100,"Species","Psittacara rubritorquis",100,"Species",118400,2
56250,"Aratinga strenua",100,"Species","Psittacara strenuus",100,"Species",118410,1
56251,"Aratinga wagleri",100,"Species","Psittacara wagleri",100,"Species",118420,3
56252,"Aratinga wagleri wagleri",110,"Subspecies","Psittacara wagleri wagleri",110,"Subspecies",118430,1
56253,"Aratinga wagleri transilis",110,"Subspecies","Psittacara wagleri transilis",110,"Subspecies",118440,1
56254,"Aratinga wagleri frontata",110,"Subspecies","Psittacara frontatus frontatus",110,"Subspecies",118460,1
56255,"Aratinga wagleri minor",110,"Subspecies","Psittacara frontatus minor",110,"Subspecies",118470,1
56256,"Aratinga mitrata",100,"Species","Psittacara mitratus",100,"Species",118480,4
56257,"Aratinga mitrata chlorogenys",110,"Subspecies","Psittacara mitratus chlorogenys",110,"Subspecies",118490,1
56258,"Aratinga mitrata mitrata",110,"Subspecies","Psittacara mitratus mitratus",110,"Subspecies",118500,1
56259,"Aratinga mitrata tucumana",110,"Subspecies","Psittacara mitratus tucumanus",110,"Subspecies",118510,1
56260,"Aratinga erythrogenys",100,"Species","Psittacara erythrogenys",100,"Species",118520,4
56261,"Aratinga finschi",100,"Species","Psittacara finschi",100,"Species",118530,3
56262,"Aratinga leucophthalma",100,"Species","Psittacara leucophthalmus",100,"Species",118540,2
56262,"Aratinga leucophthalmus",100,"Species","Psittacara leucophthalmus",100,"Species",118540,1
56263,"Aratinga leucophthalma callogenys",110,"Subspecies","Psittacara leucophthalmus callogenys",110,"Subspecies",118550,1
56264,"Aratinga leucophthalma leucophthalma",110,"Subspecies","Psittacara leucophthalmus leucophthalmus",110,"Subspecies",118560,1
56265,"Aratinga leucophthalma nicefori",110,"Subspecies","Psittacara leucophthalmus nicefori",110,"Subspecies",118570,1
56266,"Aratinga euops",100,"Species","Psittacara euops",100,"Species",118580,2
56267,"Aratinga chloroptera",100,"Species","Psittacara chloropterus",100,"Species",118590,2
56269,"Aratinga chloroptera maugei",110,"Subspecies","Psittacara maugei",100,"Species",118600,1
56168,"Mascarinus mascarin",100,"Species","Mascarinus mascarinus",100,"Species",118650,1
56166,"Coracopsis nigra barklyi",110,"Subspecies","Coracopsis barklyi",100,"Species",118750,2
56006,"Geoffroyus geoffroyi mysoriensis",110,"Subspecies","Geoffroyus geoffroyi mysorensis",110,"Subspecies",119710,1
56117,"Psittacula calthropae",100,"Species","Psittacula calthrapae",100,"Species",120300,2
56109,"Lophopsittacus bensoni",100,"Species","Psittacula bensoni",100,"Species",120480,1
55937,"Northiella haematogaster haematorrhous",110,"Subspecies","Northiella haematogaster haematorrhoa",110,"Subspecies",120710,1
55940,"Northiella haematogaster narethae",110,"Subspecies","Northiella narethae",100,"Species",120740,1
55944,"Psephotus varius",100,"Species","Psephotellus varius",100,"Species",120760,2
55945,"Psephotus dissimilis",100,"Species","Psephotellus dissimilis",100,"Species",120770,2
55946,"Psephotus chrysopterygius",100,"Species","Psephotellus chrysopterygius",100,"Species",120780,2
55947,"Psephotus pulcherrimus",100,"Species","Psephotellus pulcherrimus",100,"Species",120790,2
1332,"Platycercus eximius var. ignatus",120,"Subspecies (non-standard)","Platycercus eximius",100,"Species",121000,1
55853,"Charmosyna aureicincta",100,"Species","Charmosyna amabilis",100,"Species",121820,1
55834,"Glossopsitta pusilla",100,"Species","Parvipsitta pusilla",100,"Species",122080,2
55835,"Glossopsitta porphyrocephala",100,"Species","Parvipsitta porphyrocephala",100,"Species",122090,2
55739,"Chalcopsitta sintillata",100,"Species","Chalcopsitta scintillata",100,"Species",122360,2
55740,"Chalcopsitta sintillata rubrifrons",110,"Subspecies","Chalcopsitta scintillata rubrifrons",110,"Subspecies",122370,1
55741,"Chalcopsitta sintillata sintillata",110,"Subspecies","Chalcopsitta scintillata scintillata",110,"Subspecies",122380,1
55742,"Chalcopsitta sintillata chloroptera",110,"Subspecies","Chalcopsitta scintillata chloroptera",110,"Subspecies",122390,1
55743,"Chalcopsitta cardinalis",100,"Species","Pseudeos cardinalis",100,"Species",122420,2
56138,"Necropsittacus rodericanus",100,"Species","Necropsittacus rodricanus",100,"Species",123880,2
61987,"Xenicus lyalli",100,"Species","Traversia lyalli",100,"Species",124040,1
62044,"Eurylaimus steerii",100,"Species","Sarcophanops steerii",100,"Species",124400,1
62045,"Eurylaimus samarensis",100,"Species","Sarcophanops samarensis",100,"Species",124410,1
62064,"Pitta phayrei",100,"Species","Hydrornis phayrei",100,"Species",124840,1
62065,"Pitta nipalensis",100,"Species","Hydrornis nipalensis",100,"Species",124850,1
62068,"Pitta soror",100,"Species","Hydrornis soror",100,"Species",124880,1
62074,"Pitta oatesi",100,"Species","Hydrornis oatesi",100,"Species",124940,1
62079,"Pitta schneideri",100,"Species","Hydrornis schneideri",100,"Species",124990,1
62080,"Pitta caerulea",100,"Species","Hydrornis caeruleus",100,"Species",125000,1
62083,"Pitta baudii",100,"Species","Hydrornis baudii",100,"Species",125030,1
62084,"Pitta cyanea",100,"Species","Hydrornis cyaneus",100,"Species",125040,1
62088,"Pitta elliotii",100,"Species","Hydrornis elliotii",100,"Species",125080,1
62089,"Pitta guajana",100,"Species","Hydrornis guajanus",100,"Species",125090,1
62090,"Pitta irena",100,"Species","Hydrornis irena",100,"Species",125100,1
62093,"Pitta schwaneri",100,"Species","Hydrornis schwaneri",100,"Species",125110,1
62094,"Pitta gurneyi",100,"Species","Hydrornis gurneyi",100,"Species",125120,1
62096,"Pitta kochi",100,"Species","Erythropitta kochi",100,"Species",125140,1
62123,"Erythropitta erythrogaster dohertyi",110,"Subspecies","Erythropitta dohertyi",100,"Species",125200,1
62123,"Pitta dohertyi",100,"Species","Erythropitta dohertyi",100,"Species",125200,1
62104,"Erythropitta erythrogaster celebensis",110,"Subspecies","Erythropitta celebensis",100,"Species",125210,1
62103,"Erythropitta erythrogaster palliceps",110,"Subspecies","Erythropitta palliceps",100,"Species",125220,1
62102,"Erythropitta erythrogaster caeruleitorques",110,"Subspecies","Erythropitta caeruleitorques",100,"Species",125230,1
62109,"Erythropitta erythrogaster rubrinucha",110,"Subspecies","Erythropitta rubrinucha rubrinucha",110,"Subspecies",125250,1
62110,"Erythropitta erythrogaster piroensis",110,"Subspecies","Erythropitta rubrinucha piroensis",110,"Subspecies",125260,1
62105,"Erythropitta erythrogaster rufiventris",110,"Subspecies","Erythropitta rufiventris rufiventris",110,"Subspecies",125280,1
62106,"Erythropitta erythrogaster cyanonota",110,"Subspecies","Erythropitta rufiventris cyanonota",110,"Subspecies",125290,1
62108,"Erythropitta erythrogaster bernsteini",110,"Subspecies","Erythropitta rufiventris bernsteini",110,"Subspecies",125300,1
62118,"Erythropitta erythrogaster meeki",110,"Subspecies","Erythropitta meeki",100,"Species",125310,1
62120,"Erythropitta erythrogaster novaehibernicae",110,"Subspecies","Erythropitta novaehibernicae novaehibernicae",110,"Subspecies",125330,1
62121,"Erythropitta erythrogaster extima",110,"Subspecies","Erythropitta novaehibernicae extima",110,"Subspecies",125340,1
62122,"Erythropitta erythrogaster splendida",110,"Subspecies","Erythropitta novaehibernicae splendida",110,"Subspecies",125350,1
62119,"Erythropitta erythrogaster gazellae",110,"Subspecies","Erythropitta novaehibernicae gazellae",110,"Subspecies",125360,1
62116,"Erythropitta erythrogaster habenichti",110,"Subspecies","Erythropitta macklotii habenichti",110,"Subspecies",125380,1
62117,"Erythropitta erythrogaster finschii",110,"Subspecies","Erythropitta macklotii finschii",110,"Subspecies",125390,1
62114,"Erythropitta erythrogaster macklotii",110,"Subspecies","Erythropitta macklotii macklotii",110,"Subspecies",125400,1
62115,"Erythropitta erythrogaster loriae",110,"Subspecies","Erythropitta macklotii loriae",110,"Subspecies",125410,1
62113,"Erythropitta erythrogaster digglesi",110,"Subspecies","Erythropitta macklotii digglesi",110,"Subspecies",125420,1
62124,"Pitta arcuata",100,"Species","Erythropitta arquata",100,"Species",125430,1
62125,"Pitta granatina",100,"Species","Erythropitta granatina",100,"Species",125440,1
62128,"Pitta venusta",100,"Species","Erythropitta venusta",100,"Species",125470,1
62129,"Pitta ussheri",100,"Species","Erythropitta ussheri",100,"Species",125480,1
62896,"Sclerurus mexicanus andinus",110,"Subspecies","Sclerurus obscurior andinus",110,"Subspecies",126030,1
62897,"Sclerurus mexicanus obscurior",110,"Subspecies","Sclerurus obscurior obscurior",110,"Subspecies",126040,1
62898,"Sclerurus mexicanus peruvianus",110,"Subspecies","Sclerurus obscurior peruvianus",110,"Subspecies",126050,1
62899,"Sclerurus mexicanus macconnelli",110,"Subspecies","Sclerurus obscurior macconnelli",110,"Subspecies",126060,1
62900,"Sclerurus mexicanus bahiae",110,"Subspecies","Sclerurus obscurior bahiae",110,"Subspecies",126070,1
62917,"Sclerurus caudacutus olivascens",110,"Subspecies","Sclerurus caudacutus caligineus",110,"Subspecies",126230,1
63018,"Deconychura stictolaema",100,"Species","Certhiasomus stictolaemus",100,"Species",126700,2
63019,"Deconychura stictolaema clarior",110,"Subspecies","Certhiasomus stictolaemus clarior",110,"Subspecies",126710,2
63020,"Deconychura stictolaema secunda",110,"Subspecies","Certhiasomus stictolaemus secundus",110,"Subspecies",126720,2
63021,"Deconychura stictolaema stictolaema",110,"Subspecies","Certhiasomus stictolaemus stictolaemus",110,"Subspecies",126730,2
62977,"Dendrocincla suliginosa",100,"Species","Dendrocincla fuliginosa",100,"Species",127210,1
63170,"Xiphorhynchus fuscus atlanticus",110,"Subspecies","Xiphorhynchus atlanticus",100,"Species",128430,2
63283,"Drymotoxeres pucherani",100,"Species","Drymotoxeres pucheranii",100,"Species",129500,1
63278,"Lepidocolaptes albolineatus duidae",110,"Subspecies","Lepidocolaptes duidae",100,"Species",129930,1
63279,"Lepidocolaptes albolineatus fuscicapillus",110,"Subspecies","Lepidocolaptes fuscicapillus",100,"Species",129950,1
63281,"Lepidocolaptes albolineatus layardi",110,"Subspecies","Lepidocolaptes layardi",100,"Species",129960,1
62221,"Ochetorhynchus melanura",100,"Species","Ochetorhynchus melanurus",100,"Species",130380,1
62244,"Tarphonomus certhioides luscinius",110,"Subspecies","Tarphonomus certhioides luscinia",110,"Subspecies",130600,1
62793,"Philydor ruficaudatum",100,"Species","Anabacerthia ruficaudata",100,"Species",132020,3
62794,"Philydor ruficaudatum ruficaudatum",110,"Subspecies","Anabacerthia ruficaudata ruficaudata",110,"Subspecies",132030,2
84499,"Philydor ruficaudatum subflavescens",110,"Subspecies","Anabacerthia ruficaudata subflavescens",110,"Subspecies",132040,1
62795,"Philydor ruficaudatum flavipectus",110,"Subspecies","Anabacerthia ruficaudata flavipectus",110,"Subspecies",132050,2
62808,"Philydor lichtensteini",100,"Species","Anabacerthia lichtensteini",100,"Species",132070,3
62780,"Simoxenops ucayalae",100,"Species","Syndactyla ucayalae",100,"Species",132310,3
62781,"Simoxenops striatus",100,"Species","Syndactyla striata",100,"Species",132320,3
62891,"Hylocryptus rectirostris",100,"Species","Clibanornis rectirostris",100,"Species",132370,3
62888,"Hylocryptus erythrocephalus",100,"Species","Clibanornis erythrocephalus",100,"Species",132380,3
62889,"Hylocryptus erythrocephalus erythrocephalus",110,"Subspecies","Clibanornis erythrocephalus erythrocephalus",110,"Subspecies",132390,2
62890,"Hylocryptus erythrocephalus palamblae",110,"Subspecies","Clibanornis erythrocephalus palamblae",110,"Subspecies",132400,2
62868,"Automolus rubiginosus",100,"Species","Clibanornis rubiginosus",100,"Species",132410,3
62869,"Automolus rubiginosus guerrerensis",110,"Subspecies","Clibanornis rubiginosus guerrerensis",110,"Subspecies",132420,2
62870,"Automolus rubiginosus rubiginosus",110,"Subspecies","Clibanornis rubiginosus rubiginosus",110,"Subspecies",132430,2
62871,"Automolus rubiginosus veraepacis",110,"Subspecies","Clibanornis rubiginosus veraepacis",110,"Subspecies",132440,2
62872,"Automolus rubiginosus fumosus",110,"Subspecies","Clibanornis rubiginosus fumosus",110,"Subspecies",132450,2
