"MASTER_TAXON_ID","ALTERNATIVE_SCI_NAME","ALTERNATIVE_RANK_ID","ALTERNATIVE_RANK_NAME","CURRENT_SCI_NAME","CURRENT_RANK_ID","CURRENT_RANK_NAME","SORT_ORDER_IOC","NUMBER_OF_LISTS"
50230,"Dromaius ater",100,"Species","Dromaius novaehollandiae minor",110,"Subspecies",470,1
50230,"Dromaius novaehollandiae ater",110,"Subspecies","Dromaius novaehollandiae minor",110,"Subspecies",470,1
50231,"Dromaius baudinianus",100,"Species","Dromaius novaehollandiae baudinianus",110,"Subspecies",480,1
50178,"Nothura chacoensis",100,"Species","Nothura maculosa chacoensis",110,"Subspecies",2110,3
50294,"Megapodius forsteni forsteni",110,"Subspecies","Megapodius freycinet forsteni",110,"Subspecies",2770,1
50295,"Megapodius forsteni buruensis",110,"Subspecies","Megapodius freycinet buruensis",110,"Subspecies",2780,1
50299,"Megapodius affinis",100,"Species","Megapodius decollatus",100,"Species",2820,1
50455,"Francolinus nahani",100,"Species","Ptilopachus nahani",100,"Species",4430,1
50512,"Colinus virginianus coyolcos",110,"Subspecies","Colinus virginianus coyoleos",110,"Subspecies",5060,1
50628,"Bonasa bonasia",100,"Species","Tetrastes bonasia",100,"Species",6210,2
50634,"Tetrastes bonasia griseonotus",110,"Subspecies","Tetrastes bonasia griseonota",110,"Subspecies",6270,1
50640,"Bonasa sewerzowi",100,"Species","Tetrastes sewerzowi",100,"Species",6330,1
50644,"Dendragapus falcipennis",100,"Species","Falcipennis falcipennis",100,"Species",6370,1
50645,"Dendragapus canadensis",100,"Species","Falcipennis canadensis",100,"Species",6380,1
50663,"Tetrao parvirostris",100,"Species","Tetrao urogalloides",100,"Species",6550,2
50664,"Tetrao parvirostris parvirostris",110,"Subspecies","Tetrao urogalloides urogalloides",110,"Subspecies",6560,1
50665,"Tetrao parvirostris kamtschaticus",110,"Subspecies","Tetrao urogalloides kamtschaticus",110,"Subspecies",6570,1
127,"Tetrao tetrix",100,"Species","Lyrurus tetrix",100,"Species",6590,8
50667,"Tetrao tetrix britannicus",110,"Subspecies","Lyrurus tetrix britannicus",110,"Subspecies",6600,1
50673,"Tetrao mlokosiewiczi",100,"Species","Lyrurus mlokosiewiczi",100,"Species",6660,3
126,"Lagopus mutus",100,"Species","Lagopus muta",100,"Species",7020,2
50709,"Lagopus mutus mutus",110,"Subspecies","Lagopus muta muta",110,"Subspecies",7030,1
50710,"Lagopus mutus millaisi",110,"Subspecies","Lagopus muta millaisi",110,"Subspecies",7040,1
50711,"Lagopus mutus helveticus",110,"Subspecies","Lagopus muta helvetica",110,"Subspecies",7050,1
50712,"Lagopus mutus pyrenaicus",110,"Subspecies","Lagopus muta pyrenaica",110,"Subspecies",7060,1
50734,"Lagopus lagopus scoticus",110,"Subspecies","Lagopus lagopus scotica",110,"Subspecies",7270,1
50737,"Lagopus lagopus rossicus",110,"Subspecies","Lagopus lagopus rossica",110,"Subspecies",7300,1
50843,"Francolinus lathami",100,"Species","Peliperdix lathami",100,"Species",8340,2
50846,"Francolinus coqui",100,"Species","Peliperdix coqui",100,"Species",8370,2
50851,"Francolinus albogularis",100,"Species","Peliperdix albogularis",100,"Species",8420,2
50855,"Francolinus schlegelii",100,"Species","Peliperdix schlegelii",100,"Species",8460,1
50857,"Francolinus streptophorus",100,"Species","Scleroptila streptophora",100,"Species",8480,1
50858,"Francolinus africanus",100,"Species","Scleroptila afra",100,"Species",8490,1
50859,"Francolinus levaillantii",100,"Species","Scleroptila levaillantii",100,"Species",8500,1
50863,"Francolinus finschi",100,"Species","Scleroptila finschi",100,"Species",8540,1
50864,"Francolinus shelleyi",100,"Species","Scleroptila shelleyi",100,"Species",8550,1
50870,"Francolinus psilolaemus",100,"Species","Scleroptila psilolaema",100,"Species",8600,1
50873,"Francolinus levaillantoides",100,"Species","Scleroptila gutturalis",100,"Species",8630,1
50881,"Francolinus sephaena",100,"Species","Dendroperdix sephaena",100,"Species",8710,1
50928,"Francolinus hartlaubi",100,"Species","Pternistis hartlaubi",100,"Species",8780,1
50918,"Francolinus camerunensis",100,"Species","Pternistis camerunensis",100,"Species",8790,1
50919,"Francolinus nobilis",100,"Species","Pternistis nobilis",100,"Species",8800,1
50917,"Francolinus swierstrai",100,"Species","Pternistis swierstrai",100,"Species",8810,1
50927,"Francolinus erckelii",100,"Species","Pternistis erckelii",100,"Species",8820,2
50926,"Francolinus ochropectus",100,"Species","Pternistis ochropectus",100,"Species",8830,1
50921,"Francolinus castaneicollis",100,"Species","Pternistis castaneicollis",100,"Species",8840,1
50925,"Pternistis castaneicollis atrifrons",110,"Subspecies","Pternistis atrifrons",100,"Species",8850,1
50920,"Francolinus jacksoni",100,"Species","Pternistis jacksoni",100,"Species",8860,1
50888,"Francolinus squamatus",100,"Species","Pternistis squamatus",100,"Species",8870,2
50895,"Francolinus ahantensis",100,"Species","Pternistis ahantensis",100,"Species",8910,2
50898,"Francolinus griseostriatus",100,"Species","Pternistis griseostriatus",100,"Species",8920,1
50899,"Francolinus hildebrandti",100,"Species","Pternistis hildebrandti",100,"Species",8930,1
50936,"Francolinus natalensis",100,"Species","Pternistis natalensis",100,"Species",8960,1
50932,"Francolinus adspersus",100,"Species","Pternistis adspersus",100,"Species",8970,1
50935,"Francolinus capensis",100,"Species","Pternistis capensis",100,"Species",8980,1
50908,"Francolinus icterorhynchus",100,"Species","Pternistis icterorhynchus",100,"Species",8990,1
50903,"Francolinus bicalcaratus",100,"Species","Pternistis bicalcaratus",100,"Species",9000,3
50907,"Pternistis bicalcaratus ogilviegranti",110,"Subspecies","Pternistis bicalcaratus adamauae",110,"Subspecies",9010,3
50916,"Francolinus harwoodi",100,"Species","Pternistis harwoodi",100,"Species",9040,1
50909,"Francolinus clappertoni",100,"Species","Pternistis clappertoni",100,"Species",9050,2
50939,"Francolinus leucoscepus",100,"Species","Pternistis leucoscepus",100,"Species",9080,1
50949,"Francolinus swainsonii",100,"Species","Pternistis swainsonii",100,"Species",9110,1
50940,"Francolinus rufopictus",100,"Species","Pternistis rufopictus",100,"Species",9120,1
50941,"Francolinus afer",100,"Species","Pternistis afer",100,"Species",9130,1
50956,"Perdix perdix hispaniolensis",110,"Subspecies","Perdix perdix hispaniensis",110,"Subspecies",9230,1
50972,"Margaroperdix madagascariensis",100,"Species","Margaroperdix madagarensis",100,"Species",9390,1
51012,"Coturnix adansonii",100,"Species","Excalfactoria adansonii",100,"Species",9770,1
51012,"Coturnix chinensis adansonii",110,"Subspecies","Excalfactoria adansonii",100,"Species",9770,1
51036,"Xenoperdix obscurata",100,"Species","Xenoperdix obscuratus",100,"Species",10010,1
51104,"Bambusicola thoracicus sonorivox",110,"Subspecies","Bambusicola sonorivox",100,"Species",10680,1
1700,"Gallus sp.",90,"Subgenus (non-standard)","Gallus gallus f. domestica",115,"Variety",11250,1
51162,"Gallus lafayetii",100,"Species","Gallus lafayettii",100,"Species",11270,2
51190,"Lophura hoogerwerfi",100,"Species","Lophura inornata hoogerwerfi",110,"Subspecies",11600,4
51212,"Catreus wallichi",100,"Species","Catreus wallichii",100,"Species",11810,1
51242,"Phasianus colchicus satschuensis",110,"Subspecies","Phasianus colchicus satscheuensis",110,"Subspecies",12130,1
135,"Crysolophus amherstiae",100,"Species","Chrysolophus amherstiae",100,"Species",12340,1
51330,"Branta sp.",90,"Subgenus (non-standard)","Branta",80,"Genus",12950,1
57,"Branta bernicla / hrota / nigricans",90,"Subgenus (non-standard)","Branta bernicla",100,"Species",12960,1
1021,"Branta nigricans",100,"Species","Branta bernicla nigricans",110,"Subspecies",12970,1
875,"Branta bernicla",100,"Species","Branta bernicla bernicla",110,"Subspecies",12980,2
876,"Branta hrota",100,"Species","Branta bernicla hrota",110,"Subspecies",12990,2
909,"Branta leucopsis",120,"Subspecies (non-standard)","Branta leucopsis (naturalised)",120,"Subspecies (non-standard)",13160,1
907,"Branta leucopsis",120,"Subspecies (non-standard)","Branta leucopsis (Greenland)",120,"Subspecies (non-standard)",13170,1
908,"Branta leucopsis",120,"Subspecies (non-standard)","Branta leucopsis (Svalbard)",120,"Subspecies (non-standard)",13180,1
1447,"Branta leucopsis x B canadensis",100,"Species","Branta leucopsis x canadensis",90,"Subgenus (non-standard)",13190,1
1020,"Chen canagica",100,"Species","Anser canagicus",100,"Species",13280,5
1019,"Chen rossii",100,"Species","Anser rossii",100,"Species",13290,3
54,"Chen caerulescens",100,"Species","Anser caerulescens",100,"Species",13300,3
1458,"Chen caerulescens caerulescens",110,"Subspecies","Anser caerulescens caerulescens",110,"Subspecies",13310,1
1459,"Chen caerulescens atlantica",110,"Subspecies","Anser caerulescens atlanticus",110,"Subspecies",13320,1
905,"Anser anser",120,"Subspecies (non-standard)","Anser anser (native Scottish)",120,"Subspecies (non-standard)",13360,1
1744,"Anser anser",120,"Subspecies (non-standard)","Anser anser (British/Irish)",120,"Subspecies (non-standard)",13370,1
904,"Anser anser",120,"Subspecies (non-standard)","Anser anser (Icelandic)",120,"Subspecies (non-standard)",13380,1
906,"Anser anser",120,"Subspecies (non-standard)","Anser anser (re-established)",120,"Subspecies (non-standard)",13390,1
1152,"Anser anser",120,"Subspecies (non-standard)","Anser anser f. domestica",115,"Variety",13400,1
1278,"Anser fabalis fabalis",110,"Subspecies","Anser fabalis",100,"Species",13420,2
1279,"Anser fabalis rossicus",100,"Species","Anser serrirostris",100,"Species",13470,1
1279,"Anser fabalis rossicus",110,"Subspecies","Anser serrirostris",100,"Species",13470,2
1279,"Anser rossicus",100,"Species","Anser serrirostris",100,"Species",13470,1
49,"Anser fabalis",100,"Species","Anser fabalis/serrirostris",90,"Subgenus (non-standard)",13500,6
1722,"Anser hybrid",90,"Subgenus (non-standard)","Anser albifrons x erythropus",90,"Subgenus (non-standard)",13570,1
1452,"Cygnus melanocoryphus",100,"Species","Cygnus melancoryphus",100,"Species",13660,2
47,"Cygnus bewickii",100,"Species","Cygnus columbianus",100,"Species",13690,1
51340,"Cygnus bewickii",100,"Species","Cygnus columbianus bewickii",110,"Subspecies",13710,2
1169,"Cygnus sp",100,"Species","Cygnus sp.",90,"Subgenus (non-standard)",13760,1
51367,"Alopochen mauritianus",100,"Species","Alopochen mauritiana",100,"Species",14050,1
51378,"Tadorna radjah",100,"Species","Radjah radjah",100,"Species",14200,4
51379,"Tadorna radjah radjah",110,"Subspecies","Radjah radjah radjah",110,"Subspecies",14210,2
51380,"Tadorna radjah rufitergum",110,"Subspecies","Radjah radjah rufitergum",110,"Subspecies",14220,2
51377,"Tadorna sp.",90,"Subgenus (non-standard)","Tadorna",80,"Genus",14230,1
51388,"Cairina scutulata",100,"Species","Asarcornis scutulata",100,"Species",14380,1
67,"Anas formosa",100,"Species","Sibirionetta formosa",100,"Species",14650,7
72,"Anas querquedula",100,"Species","Spatula querquedula",100,"Species",14670,11
51474,"Anas hottentota",100,"Species","Spatula hottentota",100,"Species",14680,4
51473,"Anas puna",100,"Species","Spatula puna",100,"Species",14690,3
1340,"Anas versicolor",100,"Species","Spatula versicolor",100,"Species",14700,4
51471,"Anas versicolor versicolor",110,"Subspecies","Spatula versicolor versicolor",110,"Subspecies",14710,1
51472,"Anas versicolor fretensis",110,"Subspecies","Spatula versicolor fretensis",110,"Subspecies",14720,1
1438,"Anas platalea",100,"Species","Spatula platalea",100,"Species",14730,4
1341,"Anas cyanoptera",100,"Species","Spatula cyanoptera",100,"Species",14740,6
51437,"Anas cyanoptera septentrionalium",110,"Subspecies","Spatula cyanoptera septentrionalium",110,"Subspecies",14750,1
51438,"Anas cyanoptera tropica",110,"Subspecies","Spatula cyanoptera tropica",110,"Subspecies",14760,1
51439,"Anas cyanoptera borreroi",110,"Subspecies","Spatula cyanoptera borreroi",110,"Subspecies",14770,1
51440,"Anas cyanoptera orinoma",110,"Subspecies","Spatula cyanoptera orinoma",110,"Subspecies",14780,1
51441,"Anas cyanoptera cyanoptera",110,"Subspecies","Spatula cyanoptera cyanoptera",110,"Subspecies",14790,1
73,"Anas discors",100,"Species","Spatula discors",100,"Species",14800,8
51442,"Anas smithii",100,"Species","Spatula smithii",100,"Species",14810,2
1437,"Anas rhynchotis",100,"Species","Spatula rhynchotis",100,"Species",14820,5
74,"Anas clypeata",100,"Species","Spatula clypeata",100,"Species",14830,11
66,"Anas strepera",100,"Species","Mareca strepera",100,"Species",14850,11
51410,"Anas strepera strepera",110,"Subspecies","Mareca strepera strepera",110,"Subspecies",14860,1
51411,"Anas strepera couesi",110,"Subspecies","Mareca strepera couesi",110,"Subspecies",14870,1
1023,"Anas falcata",100,"Species","Mareca falcata",100,"Species",14880,6
64,"Anas penelope",100,"Species","Mareca penelope",100,"Species",14890,11
1157,"Anas sibilatrix",100,"Species","Mareca sibilatrix",100,"Species",14900,5
65,"Anas americana",100,"Species","Mareca americana",100,"Species",14910,7
51412,"Anas marecula",100,"Species","Mareca marecula",100,"Species",14920,2
51409,"Anas sp.",90,"Subgenus (non-standard)","Anas",80,"Genus",14930,1
1165,"Anas platyrhynchos",120,"Subspecies (non-standard)","Anas platyrhynchos f. domestica",115,"Variety",15140,1
1199,"Anas crecca carolinensis",110,"Subspecies","Anas carolinensis",100,"Species",15360,1
51482,"Aythya sp.",90,"Subgenus (non-standard)","Aythya",80,"Genus",15640,1
51493,"Somateria mollissima mollissima",110,"Subspecies","Somateria mollissima v-nigrum",110,"Subspecies",15860,1
51495,"Somateria mollissima faeroensis",110,"Subspecies","Somateria mollissima faeroeensis",110,"Subspecies",15900,1
1698,"Somateria mollissima",120,"Subspecies (non-standard)","Somateria mollissima (GB except Shetland)",120,"Subspecies (non-standard)",15920,1
1699,"Somateria mollissima",120,"Subspecies (non-standard)","Somateria mollissima (Shetland)",120,"Subspecies (non-standard)",15930,1
51502,"Melanitta deglandi stejnegeri",100,"Species","Melanitta stejnegeri",100,"Species",16020,1
51502,"Melanitta deglandi stejnegeri",110,"Subspecies","Melanitta stejnegeri",100,"Species",16020,2
1164,"Melanitta sp",100,"Species","Melanitta sp.",90,"Subgenus (non-standard)",16050,1
92,"Mergus cucullatus",100,"Species","Lophodytes cucullatus",100,"Species",16170,1
51510,"Mergus sp.",90,"Subgenus (non-standard)","Mergus",80,"Genus",16180,1
51521,"Oxyura sp.",90,"Subgenus (non-standard)","Oxyura",80,"Genus",16320,1
96,"Oxyura jamaicensis jamaicensis",110,"Subspecies","Oxyura jamaicensis",100,"Species",16330,1
1153,"Anser+Chen+Branta",70,"Subfamily (non-standard)","Anserinae sp.",70,"Subfamily (non-standard)",16460,1
1153,"Anserinae sp",100,"Species","Anserinae sp.",70,"Subfamily (non-standard)",16460,1
1166,"Anatinae sp",100,"Species","Anatinae sp.",70,"Subfamily (non-standard)",16480,1
1442,"n/a",70,"Subfamily (non-standard)","Nil wildfowl",70,"Subfamily (non-standard)",16490,1
1718,"n/a",50,"Suborder (non-standard)","Nil waterfowl",70,"Subfamily (non-standard)",16500,1
57912,"Eurostopodus temminckii",100,"Species","Lyncornis temminckii",100,"Species",17240,1
57913,"Eurostopodus macrotis",100,"Species","Lyncornis macrotis",100,"Species",17250,1
57920,"Caprimulgus enarratus",100,"Species","Gactornis enarratus",100,"Species",17320,1
57961,"Lurocalis semitorquatus nattereri",110,"Subspecies","Lurocalis semitorquatus nattererii",110,"Subspecies",17710,1
57972,"Caprimulgus nigrescens",100,"Species","Nyctipolus nigrescens",100,"Species",17820,1
57973,"Caprimulgus hirundinaceus",100,"Species","Nyctipolus hirundinaceus",100,"Species",17830,1
57986,"Caprimulgus anthonyi",100,"Species","Nyctidromus anthonyi",100,"Species",17950,1
57988,"Caprimulgus heterurus",100,"Species","Setopagis heterura",100,"Species",17970,1
57988,"Setopagis heterurus",100,"Species","Setopagis heterura",100,"Species",17970,1
57989,"Caprimulgus parvulus",100,"Species","Setopagis parvula",100,"Species",17980,1
57989,"Setopagis parvulus",100,"Species","Setopagis parvula",100,"Species",17980,1
57990,"Caprimulgus whitelyi",100,"Species","Setopagis whitelyi",100,"Species",17990,1
57991,"Caprimulgus maculosus",100,"Species","Setopagis maculosa",100,"Species",18000,1
57991,"Setopagis maculosus",100,"Species","Setopagis maculosa",100,"Species",18000,1
57996,"Caprimulgus longirostris",100,"Species","Systellura longirostris",100,"Species",18050,1
57999,"Systellura longirostris decussata",110,"Subspecies","Systellura decussata",100,"Species",18140,1
58015,"Caprimulgus cayennensis",100,"Species","Hydropsalis cayennensis",100,"Species",18240,1
58017,"Hydropsalis cayennensis apertus",110,"Subspecies","Hydropsalis cayennensis aperta",110,"Subspecies",18260,1
58022,"Caprimulgus maculicaudus",100,"Species","Hydropsalis maculicaudus",100,"Species",18310,1
58057,"Caprimulgus carolinensis",100,"Species","Antrostomus carolinensis",100,"Species",18660,1
58058,"Caprimulgus rufus",100,"Species","Antrostomus rufus",100,"Species",18670,1
58064,"Caprimulgus cubanensis",100,"Species","Antrostomus cubanensis",100,"Species",18720,1
58067,"Caprimulgus ekmani",100,"Species","Antrostomus ekmani",100,"Species",18750,1
58068,"Caprimulgus salvini",100,"Species","Antrostomus salvini",100,"Species",18760,1
58069,"Caprimulgus badius",100,"Species","Antrostomus badius",100,"Species",18770,1
58070,"Caprimulgus sericocaudatus",100,"Species","Antrostomus sericocaudatus",100,"Species",18780,1
58073,"Caprimulgus ridgwayi",100,"Species","Antrostomus ridgwayi",100,"Species",18810,1
58076,"Caprimulgus vociferus",100,"Species","Antrostomus vociferus",100,"Species",18840,1
58077,"Caprimulgus arizonae",100,"Species","Antrostomus arizonae",100,"Species",18850,1
58083,"Caprimulgus noctitherus",100,"Species","Antrostomus noctitherus",100,"Species",18910,1
58084,"Caprimulgus saturatus",100,"Species","Antrostomus saturatus",100,"Species",18920,1
58086,"Caprimulgus binotatus",100,"Species","Veles binotatus",100,"Species",18940,2
58143,"Caprimulgus ruwenzorii",100,"Species","Caprimulgus poliocephalus ruwenzorii",110,"Subspecies",19550,3
58145,"Caprimulgus ruwenzorii guttifer",110,"Subspecies","Caprimulgus poliocephalus guttifer",110,"Subspecies",19560,2
58146,"Caprimulgus ruwenzorii koesteri",110,"Subspecies","Caprimulgus poliocephalus koesteri",110,"Subspecies",19570,2
58192,"Macrodipteryx longipennis",100,"Species","Caprimulgus longipennis",100,"Species",20000,4
58193,"Macrodipteryx vexillarius",100,"Species","Caprimulgus vexillarius",100,"Species",20010,4
58274,"Collocalia esculenta affinis",110,"Subspecies","Collocalia affinis affinis",110,"Subspecies",20760,1
58275,"Collocalia esculenta elachyptera",110,"Subspecies","Collocalia affinis elachyptera",110,"Subspecies",20770,1
58277,"Collocalia esculenta vanderbilti",110,"Subspecies","Collocalia affinis vanderbilti",110,"Subspecies",20780,1
58278,"Collocalia esculenta oberholseri",110,"Subspecies","Collocalia affinis oberholseri",110,"Subspecies",20790,1
58276,"Collocalia esculenta cyanoptila",110,"Subspecies","Collocalia affinis cyanoptila",110,"Subspecies",20800,1
58280,"Collocalia esculenta septentrionalis",110,"Subspecies","Collocalia marginata septentrionalis",110,"Subspecies",20820,1
58282,"Collocalia esculenta marginata",110,"Subspecies","Collocalia marginata marginata",110,"Subspecies",20830,1
58281,"Collocalia esculenta isonota",110,"Subspecies","Collocalia isonota isonota",110,"Subspecies",20850,1
58283,"Collocalia esculenta bagobo",110,"Subspecies","Collocalia isonota bagobo",110,"Subspecies",20860,1
58288,"Collocalia esculenta sumbawae",110,"Subspecies","Collocalia sumbawae sumbawae",110,"Subspecies",20880,1
58289,"Collocalia esculenta neglecta",110,"Subspecies","Collocalia neglecta neglecta",110,"Subspecies",20910,1
58290,"Collocalia esculenta perneglecta",110,"Subspecies","Collocalia neglecta perneglecta",110,"Subspecies",20920,1
58304,"Collocalia esculenta uropygialis",110,"Subspecies","Collocalia uropygialis uropygialis",110,"Subspecies",21120,1
58305,"Collocalia esculenta albidior",110,"Subspecies","Collocalia uropygialis albidior",110,"Subspecies",21130,1
58279,"Collocalia esculenta natalis",110,"Subspecies","Collocalia natalis",100,"Species",21190,1
58313,"Collocalia elaphra",100,"Species","Aerodramus elaphrus",100,"Species",21220,1
58314,"Collocalia francica",100,"Species","Aerodramus francicus",100,"Species",21230,1
58315,"Collocalia unicolor",100,"Species","Aerodramus unicolor",100,"Species",21260,1
58316,"Collocalia mearnsi",100,"Species","Aerodramus mearnsi",100,"Species",21270,1
58320,"Collocalia hirundinacea",100,"Species","Aerodramus hirundinaceus",100,"Species",21310,1
58342,"Collocalia rogersi",100,"Species","Aerodramus brevirostris rogersi",110,"Subspecies",21520,1
58343,"Collocalia vulcanorum",100,"Species","Aerodramus vulcanorum",100,"Species",21530,1
58344,"Collocalia whiteheadi",100,"Species","Aerodramus whiteheadi",100,"Species",21540,1
58347,"Collocalia nuditarsus",100,"Species","Aerodramus nuditarsus",100,"Species",21570,1
58348,"Collocalia orientalis",100,"Species","Aerodramus orientalis",100,"Species",21580,1
58351,"Collocalia salangana",100,"Species","Aerodramus salangana",100,"Species",21610,1
58357,"Aerodramus vanikorensis amelis",110,"Subspecies","Aerodramus amelis amelis",110,"Subspecies",21800,1
58357,"Collocalia amelis",100,"Species","Aerodramus amelis amelis",110,"Subspecies",21800,1
58358,"Aerodramus vanikorensis palawanensis",110,"Subspecies","Aerodramus amelis palawanensis",110,"Subspecies",21810,1
58358,"Collocalia palawanensis",100,"Species","Aerodramus amelis palawanensis",110,"Subspecies",21810,1
58371,"Collocalia pelewensis",100,"Species","Aerodramus pelewensis",100,"Species",21820,1
58372,"Collocalia bartschi",100,"Species","Aerodramus bartschi",100,"Species",21830,1
58373,"Collocalia inquieta",100,"Species","Aerodramus inquietus",100,"Species",21840,1
58377,"Collocalia leucophaea",100,"Species","Aerodramus leucophaeus",100,"Species",21880,1
58378,"Collocalia sawtelli",100,"Species","Aerodramus sawtelli",100,"Species",21890,1
58379,"Collocalia ocista",100,"Species","Aerodramus ocistus",100,"Species",21900,1
58382,"Collocalia maxima",100,"Species","Aerodramus maximus",100,"Species",21930,1
58386,"Collocalia fuciphaga",100,"Species","Aerodramus fuciphagus",100,"Species",21970,1
58393,"Collocalia germani",100,"Species","Aerodramus germani",100,"Species",22040,1
58396,"Collocalia papuensis",100,"Species","Aerodramus papuensis",100,"Species",22070,1
58501,"Cypsiurus parvus gracilis",110,"Subspecies","Cypsiurus gracilis",100,"Species",23130,2
58500,"Cypsiurus parvus griveaudi",110,"Subspecies","Cypsiurus gracilis griveaudi",110,"Subspecies",23150,2
298,"Apus melba",100,"Species","Tachymarptis melba",100,"Species",23220,7
58510,"Apus melba melba",110,"Subspecies","Tachymarptis melba melba",110,"Subspecies",23230,1
58555,"Apus pacificus kurodae",110,"Subspecies","Apus pacificus kanoi",110,"Subspecies",23720,1
83610,"Apus pacificus",100,"Species","Apus pacificus sensu lato",90,"Subgenus (non-standard)",23940,1
58617,"Phaethornis longirostris griseoventer",110,"Subspecies","Phaethornis mexicanus griseoventer",110,"Subspecies",24420,1
58618,"Phaethornis longirostris mexicanus",110,"Subspecies","Phaethornis mexicanus mexicanus",110,"Subspecies",24430,1
58669,"Phaethornis aethopyga",100,"Species","Phaethornis aethopygus",100,"Species",24900,2
58735,"Colibri thalassinus cabanidis",110,"Subspecies","Colibri cyanotus cabanidis",110,"Subspecies",25570,1
58736,"Colibri thalassinus cyanotus",110,"Subspecies","Colibri cyanotus cyanotus",110,"Subspecies",25580,1
58737,"Colibri thalassinus kerdeli",110,"Subspecies","Colibri cyanotus kerdeli",110,"Subspecies",25590,1
58738,"Colibri thalassinus crissalis",110,"Subspecies","Colibri cyanotus crissalis",110,"Subspecies",25600,1
58790,"Stephanoxis lalandi loddigesii",110,"Subspecies","Stephanoxis loddigesii",100,"Species",26100,1
58805,"Lophornis chalybeus verreauxii",110,"Subspecies","Lophornis verreauxii verreauxii",110,"Subspecies",26260,3
58806,"Lophornis chalybeus klagesi",110,"Subspecies","Lophornis verreauxii klagesi",110,"Subspecies",26270,3
58906,"Thalurania colombica fannyi",110,"Subspecies","Thalurania colombica fannyae",110,"Subspecies",27240,1
58926,"Damophila",80,"Genus","Juliamyia",80,"Genus",27440,2
58927,"Damophila julie",100,"Species","Juliamyia julie",100,"Species",27450,2
58928,"Damophila julie panamensis",110,"Subspecies","Juliamyia julie panamensis",110,"Subspecies",27460,1
58929,"Damophila julie julie",110,"Subspecies","Juliamyia julie julie",110,"Subspecies",27470,1
58930,"Damophila julie feliciana",110,"Subspecies","Juliamyia julie feliciana",110,"Subspecies",27480,1
59054,"Amazilia saucerrottei",100,"Species","Amazilia saucerottei",100,"Species",28730,2
59056,"Amazilia saucerrottei warscewiczi",110,"Subspecies","Amazilia saucerottei warscewiczi",110,"Subspecies",28740,1
59057,"Amazilia saucerrottei saucerrottei",110,"Subspecies","Amazilia saucerottei saucerottei",110,"Subspecies",28750,1
59058,"Amazilia saucerrottei braccata",110,"Subspecies","Amazilia saucerottei braccata",110,"Subspecies",28760,1
59055,"Amazilia saucerrottei hoffmanni",110,"Subspecies","Amazilia hoffmanni",100,"Species",28930,1
59097,"Anthocephala floriceps berlepschi",110,"Subspecies","Anthocephala berlepschi",100,"Species",29150,1
59108,"Chalybura urochrysia intermedia",110,"Subspecies","Chalybura buffonii intermedia",110,"Subspecies",29220,2
59134,"Hylocharis xantusii",100,"Species","Basilinna xantusii",100,"Species",29520,1
59135,"Hylocharis leucotis",100,"Species","Basilinna leucotis",100,"Species",29530,1
59183,"Eugenes fulgens spectabilis",110,"Subspecies","Eugenes spectabilis",100,"Species",30010,1
59191,"Urochroa bougueri leucura",110,"Subspecies","Urochroa leucura",100,"Species",30080,2
59213,"Oreotrochilus estella stolzmanni",110,"Subspecies","Oreotrochilus stolzmanni",100,"Species",30320,2
59282,"Sephanoides sephanoides",100,"Species","Sephanoides sephaniodes",100,"Species",31010,1
59289,"Heliangelus amethysticollis violiceps",110,"Subspecies","Heliangelus clarisse violiceps",110,"Subspecies",31130,1
59290,"Heliangelus amethysticollis clarisse",110,"Subspecies","Heliangelus clarisse clarisse",110,"Subspecies",31150,1
59291,"Heliangelus amethysticollis spencei",110,"Subspecies","Heliangelus spencei",100,"Species",31160,1
59313,"Eriocnemis vestita arcosi",110,"Subspecies","Eriocnemis vestita arcosae",110,"Subspecies",31330,1
59326,"Eriocnemis alinae",100,"Species","Eriocnemis aline",100,"Species",31460,1
59349,"Ocreatus underwoodii peruanus",110,"Subspecies","Ocreatus peruanus",100,"Species",31710,1
59350,"Ocreatus underwoodii annae",110,"Subspecies","Ocreatus addae annae",110,"Subspecies",31730,1
59351,"Ocreatus underwoodii addae",110,"Subspecies","Ocreatus addae addae",110,"Subspecies",31740,1
59364,"Sappho sparganura",100,"Species","Sappho sparganurus",100,"Species",31880,2
59365,"Sappho sparganura sparganura",110,"Subspecies","Sappho sparganurus sparganurus",110,"Subspecies",31890,1
59366,"Sappho sparganura sapho",110,"Subspecies","Sappho sparganurus sapho",110,"Subspecies",31900,1
59382,"Oxypogon guerinii cyanolaemus",110,"Subspecies","Oxypogon cyanolaemus",100,"Species",32060,1
59383,"Oxypogon guerinii lindenii",110,"Subspecies","Oxypogon lindenii",100,"Species",32070,1
59384,"Oxypogon guerinii stuebelii",110,"Subspecies","Oxypogon stuebelii",100,"Species",32080,1
59429,"Aglaiocercus kingi",100,"Species","Aglaiocercus kingii",100,"Species",32520,1
59448,"Schistes geoffroyi albogularis",110,"Subspecies","Schistes albogularis",100,"Species",32730,1
59488,"Calliphlox evelynae lyrura",110,"Subspecies","Calliphlox lyrura",100,"Species",33100,1
59546,"Stellula calliope",100,"Species","Selasphorus calliope",100,"Species",33680,1
56646,"Tauraco schuetti",100,"Species","Tauraco schuettii",100,"Species",33860,1
53234,"Chlamydotis undulata",100,"Species","Chlamydotis undulata undulata",110,"Subspecies",34470,1
