tetrad_id,country,easting,northing
HP40Q,B,447000,1201000
HP40R,B,447000,1203000
HP40S,B,447000,1205000
HP40V,B,449000,1201000
HP40W,B,449000,1203000
HP40X,B,449000,1205000
HP40Y,B,449000,1207000
HP50A,B,451000,1201000
HP50B,B,451000,1203000
HP50C,B,451000,1205000
HP50D,B,451000,1207000
HP50F,B,453000,1201000
HP50G,B,453000,1203000
HP50H,B,453000,1205000
HP50I,B,453000,1207000
HP50K,B,455000,1201000
HP50L,B,455000,1203000
HP50M,B,455000,1205000
HP50Q,B,457000,1201000
HP50R,B,457000,1203000
HP50S,B,457000,1205000
HP50T,B,457000,1207000
HP50U,B,457000,1209000
HP51Q,B,457000,1211000
HP51R,B,457000,1213000
HP51S,B,457000,1215000
HP50V,B,459000,1201000
HP50W,B,459000,1203000
HP50X,B,459000,1205000
HP50Y,B,459000,1207000
HP50Z,B,459000,1209000
HP51V,B,459000,1211000
HP51W,B,459000,1213000
HP51X,B,459000,1215000
HP51Y,B,459000,1217000
HP51Z,B,459000,1219000
HP60A,B,461000,1201000
HP60B,B,461000,1203000
HP60C,B,461000,1205000
HP60D,B,461000,1207000
HP60E,B,461000,1209000
HP61A,B,461000,1211000
HP61B,B,461000,1213000
HP61C,B,461000,1215000
HP61D,B,461000,1217000
HP61E,B,461000,1219000
HP62A,B,461000,1221000
HP60F,B,463000,1201000
HP60G,B,463000,1203000
HP60H,B,463000,1205000
HP60I,B,463000,1207000
HP60J,B,463000,1209000
HP61F,B,463000,1211000
HP61G,B,463000,1213000
HP61H,B,463000,1215000
HP61I,B,463000,1217000
HP61J,B,463000,1219000
HP60L,B,465000,1203000
HP60M,B,465000,1205000
HP60N,B,465000,1207000
HP60P,B,465000,1209000
HP61K,B,465000,1211000
HP61L,B,465000,1213000
HP61M,B,465000,1215000
HP61N,B,465000,1217000
HP60T,B,467000,1207000
HP60U,B,467000,1209000
HP61Q,B,467000,1211000
HP61R,B,467000,1213000
HP61S,B,467000,1215000
HP61T,B,467000,1217000
HT93J,B,393000,1139000
HT94F,B,393000,1141000
HT93N,B,395000,1137000
HT93P,B,395000,1139000
HT94K,B,395000,1141000
HT93T,B,397000,1137000
HT93U,B,397000,1139000
HT94Q,B,397000,1141000
HU06X,B,409000,1165000
HU16C,B,411000,1165000
HU16F,B,413000,1161000
HU15P,B,415000,1159000
HU16K,B,415000,1161000
HU16L,B,415000,1163000
HU14U,B,417000,1149000
HU15Q,B,417000,1151000
HU15R,B,417000,1153000
HU15S,B,417000,1155000
HU15T,B,417000,1157000
HU15U,B,417000,1159000
HU16Q,B,417000,1161000
HU16R,B,417000,1163000
HU14Y,B,419000,1147000
HU14Z,B,419000,1149000
HU15V,B,419000,1151000
HU15W,B,419000,1153000
HU15X,B,419000,1155000
HU15Y,B,419000,1157000
HU15Z,B,419000,1159000
HU16V,B,419000,1161000
HU16W,B,419000,1163000
HU24D,B,421000,1147000
HU24E,B,421000,1149000
HU25A,B,421000,1151000
HU25B,B,421000,1153000
HU25C,B,421000,1155000
HU25D,B,421000,1157000
HU25E,B,421000,1159000
HU27D,B,421000,1177000
HU27E,B,421000,1179000
HU28A,B,421000,1181000
HU28C,B,421000,1185000
HU24H,B,423000,1145000
HU24I,B,423000,1147000
HU24J,B,423000,1149000
HU25F,B,423000,1151000
HU25G,B,423000,1153000
HU25H,B,423000,1155000
HU25I,B,423000,1157000
HU25J,B,423000,1159000
HU27I,B,423000,1177000
HU27J,B,423000,1179000
HU28F,B,423000,1181000
HU28G,B,423000,1183000
HU28H,B,423000,1185000
HU24L,B,425000,1143000
HU24M,B,425000,1145000
HU24N,B,425000,1147000
HU24P,B,425000,1149000
HU25K,B,425000,1151000
HU25L,B,425000,1153000
HU25M,B,425000,1155000
HU25N,B,425000,1157000
HU25P,B,425000,1159000
HU27M,B,425000,1175000
HU27N,B,425000,1177000
HU27P,B,425000,1179000
HU28K,B,425000,1181000
HU28L,B,425000,1183000
HU28M,B,425000,1185000
HU24Q,B,427000,1141000
HU24R,B,427000,1143000
HU24S,B,427000,1145000
HU24T,B,427000,1147000
HU24U,B,427000,1149000
HU25Q,B,427000,1151000
HU25R,B,427000,1153000
HU25S,B,427000,1155000
HU25T,B,427000,1157000
HU25U,B,427000,1159000
HU27S,B,427000,1175000
HU27T,B,427000,1177000
HU27U,B,427000,1179000
HU28Q,B,427000,1181000
HU28R,B,427000,1183000
HU28S,B,427000,1185000
HU24V,B,429000,1141000
HU24W,B,429000,1143000
HU24X,B,429000,1145000
HU24Y,B,429000,1147000
HU24Z,B,429000,1149000
HU25V,B,429000,1151000
HU25W,B,429000,1153000
HU25X,B,429000,1155000
HU25Y,B,429000,1157000
HU25Z,B,429000,1159000
HU26V,B,429000,1161000
HU26W,B,429000,1163000
HU26X,B,429000,1165000
HU26Y,B,429000,1167000
HU27V,B,429000,1171000
HU27W,B,429000,1173000
HU27X,B,429000,1175000
HU27Y,B,429000,1177000
HU27Z,B,429000,1179000
HU28V,B,429000,1181000
HU28W,B,429000,1183000
HU28X,B,429000,1185000
HU28Y,B,429000,1187000
HU34A,B,431000,1141000
HU34B,B,431000,1143000
HU34C,B,431000,1145000
HU34D,B,431000,1147000
HU34E,B,431000,1149000
HU35A,B,431000,1151000
HU35B,B,431000,1153000
HU35C,B,431000,1155000
HU35D,B,431000,1157000
HU35E,B,431000,1159000
HU36A,B,431000,1161000
HU36B,B,431000,1163000
HU36C,B,431000,1165000
HU36D,B,431000,1167000
HU36E,B,431000,1169000
HU37A,B,431000,1171000
HU37B,B,431000,1173000
HU37C,B,431000,1175000
HU37D,B,431000,1177000
HU37E,B,431000,1179000
HU38A,B,431000,1181000
HU38B,B,431000,1183000
HU38C,B,431000,1185000
HU38D,B,431000,1187000
HU38E,B,431000,1189000
HU39A,B,431000,1191000
HU39B,B,431000,1193000
HU34F,B,433000,1141000
HU34G,B,433000,1143000
HU34H,B,433000,1145000
HU34I,B,433000,1147000
HU34J,B,433000,1149000
HU35F,B,433000,1151000
HU35G,B,433000,1153000
HU35H,B,433000,1155000
HU35I,B,433000,1157000
HU35J,B,433000,1159000
HU36F,B,433000,1161000
HU36G,B,433000,1163000
HU36H,B,433000,1165000
HU36I,B,433000,1167000
HU36J,B,433000,1169000
HU37F,B,433000,1171000
HU37G,B,433000,1173000
HU37H,B,433000,1175000
HU37I,B,433000,1177000
HU37J,B,433000,1179000
HU38F,B,433000,1181000
HU38G,B,433000,1183000
HU38H,B,433000,1185000
HU38I,B,433000,1187000
HU38J,B,433000,1189000
HU39F,B,433000,1191000
HU39G,B,433000,1193000
HU31K,B,435000,1111000
HU31L,B,435000,1113000
HU31M,B,435000,1115000
HU31N,B,435000,1117000
HU31P,B,435000,1119000
HU32K,B,435000,1121000
HU32N,B,435000,1127000
HU32P,B,435000,1129000
HU33K,B,435000,1131000
HU33L,B,435000,1133000
HU33M,B,435000,1135000
HU33N,B,435000,1137000
HU33P,B,435000,1139000
HU34K,B,435000,1141000
HU34L,B,435000,1143000
HU34M,B,435000,1145000
HU34N,B,435000,1147000
HU34P,B,435000,1149000
HU35K,B,435000,1151000
HU35L,B,435000,1153000
HU35M,B,435000,1155000
HU35N,B,435000,1157000
HU35P,B,435000,1159000
HU36K,B,435000,1161000
HU36L,B,435000,1163000
HU36M,B,435000,1165000
HU36N,B,435000,1167000
HU36P,B,435000,1169000
HU37K,B,435000,1171000
HU37L,B,435000,1173000
HU37M,B,435000,1175000
HU37N,B,435000,1177000
HU37P,B,435000,1179000
HU38K,B,435000,1181000
HU38L,B,435000,1183000
HU38M,B,435000,1185000
HU38N,B,435000,1187000
HU38P,B,435000,1189000
HU39K,B,435000,1191000
HU39L,B,435000,1193000
HU39M,B,435000,1195000
HU30U,B,437000,1109000
HU31Q,B,437000,1111000
HU31R,B,437000,1113000
HU31S,B,437000,1115000
HU31T,B,437000,1117000
HU31U,B,437000,1119000
HU32Q,B,437000,1121000
HU32R,B,437000,1123000
HU32S,B,437000,1125000
HU32T,B,437000,1127000
HU32U,B,437000,1129000
HU33Q,B,437000,1131000
HU33R,B,437000,1133000
HU33S,B,437000,1135000
HU33T,B,437000,1137000
HU33U,B,437000,1139000
HU34Q,B,437000,1141000
HU34R,B,437000,1143000
HU34S,B,437000,1145000
HU34T,B,437000,1147000
HU34U,B,437000,1149000
HU35Q,B,437000,1151000
HU35R,B,437000,1153000
HU35S,B,437000,1155000
HU35T,B,437000,1157000
HU35U,B,437000,1159000
HU36Q,B,437000,1161000
HU36R,B,437000,1163000
HU36S,B,437000,1165000
HU36T,B,437000,1167000
HU36U,B,437000,1169000
HU37Q,B,437000,1171000
HU37R,B,437000,1173000
HU37S,B,437000,1175000
HU37T,B,437000,1177000
HU37U,B,437000,1179000
HU38Q,B,437000,1181000
HU38R,B,437000,1183000
HU38S,B,437000,1185000
HU38T,B,437000,1187000
HU38U,B,437000,1189000
HU39Q,B,437000,1191000
HU39R,B,437000,1193000
HU39S,B,437000,1195000
HU39T,B,437000,1197000
HU30Y,B,439000,1107000
HU30Z,B,439000,1109000
HU31V,B,439000,1111000
HU31W,B,439000,1113000
HU31X,B,439000,1115000
HU31Y,B,439000,1117000
HU31Z,B,439000,1119000
HU32V,B,439000,1121000
HU32W,B,439000,1123000
HU32X,B,439000,1125000
HU32Y,B,439000,1127000
HU32Z,B,439000,1129000
HU33V,B,439000,1131000
HU33W,B,439000,1133000
HU33X,B,439000,1135000
HU33Y,B,439000,1137000
HU33Z,B,439000,1139000
HU34V,B,439000,1141000
HU34W,B,439000,1143000
HU34X,B,439000,1145000
HU34Y,B,439000,1147000
HU34Z,B,439000,1149000
HU35V,B,439000,1151000
HU35W,B,439000,1153000
HU35X,B,439000,1155000
HU35Y,B,439000,1157000
HU35Z,B,439000,1159000
HU36V,B,439000,1161000
HU36W,B,439000,1163000
HU36X,B,439000,1165000
HU36Y,B,439000,1167000
HU36Z,B,439000,1169000
HU37V,B,439000,1171000
HU37W,B,439000,1173000
HU37X,B,439000,1175000
HU37Y,B,439000,1177000
HU37Z,B,439000,1179000
HU38V,B,439000,1181000
HU38W,B,439000,1183000
HU38X,B,439000,1185000
HU38Z,B,439000,1189000
HU39V,B,439000,1191000
HU39W,B,439000,1193000
HU39X,B,439000,1195000
HU39Y,B,439000,1197000
HU40D,B,441000,1107000
HU40E,B,441000,1109000
HU41A,B,441000,1111000
HU41B,B,441000,1113000
HU41C,B,441000,1115000
HU41D,B,441000,1117000
HU41E,B,441000,1119000
HU42A,B,441000,1121000
HU42B,B,441000,1123000
HU42C,B,441000,1125000
HU42D,B,441000,1127000
HU42E,B,441000,1129000
HU43A,B,441000,1131000
HU43B,B,441000,1133000
HU43C,B,441000,1135000
HU43D,B,441000,1137000
HU43E,B,441000,1139000
HU44A,B,441000,1141000
HU44B,B,441000,1143000
HU44C,B,441000,1145000
HU44D,B,441000,1147000
HU44E,B,441000,1149000
HU45A,B,441000,1151000
HU45B,B,441000,1153000
HU45C,B,441000,1155000
HU45D,B,441000,1157000
HU45E,B,441000,1159000
HU46A,B,441000,1161000
HU46B,B,441000,1163000
HU46C,B,441000,1165000
HU46D,B,441000,1167000
HU46E,B,441000,1169000
HU47A,B,441000,1171000
HU47B,B,441000,1173000
HU47C,B,441000,1175000
HU47D,B,441000,1177000
HU47E,B,441000,1179000
HU48A,B,441000,1181000
HU48D,B,441000,1187000
HU48E,B,441000,1189000
HU42F,B,443000,1121000
HU42G,B,443000,1123000
HU42H,B,443000,1125000
HU42I,B,443000,1127000
HU42J,B,443000,1129000
HU43F,B,443000,1131000
HU43G,B,443000,1133000
HU43H,B,443000,1135000
HU43I,B,443000,1137000
HU43J,B,443000,1139000
HU44F,B,443000,1141000
HU44G,B,443000,1143000
HU44H,B,443000,1145000
HU44I,B,443000,1147000
HU44J,B,443000,1149000
HU45F,B,443000,1151000
HU45G,B,443000,1153000
HU45H,B,443000,1155000
HU45I,B,443000,1157000
HU45J,B,443000,1159000
HU46F,B,443000,1161000
HU46G,B,443000,1163000
HU46H,B,443000,1165000
HU46I,B,443000,1167000
HU46J,B,443000,1169000
HU47F,B,443000,1171000
HU47G,B,443000,1173000
HU47H,B,443000,1175000
HU47I,B,443000,1177000
HU47J,B,443000,1179000
HU48F,B,443000,1181000
HU48I,B,443000,1187000
HU48J,B,443000,1189000
HU49F,B,443000,1191000
HU49G,B,443000,1193000
HU42K,B,445000,1121000
HU42L,B,445000,1123000
HU42M,B,445000,1125000
HU42P,B,445000,1129000
HU43K,B,445000,1131000
HU43L,B,445000,1133000
HU43M,B,445000,1135000
HU43N,B,445000,1137000
HU43P,B,445000,1139000
HU44K,B,445000,1141000
HU44L,B,445000,1143000
HU44M,B,445000,1145000
HU44N,B,445000,1147000
HU44P,B,445000,1149000
HU45K,B,445000,1151000
HU45L,B,445000,1153000
HU45M,B,445000,1155000
HU45N,B,445000,1157000
HU45P,B,445000,1159000
HU46K,B,445000,1161000
HU46L,B,445000,1163000
HU46M,B,445000,1165000
HU46N,B,445000,1167000
HU46P,B,445000,1169000
HU47K,B,445000,1171000
HU47L,B,445000,1173000
HU47M,B,445000,1175000
HU47N,B,445000,1177000
HU47P,B,445000,1179000
HU48K,B,445000,1181000
HU48L,B,445000,1183000
HU48M,B,445000,1185000
HU48N,B,445000,1187000
HU48P,B,445000,1189000
HU49K,B,445000,1191000
HU49L,B,445000,1193000
HU49M,B,445000,1195000
HU49N,B,445000,1197000
HU42R,B,447000,1123000
HU42S,B,447000,1125000
HU42T,B,447000,1127000
HU42U,B,447000,1129000
HU43T,B,447000,1137000
HU43U,B,447000,1139000
HU44Q,B,447000,1141000
HU44R,B,447000,1143000
HU44S,B,447000,1145000
HU44T,B,447000,1147000
HU44U,B,447000,1149000
HU45Q,B,447000,1151000
HU45R,B,447000,1153000
HU45S,B,447000,1155000
HU45T,B,447000,1157000
HU45U,B,447000,1159000
HU46Q,B,447000,1161000
HU46R,B,447000,1163000
HU46S,B,447000,1165000
HU46T,B,447000,1167000
HU46U,B,447000,1169000
HU47Q,B,447000,1171000
HU47R,B,447000,1173000
HU47S,B,447000,1175000
HU47T,B,447000,1177000
HU47U,B,447000,1179000
HU48Q,B,447000,1181000
HU48R,B,447000,1183000
HU48S,B,447000,1185000
HU48T,B,447000,1187000
HU48U,B,447000,1189000
HU49Q,B,447000,1191000
HU49R,B,447000,1193000
HU49S,B,447000,1195000
HU49T,B,447000,1197000
HU49U,B,447000,1199000
HU43Y,B,449000,1137000
HU43Z,B,449000,1139000
HU44V,B,449000,1141000
HU44W,B,449000,1143000
HU44X,B,449000,1145000
HU44Y,B,449000,1147000
HU45V,B,449000,1151000
HU45W,B,449000,1153000
HU45X,B,449000,1155000
HU45Y,B,449000,1157000
HU45Z,B,449000,1159000
HU46V,B,449000,1161000
HU46W,B,449000,1163000
HU46X,B,449000,1165000
HU46Y,B,449000,1167000
HU46Z,B,449000,1169000
HU47V,B,449000,1171000
HU47W,B,449000,1173000
HU47Y,B,449000,1177000
HU47Z,B,449000,1179000
HU48V,B,449000,1181000
HU48W,B,449000,1183000
HU48X,B,449000,1185000
HU48Y,B,449000,1187000
HU48Z,B,449000,1189000
HU49V,B,449000,1191000
HU49W,B,449000,1193000
HU49X,B,449000,1195000
HU49Y,B,449000,1197000
HU49Z,B,449000,1199000
HU53C,B,451000,1135000
HU53D,B,451000,1137000
HU53E,B,451000,1139000
HU54A,B,451000,1141000
HU54B,B,451000,1143000
HU54C,B,451000,1145000
HU55A,B,451000,1151000
HU55B,B,451000,1153000
HU55C,B,451000,1155000
HU55D,B,451000,1157000
HU55E,B,451000,1159000
HU56A,B,451000,1161000
HU56B,B,451000,1163000
HU56C,B,451000,1165000
HU56D,B,451000,1167000
HU56E,B,451000,1169000
HU57A,B,451000,1171000
HU57B,B,451000,1173000
HU57C,B,451000,1175000
HU57E,B,451000,1179000
HU58A,B,451000,1181000
HU58B,B,451000,1183000
HU58C,B,451000,1185000
HU58D,B,451000,1187000
HU58E,B,451000,1189000
HU59A,B,451000,1191000
HU59B,B,451000,1193000
HU59C,B,451000,1195000
HU59D,B,451000,1197000
HU59E,B,451000,1199000
HU53J,B,453000,1139000
HU54F,B,453000,1141000
HU54G,B,453000,1143000
HU55G,B,453000,1153000
HU56F,B,453000,1161000
HU56G,B,453000,1163000
HU56H,B,453000,1165000
HU56I,B,453000,1167000
HU57G,B,453000,1173000
HU57H,B,453000,1175000
HU57J,B,453000,1179000
HU58F,B,453000,1181000
HU58G,B,453000,1183000
HU58H,B,453000,1185000
HU58I,B,453000,1187000
HU58J,B,453000,1189000
HU59F,B,453000,1191000
HU59G,B,453000,1193000
HU59H,B,453000,1195000
HU59I,B,453000,1197000
HU59J,B,453000,1199000
HU53P,B,455000,1139000
HU54K,B,455000,1141000
HU56K,B,455000,1161000
HU56L,B,455000,1163000
HU56M,B,455000,1165000
HU58M,B,455000,1185000
HU58N,B,455000,1187000
HU58P,B,455000,1189000
HU59K,B,455000,1191000
HU59L,B,455000,1193000
HU59M,B,455000,1195000
HU59N,B,455000,1197000
HU59P,B,455000,1199000
HU56Q,B,457000,1161000
HU56R,B,457000,1163000
HU56S,B,457000,1165000
HU56T,B,457000,1167000
HU59Q,B,457000,1191000
HU59R,B,457000,1193000
HU59S,B,457000,1195000
HU59T,B,457000,1197000
HU59U,B,457000,1199000
HU56W,B,459000,1163000
HU56X,B,459000,1165000
HU56Y,B,459000,1167000
HU58Y,B,459000,1187000
HU58Z,B,459000,1189000
HU59V,B,459000,1191000
HU59W,B,459000,1193000
HU59X,B,459000,1195000
HU59Y,B,459000,1197000
HU59Z,B,459000,1199000
HU66A,B,461000,1161000
HU66B,B,461000,1163000
HU66C,B,461000,1165000
HU66D,B,461000,1167000
HU68D,B,461000,1187000
HU68E,B,461000,1189000
HU69A,B,461000,1191000
HU69B,B,461000,1193000
HU69C,B,461000,1195000
HU69D,B,461000,1197000
HU69E,B,461000,1199000
HU66G,B,463000,1163000
HU68I,B,463000,1187000
HU68J,B,463000,1189000
HU69F,B,463000,1191000
HU69G,B,463000,1193000
HU69H,B,463000,1195000
HU69I,B,463000,1197000
HU69J,B,463000,1199000
HU66P,B,465000,1169000
HU68N,B,465000,1187000
HU68P,B,465000,1189000
HU69K,B,465000,1191000
HU69L,B,465000,1193000
HU69M,B,465000,1195000
HU66U,B,467000,1169000
HU67Q,B,467000,1171000
HU67R,B,467000,1173000
HU68T,B,467000,1187000
HU68U,B,467000,1189000
HU69Q,B,467000,1191000
HU69R,B,467000,1193000
HU67V,B,469000,1171000
HU67W,B,469000,1173000
HU77A,B,471000,1171000
HW62E,B,161000,1029000
HW63A,B,161000,1031000
HW63F,B,163000,1031000
HW73W,B,179000,1033000
HW83A,B,181000,1031000
HW83B,B,181000,1033000
HX51T,B,257000,1017000
HX51U,B,257000,1019000
HX62C,B,261000,1025000
HX62H,B,263000,1025000
HY10Q,B,317000,1001000
HY10V,B,319000,1001000
HY10W,B,319000,1003000
HY10X,B,319000,1005000
HY20A,B,321000,1001000
HY20B,B,321000,1003000
HY20C,B,321000,1005000
HY20E,B,321000,1009000
HY21A,B,321000,1011000
HY21B,B,321000,1013000
HY21C,B,321000,1015000
HY21D,B,321000,1017000
HY20F,B,323000,1001000
HY20G,B,323000,1003000
HY20H,B,323000,1005000
HY20I,B,323000,1007000
HY20J,B,323000,1009000
HY21F,B,323000,1011000
HY21G,B,323000,1013000
HY21H,B,323000,1015000
HY21I,B,323000,1017000
HY21J,B,323000,1019000
HY22F,B,323000,1021000
HY22G,B,323000,1023000
HY22H,B,323000,1025000
HY22I,B,323000,1027000
HY22J,B,323000,1029000
HY20K,B,325000,1001000
HY20L,B,325000,1003000
HY20M,B,325000,1005000
HY20N,B,325000,1007000
HY20P,B,325000,1009000
HY21K,B,325000,1011000
HY21L,B,325000,1013000
HY21M,B,325000,1015000
HY21N,B,325000,1017000
HY21P,B,325000,1019000
HY22K,B,325000,1021000
HY22L,B,325000,1023000
HY22M,B,325000,1025000
HY22N,B,325000,1027000
HY22P,B,325000,1029000
HY20Q,B,327000,1001000
HY20R,B,327000,1003000
HY20S,B,327000,1005000
HY20T,B,327000,1007000
HY20U,B,327000,1009000
HY21Q,B,327000,1011000
HY21R,B,327000,1013000
HY21S,B,327000,1015000
HY21T,B,327000,1017000
HY21U,B,327000,1019000
HY22Q,B,327000,1021000
HY22R,B,327000,1023000
HY22S,B,327000,1025000
HY22T,B,327000,1027000
HY22U,B,327000,1029000
HY20V,B,329000,1001000
HY20X,B,329000,1005000
HY20Y,B,329000,1007000
HY20Z,B,329000,1009000
HY21V,B,329000,1011000
HY21W,B,329000,1013000
HY21X,B,329000,1015000
HY21Y,B,329000,1017000
HY21Z,B,329000,1019000
HY22V,B,329000,1021000
HY22W,B,329000,1023000
HY22X,B,329000,1025000
HY22Y,B,329000,1027000
HY22Z,B,329000,1029000
HY23V,B,329000,1031000
HY30B,B,331000,1003000
HY30C,B,331000,1005000
HY30D,B,331000,1007000
HY30E,B,331000,1009000
HY31A,B,331000,1011000
HY31B,B,331000,1013000
HY31C,B,331000,1015000
HY31D,B,331000,1017000
HY31E,B,331000,1019000
HY32A,B,331000,1021000
HY32B,B,331000,1023000
HY32C,B,331000,1025000
HY32D,B,331000,1027000
HY32E,B,331000,1029000
HY33A,B,331000,1031000
HY30F,B,333000,1001000
HY30G,B,333000,1003000
HY30H,B,333000,1005000
HY30I,B,333000,1007000
HY30J,B,333000,1009000
HY31F,B,333000,1011000
HY31G,B,333000,1013000
HY31H,B,333000,1015000
HY31I,B,333000,1017000
HY31J,B,333000,1019000
HY32F,B,333000,1021000
HY32G,B,333000,1023000
HY32H,B,333000,1025000
HY32I,B,333000,1027000
HY32J,B,333000,1029000
HY30K,B,335000,1001000
HY30L,B,335000,1003000
HY30M,B,335000,1005000
HY30N,B,335000,1007000
HY30P,B,335000,1009000
HY31K,B,335000,1011000
HY31L,B,335000,1013000
HY31M,B,335000,1015000
HY31N,B,335000,1017000
HY31P,B,335000,1019000
HY32K,B,335000,1021000
HY32L,B,335000,1023000
HY32M,B,335000,1025000
HY32N,B,335000,1027000
HY32P,B,335000,1029000
HY30S,B,337000,1005000
HY30T,B,337000,1007000
HY30U,B,337000,1009000
HY31Q,B,337000,1011000
HY31R,B,337000,1013000
HY31S,B,337000,1015000
HY31T,B,337000,1017000
HY31U,B,337000,1019000
HY32Q,B,337000,1021000
HY32R,B,337000,1023000
HY32S,B,337000,1025000
HY32T,B,337000,1027000
HY32U,B,337000,1029000
HY33Q,B,337000,1031000
HY33R,B,337000,1033000
HY33S,B,337000,1035000
HY30X,B,339000,1005000
HY30Y,B,339000,1007000
HY30Z,B,339000,1009000
HY31V,B,339000,1011000
HY31W,B,339000,1013000
HY31X,B,339000,1015000
HY31Y,B,339000,1017000
HY31Z,B,339000,1019000
HY32V,B,339000,1021000
HY32W,B,339000,1023000
HY32X,B,339000,1025000
HY32Y,B,339000,1027000
HY32Z,B,339000,1029000
HY33V,B,339000,1031000
HY33W,B,339000,1033000
HY33X,B,339000,1035000
HY34Z,B,339000,1049000
HY35V,B,339000,1051000
HY40D,B,341000,1007000
HY40E,B,341000,1009000
HY41A,B,341000,1011000
HY41B,B,341000,1013000
HY41C,B,341000,1015000
HY41D,B,341000,1017000
HY41E,B,341000,1019000
HY42A,B,341000,1021000
HY42B,B,341000,1023000
HY42C,B,341000,1025000
HY42D,B,341000,1027000
HY42E,B,341000,1029000
HY43A,B,341000,1031000
HY43B,B,341000,1033000
HY43C,B,341000,1035000
HY44B,B,341000,1043000
HY44C,B,341000,1045000
HY44D,B,341000,1047000
HY44E,B,341000,1049000
HY40I,B,343000,1007000
HY40J,B,343000,1009000
HY41F,B,343000,1011000
HY41G,B,343000,1013000
HY41H,B,343000,1015000
HY41I,B,343000,1017000
HY41J,B,343000,1019000
HY42F,B,343000,1021000
HY42G,B,343000,1023000
HY42H,B,343000,1025000
HY42I,B,343000,1027000
HY42J,B,343000,1029000
HY43F,B,343000,1031000
HY43G,B,343000,1033000
HY44F,B,343000,1041000
HY44G,B,343000,1043000
HY44H,B,343000,1045000
HY44I,B,343000,1047000
HY44J,B,343000,1049000
HY45F,B,343000,1051000
HY40L,B,345000,1003000
HY40M,B,345000,1005000
HY40N,B,345000,1007000
HY40P,B,345000,1009000
HY41K,B,345000,1011000
HY41L,B,345000,1013000
HY41P,B,345000,1019000
HY42K,B,345000,1021000
HY42L,B,345000,1023000
HY42M,B,345000,1025000
HY42N,B,345000,1027000
HY42P,B,345000,1029000
HY43K,B,345000,1031000
HY43L,B,345000,1033000
HY43P,B,345000,1039000
HY44K,B,345000,1041000
HY44L,B,345000,1043000
HY44M,B,345000,1045000
HY44N,B,345000,1047000
HY44P,B,345000,1049000
HY45K,B,345000,1051000
HY45L,B,345000,1053000
HY40Q,B,347000,1001000
HY40R,B,347000,1003000
HY40S,B,347000,1005000
HY40T,B,347000,1007000
HY40U,B,347000,1009000
HY41Q,B,347000,1011000
HY41R,B,347000,1013000
HY41S,B,347000,1015000
HY41T,B,347000,1017000
HY41U,B,347000,1019000
HY42Q,B,347000,1021000
HY42T,B,347000,1027000
HY42U,B,347000,1029000
HY43Q,B,347000,1031000
HY43R,B,347000,1033000
HY44R,B,347000,1043000
HY44S,B,347000,1045000
HY44T,B,347000,1047000
HY45Q,B,347000,1051000
HY45R,B,347000,1053000
HY40V,B,349000,1001000
HY40W,B,349000,1003000
HY40X,B,349000,1005000
HY40Y,B,349000,1007000
HY40Z,B,349000,1009000
HY41V,B,349000,1011000
HY41W,B,349000,1013000
HY41X,B,349000,1015000
HY41Y,B,349000,1017000
HY41Z,B,349000,1019000
HY42V,B,349000,1021000
HY43V,B,349000,1031000
HY43Y,B,349000,1037000
HY43Z,B,349000,1039000
HY44V,B,349000,1041000
HY44W,B,349000,1043000
HY44X,B,349000,1045000
HY44Y,B,349000,1047000
HY44Z,B,349000,1049000
HY45V,B,349000,1051000
HY45W,B,349000,1053000
HY45X,B,349000,1055000
HY50A,B,351000,1001000
HY50B,B,351000,1003000
HY50C,B,351000,1005000
HY50D,B,351000,1007000
HY50E,B,351000,1009000
HY51A,B,351000,1011000
HY51C,B,351000,1015000
HY51D,B,351000,1017000
HY51E,B,351000,1019000
HY52A,B,351000,1021000
HY53C,B,351000,1035000
HY53D,B,351000,1037000
HY53E,B,351000,1039000
HY54A,B,351000,1041000
HY54B,B,351000,1043000
HY54C,B,351000,1045000
HY54E,B,351000,1049000
HY55A,B,351000,1051000
HY55B,B,351000,1053000
HY55C,B,351000,1055000
HY50F,B,353000,1001000
HY50G,B,353000,1003000
HY50H,B,353000,1005000
HY50I,B,353000,1007000
HY50J,B,353000,1009000
HY51F,B,353000,1011000
HY51G,B,353000,1013000
HY51H,B,353000,1015000
HY51I,B,353000,1017000
HY51J,B,353000,1019000
HY52F,B,353000,1021000
HY52G,B,353000,1023000
HY52I,B,353000,1027000
HY53F,B,353000,1031000
HY53G,B,353000,1033000
HY53H,B,353000,1035000
HY53I,B,353000,1037000
HY53J,B,353000,1039000
HY54F,B,353000,1041000
HY50K,B,355000,1001000
HY50L,B,355000,1003000
HY50M,B,355000,1005000
HY50N,B,355000,1007000
HY50P,B,355000,1009000
HY51K,B,355000,1011000
HY51L,B,355000,1013000
HY52K,B,355000,1021000
HY52L,B,355000,1023000
HY52N,B,355000,1027000
HY52P,B,355000,1029000
HY53K,B,355000,1031000
HY53L,B,355000,1033000
HY53M,B,355000,1035000
HY53N,B,355000,1037000
HY53P,B,355000,1039000
HY54K,B,355000,1041000
HY50R,B,357000,1003000
HY50S,B,357000,1005000
HY50T,B,357000,1007000
HY50U,B,357000,1009000
HY52U,B,357000,1029000
HY53Q,B,357000,1031000
HY53R,B,357000,1033000
HY53S,B,357000,1035000
