"MASTER_TAXON_ID","SCIENTIFIC_NAME","ENGLISH_NAME","TAXON_RANK_ID","TAXON_RANK_NAME","SORT_ORDER","ALT_INT_NAME","CBC_CODE"
0,"Unknown species","Unknown species",140,"n/a",10,"",""
50001,"Aves","",20,"Class",20,"",""
50197,"Struthioniformes","",40,"Order",30,"",""
50198,"Struthionidae","Ostriches",60,"Family",40,"",""
50199,"Struthio","",80,"Genus",50,"",""
1350,"Struthio camelus","Common Ostrich",100,"Species",60,"",""
50200,"Struthio camelus syriacus","",110,"Subspecies",70,"",""
50201,"Struthio camelus camelus","",110,"Subspecies",80,"",""
50202,"Struthio camelus massaicus","",110,"Subspecies",90,"",""
50203,"Struthio camelus australis","",110,"Subspecies",100,"",""
50204,"Struthio molybdophanes","Somali Ostrich",100,"Species",110,"",""
50205,"Rheiformes","",40,"Order",120,"",""
50206,"Rheidae","Rheas",60,"Family",130,"",""
50207,"Rhea","",80,"Genus",140,"",""
50208,"Rhea americana","Greater Rhea",100,"Species",150,"",""
50209,"Rhea americana americana","",110,"Subspecies",160,"",""
50210,"Rhea americana intermedia","",110,"Subspecies",170,"",""
50211,"Rhea americana nobilis","",110,"Subspecies",180,"",""
50212,"Rhea americana araneipes","",110,"Subspecies",190,"",""
50213,"Rhea americana albescens","",110,"Subspecies",200,"",""
50214,"Rhea pennata","Lesser Rhea",100,"Species",210,"",""
50215,"Rhea pennata garleppi","",110,"Subspecies",220,"",""
50216,"Rhea pennata tarapacensis","",110,"Subspecies",230,"",""
50217,"Rhea pennata pennata","",110,"Subspecies",240,"",""
50232,"Apterygiformes","",40,"Order",250,"",""
50233,"Apterygidae","Kiwis",60,"Family",260,"",""
50234,"Apteryx","",80,"Genus",270,"",""
83441,"Apteryx australis/mantelli","Southern/North Island Brown Kiwi",90,"Subgenus (non-standard)",280,"",""
50235,"Apteryx australis","Southern Brown Kiwi",100,"Species",290,"",""
50236,"Apteryx australis australis","",110,"Subspecies",300,"",""
50237,"Apteryx australis lawryi","",110,"Subspecies",310,"",""
50238,"Apteryx mantelli","North Island Brown Kiwi",100,"Species",320,"",""
50239,"Apteryx rowi","Okarito Kiwi",100,"Species",330,"",""
50240,"Apteryx owenii","Little Spotted Kiwi",100,"Species",340,"",""
50241,"Apteryx haastii","Great Spotted Kiwi",100,"Species",350,"",""
50218,"Casuariiformes","",40,"Order",360,"",""
50219,"Casuariidae","Cassowaries and Emu",60,"Family",370,"",""
50220,"Casuarius","",80,"Genus",380,"",""
50221,"Casuarius casuarius","Southern Cassowary",100,"Species",390,"",""
50222,"Casuarius bennetti","Dwarf Cassowary",100,"Species",400,"",""
84312,"Casuarius bennetti westermanni","",110,"Subspecies",410,"",""
84313,"Casuarius bennetti bennetti","",110,"Subspecies",420,"",""
50223,"Casuarius unappendiculatus","Northern Cassowary",100,"Species",430,"",""
50225,"Dromaius","",80,"Genus",440,"",""
50226,"Dromaius novaehollandiae","Emu",100,"Species",450,"",""
50228,"Dromaius novaehollandiae novaehollandiae","",110,"Subspecies",460,"",""
50229,"Dromaius novaehollandiae diemenensis","",110,"Subspecies",470,"",""
50230,"Dromaius novaehollandiae minor","",110,"Subspecies",480,"",""
50231,"Dromaius novaehollandiae baudinianus","",110,"Subspecies",490,"",""
50013,"Tinamiformes","",40,"Order",500,"",""
50014,"Tinamidae","Tinamous",60,"Family",510,"",""
50015,"Tinamus","",80,"Genus",520,"",""
50016,"Tinamus tao","Grey Tinamou",100,"Species",530,"",""
50017,"Tinamus tao larensis","",110,"Subspecies",540,"",""
50018,"Tinamus tao septentrionalis","",110,"Subspecies",550,"",""
50019,"Tinamus tao tao","",110,"Subspecies",560,"",""
50020,"Tinamus tao kleei","",110,"Subspecies",570,"",""
50021,"Tinamus solitarius","Solitary Tinamou",100,"Species",580,"",""
50024,"Tinamus osgoodi","Black Tinamou",100,"Species",590,"",""
50025,"Tinamus osgoodi hershkovitzi","",110,"Subspecies",600,"",""
50026,"Tinamus osgoodi osgoodi","",110,"Subspecies",610,"",""
50027,"Tinamus major","Great Tinamou",100,"Species",620,"",""
50028,"Tinamus major robustus","",110,"Subspecies",630,"",""
50029,"Tinamus major percautus","",110,"Subspecies",640,"",""
50030,"Tinamus major fuscipennis","",110,"Subspecies",650,"",""
50031,"Tinamus major brunneiventris","",110,"Subspecies",660,"",""
50032,"Tinamus major castaneiceps","",110,"Subspecies",670,"",""
50033,"Tinamus major saturatus","",110,"Subspecies",680,"",""
50034,"Tinamus major zuliensis","",110,"Subspecies",690,"",""
50035,"Tinamus major latifrons","",110,"Subspecies",700,"",""
50036,"Tinamus major major","",110,"Subspecies",710,"",""
50037,"Tinamus major serratus","",110,"Subspecies",720,"",""
50038,"Tinamus major olivascens","",110,"Subspecies",730,"",""
50039,"Tinamus major peruvianus","",110,"Subspecies",740,"",""
50040,"Tinamus guttatus","White-throated Tinamou",100,"Species",750,"",""
50041,"Nothocercus","",80,"Genus",760,"",""
50042,"Nothocercus bonapartei","Highland Tinamou",100,"Species",770,"",""
50043,"Nothocercus bonapartei frantzii","",110,"Subspecies",780,"",""
50044,"Nothocercus bonapartei bonapartei","",110,"Subspecies",790,"",""
50045,"Nothocercus bonapartei intercedens","",110,"Subspecies",800,"",""
50046,"Nothocercus bonapartei discrepans","",110,"Subspecies",810,"",""
50047,"Nothocercus bonapartei plumbeiceps","",110,"Subspecies",820,"",""
50048,"Nothocercus julius","Tawny-breasted Tinamou",100,"Species",830,"",""
50049,"Nothocercus nigrocapillus","Hooded Tinamou",100,"Species",840,"",""
50050,"Nothocercus nigrocapillus cadwaladeri","",110,"Subspecies",850,"",""
50051,"Nothocercus nigrocapillus nigrocapillus","",110,"Subspecies",860,"",""
50052,"Crypturellus","",80,"Genus",870,"",""
50053,"Crypturellus berlepschi","Berlepsch's Tinamou",100,"Species",880,"",""
50054,"Crypturellus cinereus","Cinereous Tinamou",100,"Species",890,"",""
50055,"Crypturellus soui","Little Tinamou",100,"Species",900,"",""
50056,"Crypturellus soui meserythrus","",110,"Subspecies",910,"",""
50057,"Crypturellus soui modestus","",110,"Subspecies",920,"",""
50058,"Crypturellus soui capnodes","",110,"Subspecies",930,"",""
50059,"Crypturellus soui poliocephalus","",110,"Subspecies",940,"",""
50060,"Crypturellus soui panamensis","",110,"Subspecies",950,"",""
50061,"Crypturellus soui mustelinus","",110,"Subspecies",960,"",""
50062,"Crypturellus soui soui","",110,"Subspecies",970,"",""
50063,"Crypturellus soui andrei","",110,"Subspecies",980,"",""
50064,"Crypturellus soui caucae","",110,"Subspecies",990,"",""
50065,"Crypturellus soui harterti","",110,"Subspecies",1000,"",""
50066,"Crypturellus soui caquetae","",110,"Subspecies",1010,"",""
50067,"Crypturellus soui nigriceps","",110,"Subspecies",1020,"",""
50068,"Crypturellus soui albigularis","",110,"Subspecies",1030,"",""
50069,"Crypturellus soui inconspicuus","",110,"Subspecies",1040,"",""
50070,"Crypturellus ptaritepui","Tepui Tinamou",100,"Species",1050,"",""
50071,"Crypturellus obsoletus","Brown Tinamou",100,"Species",1060,"",""
50072,"Crypturellus obsoletus cerviniventris","",110,"Subspecies",1070,"",""
50073,"Crypturellus obsoletus knoxi","",110,"Subspecies",1080,"",""
50074,"Crypturellus obsoletus castaneus","",110,"Subspecies",1090,"",""
50075,"Crypturellus obsoletus ochraceiventris","",110,"Subspecies",1100,"",""
50076,"Crypturellus obsoletus traylori","",110,"Subspecies",1110,"",""
50077,"Crypturellus obsoletus punensis","",110,"Subspecies",1120,"",""
50078,"Crypturellus obsoletus griseiventris","",110,"Subspecies",1130,"",""
50079,"Crypturellus obsoletus hypochraceus","",110,"Subspecies",1140,"",""
50080,"Crypturellus obsoletus obsoletus","",110,"Subspecies",1150,"",""
50081,"Crypturellus undulatus","Undulated Tinamou",100,"Species",1160,"",""
50082,"Crypturellus undulatus manapiare","",110,"Subspecies",1170,"",""
50083,"Crypturellus undulatus simplex","",110,"Subspecies",1180,"",""
50084,"Crypturellus undulatus yapura","",110,"Subspecies",1190,"",""
50085,"Crypturellus undulatus adspersus","",110,"Subspecies",1200,"",""
50086,"Crypturellus undulatus vermiculatus","",110,"Subspecies",1210,"",""
50087,"Crypturellus undulatus undulatus","",110,"Subspecies",1220,"",""
50088,"Crypturellus transfasciatus","Pale-browed Tinamou",100,"Species",1230,"",""
50089,"Crypturellus strigulosus","Brazilian Tinamou",100,"Species",1240,"",""
50090,"Crypturellus duidae","Grey-legged Tinamou",100,"Species",1250,"",""
50091,"Crypturellus erythropus","Red-legged Tinamou",100,"Species",1260,"",""
50092,"Crypturellus erythropus cursitans","",110,"Subspecies",1270,"",""
50093,"Crypturellus erythropus idoneus","",110,"Subspecies",1280,"",""
50094,"Crypturellus erythropus columbianus","",110,"Subspecies",1290,"",""
50095,"Crypturellus erythropus saltuarius","",110,"Subspecies",1300,"",""
50096,"Crypturellus erythropus spencei","",110,"Subspecies",1310,"",""
50097,"Crypturellus erythropus margaritae","",110,"Subspecies",1320,"",""
50098,"Crypturellus erythropus erythropus","",110,"Subspecies",1330,"",""
50099,"Crypturellus noctivagus","Yellow-legged Tinamou",100,"Species",1340,"",""
50100,"Crypturellus noctivagus zabele","",110,"Subspecies",1350,"",""
50101,"Crypturellus noctivagus noctivagus","",110,"Subspecies",1360,"",""
50102,"Crypturellus atrocapillus","Black-capped Tinamou",100,"Species",1370,"",""
50103,"Crypturellus atrocapillus atrocapillus","",110,"Subspecies",1380,"",""
50104,"Crypturellus atrocapillus garleppi","",110,"Subspecies",1390,"",""
50105,"Crypturellus cinnamomeus","Thicket Tinamou",100,"Species",1400,"",""
50106,"Crypturellus cinnamomeus occidentalis","",110,"Subspecies",1410,"",""
50107,"Crypturellus cinnamomeus mexicanus","",110,"Subspecies",1420,"",""
50108,"Crypturellus cinnamomeus soconuscensis","",110,"Subspecies",1430,"",""
50109,"Crypturellus cinnamomeus vicinior","",110,"Subspecies",1440,"",""
50110,"Crypturellus cinnamomeus sallaei","",110,"Subspecies",1450,"",""
50111,"Crypturellus cinnamomeus goldmani","",110,"Subspecies",1460,"",""
50112,"Crypturellus cinnamomeus cinnamomeus","",110,"Subspecies",1470,"",""
50113,"Crypturellus cinnamomeus delattrii","",110,"Subspecies",1480,"",""
50114,"Crypturellus cinnamomeus praepes","",110,"Subspecies",1490,"",""
50115,"Crypturellus boucardi","Slaty-breasted Tinamou",100,"Species",1500,"",""
50116,"Crypturellus boucardi boucardi","",110,"Subspecies",1510,"",""
50117,"Crypturellus boucardi costaricensis","",110,"Subspecies",1520,"",""
50118,"Crypturellus kerriae","Choco Tinamou",100,"Species",1530,"",""
50119,"Crypturellus variegatus","Variegated Tinamou",100,"Species",1540,"",""
50120,"Crypturellus brevirostris","Rusty Tinamou",100,"Species",1550,"",""
50121,"Crypturellus bartletti","Bartlett's Tinamou",100,"Species",1560,"",""
50122,"Crypturellus parvirostris","Small-billed Tinamou",100,"Species",1570,"",""
50123,"Crypturellus casiquiare","Barred Tinamou",100,"Species",1580,"",""
50124,"Crypturellus tataupa","Tataupa Tinamou",100,"Species",1590,"",""
50125,"Crypturellus tataupa inops","",110,"Subspecies",1600,"",""
50126,"Crypturellus tataupa lepidotus","",110,"Subspecies",1610,"",""
50127,"Crypturellus tataupa peruvianus","",110,"Subspecies",1620,"",""
50128,"Crypturellus tataupa tataupa","",110,"Subspecies",1630,"",""
50129,"Rhynchotus","",80,"Genus",1640,"",""
50130,"Rhynchotus rufescens","Red-winged Tinamou",100,"Species",1650,"",""
50131,"Rhynchotus rufescens catingae","",110,"Subspecies",1660,"",""
50132,"Rhynchotus rufescens pallescens","",110,"Subspecies",1670,"",""
50133,"Rhynchotus rufescens rufescens","",110,"Subspecies",1680,"",""
50134,"Rhynchotus maculicollis","Huayco Tinamou",100,"Species",1690,"",""
50135,"Nothoprocta","",80,"Genus",1700,"",""
50136,"Nothoprocta taczanowskii","Taczanowski's Tinamou",100,"Species",1710,"",""
50137,"Nothoprocta ornata","Ornate Tinamou",100,"Species",1720,"",""
50138,"Nothoprocta ornata branickii","",110,"Subspecies",1730,"",""
50139,"Nothoprocta ornata ornata","",110,"Subspecies",1740,"",""
50142,"Nothoprocta ornata rostrata","",110,"Subspecies",1750,"",""
50143,"Nothoprocta perdicaria","Chilean Tinamou",100,"Species",1760,"",""
50144,"Nothoprocta perdicaria perdicaria","",110,"Subspecies",1770,"",""
50145,"Nothoprocta perdicaria sanborni","",110,"Subspecies",1780,"",""
50146,"Nothoprocta cinerascens","Brushland Tinamou",100,"Species",1790,"",""
50147,"Nothoprocta cinerascens cinerascens","",110,"Subspecies",1800,"",""
50148,"Nothoprocta cinerascens parvimaculata","",110,"Subspecies",1810,"",""
50149,"Nothoprocta pentlandii","Andean Tinamou",100,"Species",1820,"",""
50150,"Nothoprocta pentlandii ambigua","",110,"Subspecies",1830,"",""
50151,"Nothoprocta pentlandii niethammeri","",110,"Subspecies",1840,"",""
50152,"Nothoprocta pentlandii oustaleti","",110,"Subspecies",1850,"",""
50153,"Nothoprocta pentlandii fulvescens","",110,"Subspecies",1860,"",""
50154,"Nothoprocta pentlandii pentlandii","",110,"Subspecies",1870,"",""
84314,"Nothoprocta pentlandii patriciae","",110,"Subspecies",1880,"",""
50155,"Nothoprocta pentlandii mendozae","",110,"Subspecies",1890,"",""
50156,"Nothoprocta pentlandii doeringi","",110,"Subspecies",1900,"",""
50157,"Nothoprocta curvirostris","Curve-billed Tinamou",100,"Species",1910,"",""
50158,"Nothoprocta curvirostris curvirostris","",110,"Subspecies",1920,"",""
50159,"Nothoprocta curvirostris peruviana","",110,"Subspecies",1930,"",""
50160,"Nothura","",80,"Genus",1940,"",""
50161,"Nothura boraquira","White-bellied Nothura",100,"Species",1950,"",""
50162,"Nothura minor","Lesser Nothura",100,"Species",1960,"",""
50163,"Nothura darwinii","Darwin's Nothura",100,"Species",1970,"",""
50164,"Nothura darwinii peruviana","",110,"Subspecies",1980,"",""
50165,"Nothura darwinii agassizii","",110,"Subspecies",1990,"",""
50166,"Nothura darwinii boliviana","",110,"Subspecies",2000,"",""
50167,"Nothura darwinii salvadorii","",110,"Subspecies",2010,"",""
50168,"Nothura darwinii darwinii","",110,"Subspecies",2020,"",""
50169,"Nothura maculosa","Spotted Nothura",100,"Species",2030,"",""
50170,"Nothura maculosa cearensis","",110,"Subspecies",2040,"",""
50171,"Nothura maculosa major","",110,"Subspecies",2050,"",""
50172,"Nothura maculosa paludivaga","",110,"Subspecies",2060,"",""
50173,"Nothura maculosa maculosa","",110,"Subspecies",2070,"",""
50174,"Nothura maculosa pallida","",110,"Subspecies",2080,"",""
50175,"Nothura maculosa annectens","",110,"Subspecies",2090,"",""
50176,"Nothura maculosa submontana","",110,"Subspecies",2100,"",""
50177,"Nothura maculosa nigroguttata","",110,"Subspecies",2110,"",""
50178,"Nothura chacoensis","Chaco Nothura",100,"Species",2120,"",""
50179,"Taoniscus","",80,"Genus",2130,"",""
50180,"Taoniscus nanus","Dwarf Tinamou",100,"Species",2140,"",""
50181,"Eudromia","",80,"Genus",2150,"",""
50182,"Eudromia elegans","Elegant Crested Tinamou",100,"Species",2160,"",""
50183,"Eudromia elegans intermedia","",110,"Subspecies",2170,"",""
50184,"Eudromia elegans magnistriata","",110,"Subspecies",2180,"",""
50185,"Eudromia elegans riojana","",110,"Subspecies",2190,"",""
50186,"Eudromia elegans albida","",110,"Subspecies",2200,"",""
50187,"Eudromia elegans wetmorei","",110,"Subspecies",2210,"",""
50188,"Eudromia elegans numida","",110,"Subspecies",2220,"",""
50189,"Eudromia elegans elegans","",110,"Subspecies",2230,"",""
50190,"Eudromia elegans multiguttata","",110,"Subspecies",2240,"",""
50191,"Eudromia elegans devia","",110,"Subspecies",2250,"",""
50192,"Eudromia elegans patagonica","",110,"Subspecies",2260,"",""
50193,"Eudromia formosa","Quebracho Crested Tinamou",100,"Species",2270,"",""
84315,"Eudromia formosa formosa","",110,"Subspecies",2280,"",""
84316,"Eudromia formosa mira","",110,"Subspecies",2290,"",""
50194,"Tinamotis","",80,"Genus",2300,"",""
50195,"Tinamotis pentlandii","Puna Tinamou",100,"Species",2310,"",""
50196,"Tinamotis ingoufi","Patagonian Tinamou",100,"Species",2320,"",""
51291,"Anseriformes","",40,"Order",2330,"",""
51292,"Anhimidae","Screamers",60,"Family",2340,"",""
51293,"Anhima","",80,"Genus",2350,"",""
51294,"Anhima cornuta","Horned Screamer",100,"Species",2360,"",""
51295,"Chauna","",80,"Genus",2370,"",""
51296,"Chauna chavaria","Northern Screamer",100,"Species",2380,"",""
51297,"Chauna torquata","Southern Screamer",100,"Species",2390,"",""
51298,"Anseranatidae","Magpie Goose",60,"Family",2400,"",""
51299,"Anseranas","",80,"Genus",2410,"",""
1151,"Anseranas semipalmata","Magpie Goose",100,"Species",2420,"","MJ"
51300,"Anatidae","Ducks, Geese and Swans",60,"Family",2430,"",""
51301,"Dendrocygna","",80,"Genus",2440,"",""
1197,"Dendrocygna viduata","White-faced Whistling Duck",100,"Species",2450,"","YX"
51302,"Dendrocygna autumnalis","Black-bellied Whistling Duck",100,"Species",2460,"","ZW"
51303,"Dendrocygna autumnalis fulgens","",110,"Subspecies",2470,"",""
51304,"Dendrocygna autumnalis autumnalis","",110,"Subspecies",2480,"",""
51305,"Dendrocygna guttata","Spotted Whistling Duck",100,"Species",2490,"",""
1733,"Dendrocygna arborea","West Indian Whistling Duck",100,"Species",2500,"",""
1015,"Dendrocygna bicolor","Fulvous Whistling Duck",100,"Species",2510,"","YV"
51306,"Dendrocygna eytoni","Plumed Whistling Duck",100,"Species",2520,"",""
51307,"Dendrocygna arcuata","Wandering Whistling Duck",100,"Species",2530,"",""
51308,"Dendrocygna arcuata arcuata","",110,"Subspecies",2540,"",""
51309,"Dendrocygna arcuata pygmaea","",110,"Subspecies",2550,"",""
51310,"Dendrocygna arcuata australis","",110,"Subspecies",2560,"",""
1016,"Dendrocygna javanica","Lesser Whistling Duck",100,"Species",2570,"","YU"
51311,"Thalassornis","",80,"Genus",2580,"",""
51312,"Thalassornis leuconotus","White-backed Duck",100,"Species",2590,"",""
51313,"Thalassornis leuconotus leuconotus","",110,"Subspecies",2600,"",""
51314,"Thalassornis leuconotus insularis","",110,"Subspecies",2610,"",""
51315,"Cereopsis","",80,"Genus",2620,"",""
1575,"Cereopsis novaehollandiae","Cape Barren Goose",100,"Species",2630,"",""
51316,"Cereopsis novaehollandiae novaehollandiae","",110,"Subspecies",2640,"",""
51317,"Cereopsis novaehollandiae grisea","",110,"Subspecies",2650,"",""
51330,"Branta","",80,"Genus",2660,"",""
57,"Branta bernicla","Brent Goose",100,"Species",2670,"","BG"
1021,"Branta bernicla nigricans","Brent Goose (Black Brant - nigricans)",110,"Subspecies",2680,"","BB"
875,"Branta bernicla bernicla","Brent Goose (Dark-bellied - bernicla)",110,"Subspecies",2690,"","DB"
876,"Branta bernicla hrota","Brent Goose (Light-bellied - hrota)",110,"Subspecies",2700,"","PB"
902,"Branta bernicla hrota (Svalbard)","Brent Goose (Svalbard Light-bellied)",120,"Subspecies (non-standard)",2710,"","QS"
1435,"Branta bernicla hrota (Nearctic)","Brent Goose (Light-bellied of Nearctic origin)",120,"Subspecies (non-standard)",2720,"","QN"
58,"Branta ruficollis","Red-breasted Goose",100,"Species",2730,"","EB"
1149,"Branta sandvicensis","Nene",100,"Species",2740,"","NE"
55,"Branta canadensis","Canada Goose",100,"Species",2750,"","CG"
51331,"Branta canadensis occidentalis","",110,"Subspecies",2760,"",""
51332,"Branta canadensis fulva","Canada Goose (Vancouver - fulva)",110,"Subspecies",2770,"",""
51333,"Branta canadensis maxima","",110,"Subspecies",2780,"",""
1598,"Branta canadensis parvipes","Canada Goose (Lesser - parvipes)",110,"Subspecies",2790,"",""
51334,"Branta canadensis moffitti","",110,"Subspecies",2800,"",""
1599,"Branta canadensis interior","Canada Goose (Todd's - interior)",110,"Subspecies",2810,"",""
51335,"Branta canadensis canadensis","",110,"Subspecies",2820,"",""
56,"Branta leucopsis","Barnacle Goose",100,"Species",2830,"","BY"
909,"Branta leucopsis (naturalised)","Barnacle Goose (naturalised)",120,"Subspecies (non-standard)",2840,"","YE"
907,"Branta leucopsis (Greenland)","Barnacle Goose (Greenland)",120,"Subspecies (non-standard)",2850,"","YN"
908,"Branta leucopsis (Svalbard)","Barnacle Goose (Svalbard)",120,"Subspecies (non-standard)",2860,"","YS"
1431,"Branta hutchinsii","Cackling Goose",100,"Species",2870,"","LQ"
51336,"Branta hutchinsii asiatica","",110,"Subspecies",2880,"",""
51337,"Branta hutchinsii leucopareia","",110,"Subspecies",2890,"",""
1602,"Branta hutchinsii minima","Cackling Goose (Small - minima)",110,"Subspecies",2900,"",""
1600,"Branta hutchinsii taverneri","Cackling Goose (Taverner's - taverneri)",110,"Subspecies",2910,"",""
1601,"Branta hutchinsii hutchinsii","Cackling Goose (Richardson's - hutchinsii)",110,"Subspecies",2920,"",""
1448,"Branta canadensis x Anser anser","Canada x domestic Greylag Goose",70,"Subfamily (non-standard)",2930,"","ZI"
1445,"Branta canadensis x Anser indicus","Canada x Bar-headed Goose",70,"Subfamily (non-standard)",2940,"","ZE"
1723,"Branta canadensis x Anser caerulescens","Canada x Snow Goose",70,"Subfamily (non-standard)",2950,"","ZK"
1446,"Branta leucopsis x Anser anser","Barnacle x Greylag Goose",70,"Subfamily (non-standard)",2960,"","ZG"
1447,"Branta leucopsis x canadensis","Barnacle x Canada Goose",90,"Subgenus (non-standard)",2970,"","ZH"
51318,"Anser","",80,"Genus",2980,"",""
1018,"Anser indicus","Bar-headed Goose",100,"Species",2990,"","HD"
1020,"Anser canagicus","Emperor Goose",100,"Species",3000,"","EM"
1019,"Anser rossii","Ross's Goose",100,"Species",3010,"","RJ"
54,"Anser caerulescens","Snow Goose",100,"Species",3020,"","SJ"
1458,"Anser caerulescens caerulescens","Snow Goose (Lesser - caerulescens)",110,"Subspecies",3030,"","QJ"
1459,"Anser caerulescens atlanticus","Snow Goose (Greater - atlanticus)",110,"Subspecies",3040,"",""
53,"Anser anser","Greylag Goose",100,"Species",3050,"","GJ"
51324,"Anser anser anser","",110,"Subspecies",3060,"",""
51325,"Anser anser rubrirostris","",110,"Subspecies",3070,"",""
905,"Anser anser (native Scottish)","Greylag Goose (native Scottish)",120,"Subspecies (non-standard)",3080,"","JH"
1744,"Anser anser (British/Irish)","Greylag Goose (British/Irish)",120,"Subspecies (non-standard)",3090,"","JA"
904,"Anser anser (Icelandic)","Greylag Goose (Icelandic)",120,"Subspecies (non-standard)",3100,"","JI"
906,"Anser anser (re-established)","Greylag Goose (re-established)",120,"Subspecies (non-standard)",3110,"","JE"
1152,"Anser anser f. domestica","Domestic Greylag Goose",115,"Variety",3120,"","ZL"
1017,"Anser cygnoides","Swan Goose",100,"Species",3130,"","HN"
49,"Anser fabalis/serrirostris","Taiga/Tundra Bean Goose",90,"Subgenus (non-standard)",3140,"","BE"
1278,"Anser fabalis","Taiga Bean Goose",100,"Species",3150,"","XF"
51319,"Anser fabalis fabalis","Taiga Bean Goose (fabalis)",110,"Subspecies",3160,"",""
51320,"Anser fabalis johanseni","",110,"Subspecies",3170,"",""
51321,"Anser fabalis middendorffii","",110,"Subspecies",3180,"",""
50,"Anser brachyrhynchus","Pink-footed Goose",100,"Species",3190,"","PG"
1279,"Anser serrirostris","Tundra Bean Goose",100,"Species",3200,"","XR"
51322,"Anser serrirostris rossicus","",110,"Subspecies",3210,"",""
51323,"Anser serrirostris serrirostris","",110,"Subspecies",3220,"",""
51,"Anser albifrons","White-fronted Goose",100,"Species",3230,"Greater White-fronted Goose","WG"
873,"Anser albifrons flavirostris","White-fronted Goose (Greenland - flavirostris)",110,"Subspecies",3240,"","NW"
874,"Anser albifrons albifrons","White-fronted Goose (European - albifrons)",110,"Subspecies",3250,"","EW"
51326,"Anser albifrons elgasi","",110,"Subspecies",3260,"",""
51327,"Anser albifrons gambelli","",110,"Subspecies",3270,"",""
51328,"Anser albifrons sponsa","",110,"Subspecies",3280,"",""
52,"Anser erythropus","Lesser White-fronted Goose",100,"Species",3290,"","LC"
1722,"Anser albifrons x erythropus","White-fronted x Lesser White-fronted Goose",90,"Subgenus (non-standard)",3300,"","ZJ"
1719,"Anser albifrons x caerulescens","White-fronted x Snow Goose",90,"Subgenus (non-standard)",3305,"","ZA"
1449,"Anser/Branta hybrid","Hybrid goose",70,"Subfamily (non-standard)",3310,"","ZM"
1153,"Anserinae sp.","Unidentified goose",70,"Subfamily (non-standard)",3320,"","UO"
51338,"Coscoroba","",80,"Genus",3330,"",""
1433,"Coscoroba coscoroba","Coscoroba Swan",100,"Species",3340,"","OW"
51339,"Cygnus","",80,"Genus",3350,"",""
1185,"Cygnus atratus","Black Swan",100,"Species",3360,"","AS"
1452,"Cygnus melancoryphus","Black-necked Swan",100,"Species",3370,"","AT"
46,"Cygnus olor","Mute Swan",100,"Species",3380,"","MS"
1196,"Cygnus buccinator","Trumpeter Swan",100,"Species",3390,"","TJ"
47,"Cygnus columbianus","Bewick's Swan",100,"Species",3400,"Tundra Swan","BS"
1295,"Cygnus columbianus columbianus","Bewick's Swan (Whistling - columbianus)",110,"Subspecies",3410,"","WZ"
51340,"Cygnus columbianus bewickii","Bewick's Swan (bewickii)",110,"Subspecies",3420,"",""
48,"Cygnus cygnus","Whooper Swan",100,"Species",3430,"","WS"
1724,"Cygnus atratus x olor","Black x Mute Swan",90,"Subgenus (non-standard)",3440,"",""
1725,"Cygnus cygnus x olor","Whooper x Mute Swan",90,"Subgenus (non-standard)",3450,"",""
1150,"Cygnus cygnus/columbianus","Unidentified yellow-billed swan",90,"Subgenus (non-standard)",3460,"","UF"
1338,"Cygnus hybrid","Hybrid swan",90,"Subgenus (non-standard)",3470,"","ZS"
1169,"Cygnus sp.","Unidentified swan",90,"Subgenus (non-standard)",3480,"","UZ"
51341,"Stictonetta","",80,"Genus",3490,"",""
51342,"Stictonetta naevosa","Freckled Duck",100,"Species",3500,"",""
51343,"Hymenolaimus","",80,"Genus",3510,"",""
51344,"Hymenolaimus malacorhynchos","Blue Duck",100,"Species",3520,"",""
51345,"Tachyeres","",80,"Genus",3530,"",""
51346,"Tachyeres patachonicus","Flying Steamer Duck",100,"Species",3540,"",""
51347,"Tachyeres pteneres","Fuegian Steamer Duck",100,"Species",3550,"",""
51348,"Tachyeres brachypterus","Falkland Steamer Duck",100,"Species",3560,"",""
51349,"Tachyeres leucocephalus","Chubut Steamer Duck",100,"Species",3570,"",""
51350,"Merganetta","",80,"Genus",3580,"",""
51351,"Merganetta armata","Torrent Duck",100,"Species",3590,"",""
51352,"Merganetta armata colombiana","",110,"Subspecies",3600,"",""
51353,"Merganetta armata leucogenis","",110,"Subspecies",3610,"",""
51354,"Merganetta armata turneri","",110,"Subspecies",3620,"",""
51355,"Merganetta armata garleppi","",110,"Subspecies",3630,"",""
51356,"Merganetta armata berlepschi","",110,"Subspecies",3640,"",""
51357,"Merganetta armata armata","",110,"Subspecies",3650,"",""
51358,"Plectropterus","",80,"Genus",3660,"",""
51359,"Plectropterus gambensis","Spur-winged Goose",100,"Species",3670,"",""
51360,"Plectropterus gambensis gambensis","",110,"Subspecies",3680,"",""
51361,"Plectropterus gambensis niger","",110,"Subspecies",3690,"",""
51362,"Sarkidiornis","",80,"Genus",3700,"",""
51363,"Sarkidiornis sylvicola","Comb Duck",100,"Species",3710,"",""
51364,"Sarkidiornis melanotos","Knob-billed Duck",100,"Species",3720,"",""
51365,"Cyanochen","",80,"Genus",3730,"",""
1339,"Cyanochen cyanoptera","Blue-winged Goose",100,"Species",3740,"","QI"
51366,"Alopochen","",80,"Genus",3750,"",""
59,"Alopochen aegyptiaca","Egyptian Goose",100,"Species",3760,"","EG"
