"MASTER_TAXON_ID","SCIENTIFIC_NAME","ENGLISH_NAME","TAXON_RANK_ID","TAXON_RANK_NAME","SORT_ORDER","ALT_INT_NAME","CBC_CODE"
55528,"Ducula rubricera rufigula","",110,"Subspecies",57680,"",""
55529,"Ducula myristicivora","Spice Imperial Pigeon",100,"Species",57690,"",""
55530,"Ducula myristicivora myristicivora","",110,"Subspecies",57700,"",""
55531,"Ducula myristicivora geelvinkiana","",110,"Subspecies",57710,"",""
55532,"Ducula rufigaster","Purple-tailed Imperial Pigeon",100,"Species",57720,"",""
55533,"Ducula rufigaster rufigaster","",110,"Subspecies",57730,"",""
55534,"Ducula rufigaster uropygialis","",110,"Subspecies",57740,"",""
55535,"Ducula basilica","Cinnamon-bellied Imperial Pigeon",100,"Species",57750,"",""
55536,"Ducula basilica basilica","",110,"Subspecies",57760,"",""
55537,"Ducula basilica obiensis","",110,"Subspecies",57770,"",""
55538,"Ducula finschii","Finsch's Imperial Pigeon",100,"Species",57780,"",""
55539,"Ducula chalconota","Rufescent Imperial Pigeon",100,"Species",57790,"",""
55540,"Ducula chalconota chalconota","",110,"Subspecies",57800,"",""
55541,"Ducula chalconota smaragdina","",110,"Subspecies",57810,"",""
55542,"Ducula pistrinaria","Island Imperial Pigeon",100,"Species",57820,"",""
55543,"Ducula pistrinaria rhodinolaema","",110,"Subspecies",57830,"",""
55544,"Ducula pistrinaria vanwyckii","",110,"Subspecies",57840,"",""
55545,"Ducula pistrinaria postrema","",110,"Subspecies",57850,"",""
55546,"Ducula pistrinaria pistrinaria","",110,"Subspecies",57860,"",""
55547,"Ducula rosacea","Pink-headed Imperial Pigeon",100,"Species",57870,"",""
55548,"Ducula whartoni","Christmas Imperial Pigeon",100,"Species",57880,"",""
55549,"Ducula pickeringii","Grey Imperial Pigeon",100,"Species",57890,"",""
55550,"Ducula latrans","Barking Imperial Pigeon",100,"Species",57900,"",""
55551,"Ducula brenchleyi","Chestnut-bellied Imperial Pigeon",100,"Species",57910,"",""
55552,"Ducula bakeri","Vanuatu Imperial Pigeon",100,"Species",57920,"",""
55553,"Ducula goliath","Goliath Imperial Pigeon",100,"Species",57930,"",""
55554,"Ducula pinon","Pinon's Imperial Pigeon",100,"Species",57940,"",""
55555,"Ducula pinon pinon","",110,"Subspecies",57950,"",""
55556,"Ducula pinon jobiensis","",110,"Subspecies",57960,"",""
55557,"Ducula pinon salvadorii","",110,"Subspecies",57970,"",""
55558,"Ducula melanochroa","Black Imperial Pigeon",100,"Species",57980,"",""
55559,"Ducula mullerii","Collared Imperial Pigeon",100,"Species",57990,"",""
55562,"Ducula zoeae","Zoe's Imperial Pigeon",100,"Species",58000,"",""
55563,"Ducula badia","Mountain Imperial Pigeon",100,"Species",58010,"",""
55564,"Ducula badia cuprea","",110,"Subspecies",58020,"",""
55565,"Ducula badia insignis","",110,"Subspecies",58030,"",""
55566,"Ducula badia griseicapilla","",110,"Subspecies",58040,"",""
55567,"Ducula badia badia","",110,"Subspecies",58050,"",""
55568,"Ducula lacernulata","Dark-backed Imperial Pigeon",100,"Species",58060,"",""
55569,"Ducula lacernulata lacernulata","",110,"Subspecies",58070,"",""
55570,"Ducula lacernulata williami","",110,"Subspecies",58080,"",""
55571,"Ducula lacernulata sasakensis","",110,"Subspecies",58090,"",""
55572,"Ducula cineracea","Timor Imperial Pigeon",100,"Species",58100,"",""
55573,"Ducula bicolor","Pied Imperial Pigeon",100,"Species",58110,"",""
55574,"Ducula luctuosa","Silver-tipped Imperial Pigeon",100,"Species",58120,"",""
55575,"Ducula spilorrhoa","Torresian Imperial Pigeon",100,"Species",58130,"",""
55576,"Ducula subflavescens","Yellowish Imperial Pigeon",100,"Species",58140,"",""
55577,"Lopholaimus","",80,"Genus",58150,"",""
55578,"Lopholaimus antarcticus","Topknot Pigeon",100,"Species",58160,"",""
55579,"Hemiphaga","",80,"Genus",58170,"",""
55580,"Hemiphaga novaeseelandiae","New Zealand Pigeon",100,"Species",58180,"",""
55581,"Hemiphaga novaeseelandiae novaeseelandiae","",110,"Subspecies",58190,"",""
55582,"Hemiphaga novaeseelandiae spadicea","",110,"Subspecies",58200,"",""
55583,"Hemiphaga chathamensis","Chatham Pigeon",100,"Species",58210,"",""
55584,"Cryptophaps","",80,"Genus",58220,"",""
55585,"Cryptophaps poecilorrhoa","Sombre Pigeon",100,"Species",58230,"",""
55586,"Gymnophaps","",80,"Genus",58240,"",""
55587,"Gymnophaps albertisii","Papuan Mountain Pigeon",100,"Species",58250,"",""
55588,"Gymnophaps albertisii exsul","",110,"Subspecies",58260,"",""
55589,"Gymnophaps albertisii albertisii","",110,"Subspecies",58270,"",""
55590,"Gymnophaps mada","Buru Mountain Pigeon",100,"Species",58280,"",""
55591,"Gymnophaps stalkeri","Seram Mountain Pigeon",100,"Species",58290,"",""
55592,"Gymnophaps solomonensis","Pale Mountain Pigeon",100,"Species",58300,"",""
56625,"Opisthocomiformes","",40,"Order",58310,"",""
56626,"Opisthocomidae","Hoatzin",60,"Family",58320,"",""
56627,"Opisthocomus","",80,"Genus",58330,"",""
56628,"Opisthocomus hoazin","Hoatzin",100,"Species",58340,"",""
56629,"Musophagiformes","",40,"Order",58350,"",""
56630,"Musophagidae","Turacos",60,"Family",58360,"",""
56631,"Corythaeola","",80,"Genus",58370,"",""
56632,"Corythaeola cristata","Great Blue Turaco",100,"Species",58380,"",""
56633,"Tauraco","",80,"Genus",58390,"",""
56634,"Tauraco persa","Guinea Turaco",100,"Species",58400,"",""
56635,"Tauraco persa buffoni","",110,"Subspecies",58410,"",""
56636,"Tauraco persa persa","",110,"Subspecies",58420,"",""
56637,"Tauraco persa zenkeri","",110,"Subspecies",58430,"",""
56638,"Tauraco livingstonii","Livingstone's Turaco",100,"Species",58440,"",""
56639,"Tauraco livingstonii reichenowi","",110,"Subspecies",58450,"",""
56641,"Tauraco livingstonii livingstonii","",110,"Subspecies",58460,"",""
56642,"Tauraco schalowi","Schalow's Turaco",100,"Species",58470,"",""
56643,"Tauraco corythaix","Knysna Turaco",100,"Species",58480,"",""
56644,"Tauraco corythaix phoebus","",110,"Subspecies",58490,"",""
56645,"Tauraco corythaix corythaix","",110,"Subspecies",58500,"",""
56646,"Tauraco schuettii","Black-billed Turaco",100,"Species",58510,"",""
56647,"Tauraco schuettii emini","",110,"Subspecies",58520,"",""
56648,"Tauraco schuettii schuettii","",110,"Subspecies",58530,"",""
56649,"Tauraco fischeri","Fischer's Turaco",100,"Species",58540,"",""
56650,"Tauraco fischeri fischeri","",110,"Subspecies",58550,"",""
56651,"Tauraco fischeri zanzibaricus","",110,"Subspecies",58560,"",""
56652,"Tauraco macrorhynchus","Yellow-billed Turaco",100,"Species",58570,"",""
56653,"Tauraco macrorhynchus macrorhynchus","",110,"Subspecies",58580,"",""
56654,"Tauraco macrorhynchus verreauxii","",110,"Subspecies",58590,"",""
56655,"Tauraco leucolophus","White-crested Turaco",100,"Species",58600,"",""
56656,"Tauraco bannermani","Bannerman's Turaco",100,"Species",58610,"",""
56657,"Tauraco erythrolophus","Red-crested Turaco",100,"Species",58620,"",""
1741,"Tauraco hartlaubi","Hartlaub's Turaco",100,"Species",58630,"",""
1584,"Tauraco leucotis","White-cheeked Turaco",100,"Species",58640,"",""
56658,"Tauraco leucotis leucotis","",110,"Subspecies",58650,"",""
56659,"Tauraco leucotis donaldsoni","",110,"Subspecies",58660,"",""
56660,"Tauraco ruspolii","Ruspoli's Turaco",100,"Species",58670,"",""
56661,"Tauraco porphyreolophus","Purple-crested Turaco",100,"Species",58680,"",""
56662,"Tauraco porphyreolophus chlorochlamys","",110,"Subspecies",58690,"",""
56663,"Tauraco porphyreolophus porphyreolophus","",110,"Subspecies",58700,"",""
56664,"Ruwenzorornis","",80,"Genus",58710,"",""
56665,"Ruwenzorornis johnstoni","Ruwenzori Turaco",100,"Species",58720,"",""
56666,"Ruwenzorornis johnstoni johnstoni","",110,"Subspecies",58730,"",""
56667,"Ruwenzorornis johnstoni kivuensis","",110,"Subspecies",58740,"",""
56668,"Ruwenzorornis johnstoni bredoi","",110,"Subspecies",58750,"",""
56669,"Musophaga","",80,"Genus",58760,"",""
1586,"Musophaga violacea","Violet Turaco",100,"Species",58770,"",""
56670,"Musophaga rossae","Ross's Turaco",100,"Species",58780,"",""
56671,"Corythaixoides","",80,"Genus",58790,"",""
56672,"Corythaixoides concolor","Grey Go-away-bird",100,"Species",58800,"",""
56673,"Corythaixoides concolor molybdophanes","",110,"Subspecies",58810,"",""
56674,"Corythaixoides concolor pallidiceps","",110,"Subspecies",58820,"",""
56675,"Corythaixoides concolor bechuanae","",110,"Subspecies",58830,"",""
56676,"Corythaixoides concolor concolor","",110,"Subspecies",58840,"",""
56677,"Corythaixoides personatus","Bare-faced Go-away-bird",100,"Species",58850,"",""
56678,"Corythaixoides personatus personatus","",110,"Subspecies",58860,"",""
56679,"Corythaixoides personatus leopoldi","",110,"Subspecies",58870,"",""
56680,"Corythaixoides leucogaster","White-bellied Go-away-bird",100,"Species",58880,"",""
56681,"Crinifer","",80,"Genus",58890,"",""
56682,"Crinifer piscator","Western Plantain-eater",100,"Species",58900,"",""
56683,"Crinifer zonurus","Eastern Plantain-eater",100,"Species",58910,"",""
56684,"Cuculiformes","",40,"Order",58920,"",""
56685,"Cuculidae","Cuckoos",60,"Family",58930,"",""
56686,"Guira","",80,"Genus",58940,"",""
56687,"Guira guira","Guira Cuckoo",100,"Species",58950,"",""
56688,"Crotophaga","",80,"Genus",58960,"",""
56689,"Crotophaga major","Greater Ani",100,"Species",58970,"",""
56690,"Crotophaga ani","Smooth-billed Ani",100,"Species",58980,"",""
56691,"Crotophaga sulcirostris","Groove-billed Ani",100,"Species",58990,"",""
56694,"Tapera","",80,"Genus",59000,"",""
56695,"Tapera naevia","Striped Cuckoo",100,"Species",59010,"",""
56698,"Dromococcyx","",80,"Genus",59020,"",""
56699,"Dromococcyx phasianellus","Pheasant Cuckoo",100,"Species",59030,"",""
56700,"Dromococcyx pavoninus","Pavonine Cuckoo",100,"Species",59040,"",""
56701,"Morococcyx","",80,"Genus",59050,"",""
56702,"Morococcyx erythropygus","Lesser Ground Cuckoo",100,"Species",59060,"",""
56703,"Morococcyx erythropygus mexicanus","",110,"Subspecies",59070,"",""
56704,"Morococcyx erythropygus erythropygus","",110,"Subspecies",59080,"",""
56705,"Geococcyx","",80,"Genus",59090,"",""
56706,"Geococcyx californianus","Greater Roadrunner",100,"Species",59100,"",""
56707,"Geococcyx velox","Lesser Roadrunner",100,"Species",59110,"",""
56708,"Neomorphus","",80,"Genus",59120,"",""
56709,"Neomorphus geoffroyi","Rufous-vented Ground Cuckoo",100,"Species",59130,"",""
56710,"Neomorphus geoffroyi salvini","",110,"Subspecies",59140,"",""
56711,"Neomorphus geoffroyi aequatorialis","",110,"Subspecies",59150,"",""
56712,"Neomorphus geoffroyi australis","",110,"Subspecies",59160,"",""
56714,"Neomorphus geoffroyi amazonicus","",110,"Subspecies",59170,"",""
56713,"Neomorphus geoffroyi geoffroyi","",110,"Subspecies",59180,"",""
56715,"Neomorphus geoffroyi dulcis","",110,"Subspecies",59190,"",""
56716,"Neomorphus squamiger","Scaled Ground Cuckoo",100,"Species",59200,"",""
56717,"Neomorphus radiolosus","Banded Ground Cuckoo",100,"Species",59210,"",""
56718,"Neomorphus rufipennis","Rufous-winged Ground Cuckoo",100,"Species",59220,"",""
56719,"Neomorphus pucheranii","Red-billed Ground Cuckoo",100,"Species",59230,"",""
56720,"Neomorphus pucheranii pucheranii","",110,"Subspecies",59240,"",""
56721,"Neomorphus pucheranii lepidophanes","",110,"Subspecies",59250,"",""
56722,"Centropus","",80,"Genus",59260,"",""
56723,"Centropus milo","Buff-headed Coucal",100,"Species",59270,"",""
56724,"Centropus milo albidiventris","",110,"Subspecies",59280,"",""
56725,"Centropus milo milo","",110,"Subspecies",59290,"",""
56726,"Centropus ateralbus","White-necked Coucal",100,"Species",59300,"",""
56727,"Centropus menbeki","Ivory-billed Coucal",100,"Species",59310,"",""
56728,"Centropus menbeki menbeki","",110,"Subspecies",59320,"",""
56729,"Centropus menbeki aruensis","",110,"Subspecies",59330,"",""
56730,"Centropus chalybeus","Biak Coucal",100,"Species",59340,"",""
56731,"Centropus unirufus","Rufous Coucal",100,"Species",59350,"",""
56732,"Centropus chlororhynchos","Green-billed Coucal",100,"Species",59360,"",""
56733,"Centropus melanops","Black-faced Coucal",100,"Species",59370,"",""
56734,"Centropus steerii","Black-hooded Coucal",100,"Species",59380,"",""
56735,"Centropus rectunguis","Short-toed Coucal",100,"Species",59390,"",""
56736,"Centropus celebensis","Bay Coucal",100,"Species",59400,"",""
56737,"Centropus celebensis celebensis","",110,"Subspecies",59410,"",""
56738,"Centropus celebensis rufescens","",110,"Subspecies",59420,"",""
56739,"Centropus anselli","Gabon Coucal",100,"Species",59430,"",""
56740,"Centropus leucogaster","Black-throated Coucal",100,"Species",59440,"",""
56741,"Centropus leucogaster leucogaster","",110,"Subspecies",59450,"",""
56742,"Centropus leucogaster efulenensis","",110,"Subspecies",59460,"",""
56743,"Centropus leucogaster neumanni","",110,"Subspecies",59470,"",""
56744,"Centropus senegalensis","Senegal Coucal",100,"Species",59480,"",""
56745,"Centropus senegalensis aegyptius","",110,"Subspecies",59490,"",""
56746,"Centropus senegalensis senegalensis","",110,"Subspecies",59500,"",""
56747,"Centropus senegalensis flecki","",110,"Subspecies",59510,"",""
56748,"Centropus monachus","Blue-headed Coucal",100,"Species",59520,"",""
56749,"Centropus monachus occidentalis","",110,"Subspecies",59530,"",""
56750,"Centropus monachus fischeri","",110,"Subspecies",59540,"",""
56751,"Centropus monachus monachus","",110,"Subspecies",59550,"",""
56752,"Centropus cupreicaudus","Coppery-tailed Coucal",100,"Species",59560,"",""
84393,"Centropus cupreicaudus songweensis","",110,"Subspecies",59570,"",""
84394,"Centropus cupreicaudus cupreicaudus","",110,"Subspecies",59580,"",""
83577,"Centropus superciliosus/burchellii","White-browed/Burchell's Coucal",90,"Subgenus (non-standard)",59590,"",""
56753,"Centropus superciliosus","White-browed Coucal",100,"Species",59600,"",""
56755,"Centropus superciliosus superciliosus","",110,"Subspecies",59610,"",""
56756,"Centropus superciliosus loandae","",110,"Subspecies",59620,"",""
56757,"Centropus burchellii","Burchell's Coucal",100,"Species",59630,"",""
56758,"Centropus burchellii fasciipygialis","",110,"Subspecies",59640,"",""
56759,"Centropus burchellii burchellii","",110,"Subspecies",59650,"",""
56760,"Centropus nigrorufus","Sunda Coucal",100,"Species",59660,"",""
56761,"Centropus sinensis","Greater Coucal",100,"Species",59670,"",""
56762,"Centropus sinensis sinensis","",110,"Subspecies",59680,"",""
56763,"Centropus sinensis parroti","",110,"Subspecies",59690,"",""
56764,"Centropus sinensis intermedius","",110,"Subspecies",59700,"",""
56765,"Centropus sinensis bubutus","",110,"Subspecies",59710,"",""
56766,"Centropus sinensis anonymus","",110,"Subspecies",59720,"",""
56767,"Centropus sinensis kangeangensis","",110,"Subspecies",59730,"",""
56768,"Centropus toulou","Malagasy Coucal",100,"Species",59740,"",""
56769,"Centropus toulou toulou","",110,"Subspecies",59750,"",""
56770,"Centropus toulou insularis","",110,"Subspecies",59760,"",""
56771,"Centropus toulou assumptionis","",110,"Subspecies",59770,"",""
56772,"Centropus goliath","Goliath Coucal",100,"Species",59780,"",""
56773,"Centropus grillii","Black Coucal",100,"Species",59790,"",""
56774,"Centropus viridis","Philippine Coucal",100,"Species",59800,"",""
56775,"Centropus viridis major","",110,"Subspecies",59810,"",""
56776,"Centropus viridis viridis","",110,"Subspecies",59820,"",""
56777,"Centropus viridis mindorensis","",110,"Subspecies",59830,"",""
56778,"Centropus viridis carpenteri","",110,"Subspecies",59840,"",""
56779,"Centropus bengalensis","Lesser Coucal",100,"Species",59850,"",""
56780,"Centropus bengalensis bengalensis","",110,"Subspecies",59860,"",""
56781,"Centropus bengalensis lignator","",110,"Subspecies",59870,"",""
56782,"Centropus bengalensis javanensis","",110,"Subspecies",59880,"",""
56783,"Centropus bengalensis philippinensis","",110,"Subspecies",59890,"",""
56784,"Centropus bengalensis sarasinorum","",110,"Subspecies",59900,"",""
56785,"Centropus bengalensis medius","",110,"Subspecies",59910,"",""
56786,"Centropus violaceus","Violaceous Coucal",100,"Species",59920,"",""
56787,"Centropus bernsteini","Black-billed Coucal",100,"Species",59930,"",""
56788,"Centropus phasianinus","Pheasant Coucal",100,"Species",59940,"",""
56789,"Centropus phasianinus spilopterus","",110,"Subspecies",59950,"",""
56790,"Centropus phasianinus mui","",110,"Subspecies",59960,"",""
56791,"Centropus phasianinus propinquus","",110,"Subspecies",59970,"",""
56792,"Centropus phasianinus nigricans","",110,"Subspecies",59980,"",""
56793,"Centropus phasianinus thierfelderi","",110,"Subspecies",59990,"",""
56794,"Centropus phasianinus melanurus","",110,"Subspecies",60000,"",""
56795,"Centropus phasianinus phasianinus","",110,"Subspecies",60010,"",""
56796,"Centropus andamanensis","Andaman Coucal",100,"Species",60020,"",""
56797,"Carpococcyx","",80,"Genus",60030,"",""
56798,"Carpococcyx radiceus","Bornean Ground Cuckoo",100,"Species",60040,"",""
56799,"Carpococcyx viridis","Sumatran Ground Cuckoo",100,"Species",60050,"",""
56800,"Carpococcyx renauldi","Coral-billed Ground Cuckoo",100,"Species",60060,"",""
56801,"Coua","",80,"Genus",60070,"",""
56802,"Coua delalandei","Snail-eating Coua",100,"Species",60080,"",""
56803,"Coua cristata","Crested Coua",100,"Species",60090,"",""
56804,"Coua cristata cristata","",110,"Subspecies",60100,"",""
56805,"Coua cristata dumonti","",110,"Subspecies",60110,"",""
56806,"Coua cristata pyropyga","",110,"Subspecies",60120,"",""
56807,"Coua cristata maxima","",110,"Subspecies",60130,"",""
56808,"Coua verreauxi","Verreaux's Coua",100,"Species",60140,"",""
56809,"Coua caerulea","Blue Coua",100,"Species",60150,"",""
56810,"Coua ruficeps","Red-capped Coua",100,"Species",60160,"",""
56811,"Coua ruficeps ruficeps","",110,"Subspecies",60170,"",""
56812,"Coua ruficeps olivaceiceps","",110,"Subspecies",60180,"",""
56813,"Coua reynaudii","Red-fronted Coua",100,"Species",60190,"",""
56814,"Coua coquereli","Coquerel's Coua",100,"Species",60200,"",""
56815,"Coua cursor","Running Coua",100,"Species",60210,"",""
56816,"Coua gigas","Giant Coua",100,"Species",60220,"",""
56817,"Coua serriana","Red-breasted Coua",100,"Species",60230,"",""
56818,"Rhinortha","",80,"Genus",60240,"",""
56819,"Rhinortha chlorophaea","Raffles's Malkoha",100,"Species",60250,"",""
56820,"Ceuthmochares","",80,"Genus",60260,"",""
56821,"Ceuthmochares aereus","Blue Malkoha",100,"Species",60270,"",""
56822,"Ceuthmochares aereus flavirostris","",110,"Subspecies",60280,"",""
56823,"Ceuthmochares aereus aereus","",110,"Subspecies",60290,"",""
56824,"Ceuthmochares australis","Green Malkoha",100,"Species",60300,"",""
56825,"Taccocua","",80,"Genus",60310,"",""
56826,"Taccocua leschenaultii","Sirkeer Malkoha",100,"Species",60320,"",""
56827,"Taccocua leschenaultii sirkee","",110,"Subspecies",60330,"",""
56828,"Taccocua leschenaultii infuscata","",110,"Subspecies",60340,"",""
56829,"Taccocua leschenaultii leschenaultii","",110,"Subspecies",60350,"",""
56830,"Zanclostomus","",80,"Genus",60360,"",""
56831,"Zanclostomus javanicus","Red-billed Malkoha",100,"Species",60370,"",""
56832,"Zanclostomus javanicus pallidus","",110,"Subspecies",60380,"",""
56833,"Zanclostomus javanicus javanicus","",110,"Subspecies",60390,"",""
56834,"Rhamphococcyx","",80,"Genus",60400,"",""
56835,"Rhamphococcyx calyorhynchus","Yellow-billed Malkoha",100,"Species",60410,"",""
56836,"Rhamphococcyx calyorhynchus calyorhynchus","",110,"Subspecies",60420,"",""
56837,"Rhamphococcyx calyorhynchus meridionalis","",110,"Subspecies",60430,"",""
56838,"Rhamphococcyx calyorhynchus rufiloris","",110,"Subspecies",60440,"",""
56839,"Phaenicophaeus","",80,"Genus",60450,"",""
56840,"Phaenicophaeus curvirostris","Chestnut-breasted Malkoha",100,"Species",60460,"",""
56841,"Phaenicophaeus curvirostris singularis","",110,"Subspecies",60470,"",""
56842,"Phaenicophaeus curvirostris oeneicaudus","",110,"Subspecies",60480,"",""
56843,"Phaenicophaeus curvirostris curvirostris","",110,"Subspecies",60490,"",""
56844,"Phaenicophaeus curvirostris deningeri","",110,"Subspecies",60500,"",""
56845,"Phaenicophaeus curvirostris microrhinus","",110,"Subspecies",60510,"",""
56846,"Phaenicophaeus curvirostris harringtoni","",110,"Subspecies",60520,"",""
56847,"Phaenicophaeus pyrrhocephalus","Red-faced Malkoha",100,"Species",60530,"",""
56848,"Phaenicophaeus sumatranus","Chestnut-bellied Malkoha",100,"Species",60540,"",""
56849,"Phaenicophaeus viridirostris","Blue-faced Malkoha",100,"Species",60550,"",""
56850,"Phaenicophaeus diardi","Black-bellied Malkoha",100,"Species",60560,"",""
56851,"Phaenicophaeus diardi diardi","",110,"Subspecies",60570,"",""
56852,"Phaenicophaeus diardi borneensis","",110,"Subspecies",60580,"",""
56853,"Phaenicophaeus tristis","Green-billed Malkoha",100,"Species",60590,"",""
56854,"Phaenicophaeus tristis tristis","",110,"Subspecies",60600,"",""
56855,"Phaenicophaeus tristis kangeangensis","",110,"Subspecies",60610,"",""
56856,"Dasylophus","",80,"Genus",60620,"",""
56857,"Dasylophus superciliosus","Rough-crested Malkoha",100,"Species",60630,"",""
56858,"Dasylophus superciliosus cagayanensis","",110,"Subspecies",60640,"",""
56859,"Dasylophus superciliosus superciliosus","",110,"Subspecies",60650,"",""
56860,"Dasylophus cumingi","Scale-feathered Malkoha",100,"Species",60660,"",""
56861,"Clamator","",80,"Genus",60670,"",""
56862,"Clamator coromandus","Chestnut-winged Cuckoo",100,"Species",60680,"",""
275,"Clamator glandarius","Great Spotted Cuckoo",100,"Species",60690,"","UK"
56863,"Clamator levaillantii","Levaillant's Cuckoo",100,"Species",60700,"",""
56864,"Clamator jacobinus","Jacobin Cuckoo",100,"Species",60710,"",""
56865,"Clamator jacobinus serratus","",110,"Subspecies",60720,"",""
56866,"Clamator jacobinus pica","",110,"Subspecies",60730,"",""
56867,"Clamator jacobinus jacobinus","",110,"Subspecies",60740,"",""
56868,"Coccycua","",80,"Genus",60750,"",""
56869,"Coccycua minuta","Little Cuckoo",100,"Species",60760,"",""
56870,"Coccycua minuta gracilis","",110,"Subspecies",60770,"",""
56871,"Coccycua minuta minuta","",110,"Subspecies",60780,"",""
56872,"Coccycua pumila","Dwarf Cuckoo",100,"Species",60790,"",""
56873,"Coccycua cinerea","Ash-colored Cuckoo",100,"Species",60800,"",""
56874,"Piaya","",80,"Genus",60810,"",""
56875,"Piaya cayana","Squirrel Cuckoo",100,"Species",60820,"",""
56876,"Piaya cayana mexicana","",110,"Subspecies",60830,"",""
56877,"Piaya cayana thermophila","",110,"Subspecies",60840,"",""
56878,"Piaya cayana nigricrissa","",110,"Subspecies",60850,"",""
56879,"Piaya cayana mehleri","",110,"Subspecies",60860,"",""
56880,"Piaya cayana mesura","",110,"Subspecies",60870,"",""
56881,"Piaya cayana circe","",110,"Subspecies",60880,"",""
56882,"Piaya cayana cayana","",110,"Subspecies",60890,"",""
56883,"Piaya cayana insulana","",110,"Subspecies",60900,"",""
56884,"Piaya cayana obscura","",110,"Subspecies",60910,"",""
56885,"Piaya cayana hellmayri","",110,"Subspecies",60920,"",""
56886,"Piaya cayana pallescens","",110,"Subspecies",60930,"",""
56887,"Piaya cayana cabanisi","",110,"Subspecies",60940,"",""
56888,"Piaya cayana macroura","",110,"Subspecies",60950,"",""
56889,"Piaya cayana mogenseni","",110,"Subspecies",60960,"",""
56890,"Piaya melanogaster","Black-bellied Cuckoo",100,"Species",60970,"",""
56891,"Coccyzus","",80,"Genus",60980,"",""
56892,"Coccyzus melacoryphus","Dark-billed Cuckoo",100,"Species",60990,"",""
278,"Coccyzus americanus","Yellow-billed Cuckoo",100,"Species",61000,"",""
56893,"Coccyzus euleri","Pearly-breasted Cuckoo",100,"Species",61010,"",""
56894,"Coccyzus minor","Mangrove Cuckoo",100,"Species",61020,"",""
56895,"Coccyzus ferrugineus","Cocos Cuckoo",100,"Species",61030,"",""
277,"Coccyzus erythropthalmus","Black-billed Cuckoo",100,"Species",61040,"",""
56896,"Coccyzus lansbergi","Grey-capped Cuckoo",100,"Species",61050,"",""
56897,"Coccyzus pluvialis","Chestnut-bellied Cuckoo",100,"Species",61060,"",""
56898,"Coccyzus rufigularis","Bay-breasted Cuckoo",100,"Species",61070,"",""
56899,"Coccyzus vetula","Jamaican Lizard Cuckoo",100,"Species",61080,"",""
56900,"Coccyzus merlini","Great Lizard Cuckoo",100,"Species",61090,"",""
56901,"Coccyzus merlini bahamensis","",110,"Subspecies",61100,"",""
56902,"Coccyzus merlini santamariae","",110,"Subspecies",61110,"",""
56903,"Coccyzus merlini merlini","",110,"Subspecies",61120,"",""
56904,"Coccyzus merlini decolor","",110,"Subspecies",61130,"",""
56905,"Coccyzus vieilloti","Puerto Rican Lizard Cuckoo",100,"Species",61140,"",""
56906,"Coccyzus longirostris","Hispaniolan Lizard Cuckoo",100,"Species",61150,"",""
56907,"Coccyzus longirostris petersi","",110,"Subspecies",61160,"",""
56908,"Coccyzus longirostris longirostris","",110,"Subspecies",61170,"",""
56909,"Pachycoccyx","",80,"Genus",61180,"",""
56910,"Pachycoccyx audeberti","Thick-billed Cuckoo",100,"Species",61190,"",""
56911,"Pachycoccyx audeberti brazzae","",110,"Subspecies",61200,"",""
56912,"Pachycoccyx audeberti validus","",110,"Subspecies",61210,"",""
56913,"Pachycoccyx audeberti audeberti","",110,"Subspecies",61220,"",""
56914,"Microdynamis","",80,"Genus",61230,"",""
56915,"Microdynamis parva","Dwarf Koel",100,"Species",61240,"",""
56916,"Microdynamis parva grisescens","",110,"Subspecies",61250,"",""
56917,"Microdynamis parva parva","",110,"Subspecies",61260,"",""
56918,"Eudynamys","",80,"Genus",61270,"",""
56919,"Eudynamys scolopaceus","Asian Koel",100,"Species",61280,"",""
56920,"Eudynamys scolopaceus scolopaceus","",110,"Subspecies",61290,"",""
56921,"Eudynamys scolopaceus chinensis","",110,"Subspecies",61300,"",""
56922,"Eudynamys scolopaceus harterti","",110,"Subspecies",61310,"",""
56923,"Eudynamys scolopaceus malayanus","",110,"Subspecies",61320,"",""
56924,"Eudynamys scolopaceus mindanensis","",110,"Subspecies",61330,"",""
56925,"Eudynamys melanorhynchus","Black-billed Koel",100,"Species",61340,"",""
56926,"Eudynamys orientalis","Pacific Koel",100,"Species",61350,"",""
56927,"Eudynamys orientalis orientalis","",110,"Subspecies",61360,"",""
84395,"Eudynamys orientalis picatus","",110,"Subspecies",61370,"",""
56929,"Eudynamys orientalis rufiventer","",110,"Subspecies",61380,"",""
56931,"Eudynamys orientalis hybrida","",110,"Subspecies",61390,"",""
56932,"Eudynamys orientalis salvadorii","",110,"Subspecies",61400,"",""
56933,"Eudynamys orientalis alberti","",110,"Subspecies",61410,"",""
56934,"Eudynamys orientalis cyanocephalus","",110,"Subspecies",61420,"",""
56935,"Eudynamys orientalis subcyanocephalus","",110,"Subspecies",61430,"",""
56936,"Urodynamis","",80,"Genus",61440,"",""
56937,"Urodynamis taitensis","Pacific Long-tailed Cuckoo",100,"Species",61450,"",""
56938,"Scythrops","",80,"Genus",61460,"",""
56939,"Scythrops novaehollandiae","Channel-billed Cuckoo",100,"Species",61470,"",""
56940,"Scythrops novaehollandiae fordi","",110,"Subspecies",61480,"",""
56941,"Scythrops novaehollandiae novaehollandiae","",110,"Subspecies",61490,"",""
56942,"Scythrops novaehollandiae schoddei","",110,"Subspecies",61500,"",""
